##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 2.946765423E+00 6.062240601E-01 -7.491285447E-03 2.688301541E-02 3.351980122E-04 1.275613089E-03 1.597491279E-02
 2.940576553E+00 6.405242682E-01 -8.294040337E-03 2.800801210E-02 3.925934434E-04 1.429843833E-03 1.673031040E-02
 2.934387922E+00 6.728811264E-01 -9.094468318E-03 2.883061022E-02 4.541188537E-04 1.575649483E-03 1.733104698E-02
 2.928199053E+00 7.032676339E-01 -9.887268767E-03 2.937053889E-02 5.197358551E-04 1.710807788E-03 1.778627746E-02
 2.922010422E+00 7.317400575E-01 -1.066930685E-02 2.965552360E-02 5.894897622E-04 1.833802788E-03 1.810949296E-02
 2.915821552E+00 7.583057880E-01 -1.143652014E-02 2.971639298E-02 6.632574368E-04 1.943387673E-03 1.831533574E-02
 2.909632683E+00 7.830530405E-01 -1.218535006E-02 2.958665974E-02 7.409886457E-04 2.039007843E-03 1.842021756E-02
 2.903444052E+00 8.060531616E-01 -1.291394234E-02 2.930052020E-02 8.225878701E-04 2.120488556E-03 1.844098791E-02
 2.897255182E+00 8.273913860E-01 -1.362232212E-02 2.888903022E-02 9.079055744E-04 2.188097918E-03 1.839278638E-02
 2.891066551E+00 8.471895456E-01 -1.431304682E-02 2.838021889E-02 9.968657978E-04 2.242324641E-03 1.828967594E-02
 2.884877682E+00 8.655097485E-01 -1.498125680E-02 2.780079655E-02 1.089157537E-03 2.284019021E-03 1.814463176E-02
 2.878689051E+00 8.824983835E-01 -1.562878489E-02 2.717185393E-02 1.184744528E-03 2.314223209E-03 1.796851307E-02
 2.872500181E+00 8.982356787E-01 -1.625350490E-02 2.651278675E-02 1.283242716E-03 2.333969111E-03 1.777094975E-02
 2.866311550E+00 9.128357768E-01 -1.685710438E-02 2.583781630E-02 1.384408097E-03 2.344309818E-03 1.755934767E-02
 2.860122681E+00 9.264084697E-01 -1.744052023E-02 2.515762486E-02 1.488092705E-03 2.346333815E-03 1.733944193E-02
 2.853934050E+00 9.390318990E-01 -1.800577156E-02 2.448113635E-02 1.593998750E-03 2.341477433E-03 1.711579226E-02
 2.847745180E+00 9.507875443E-01 -1.855278388E-02 2.381480113E-02 1.701794215E-03 2.330547199E-03 1.689192094E-02
 2.841556549E+00 9.615812302E-01 -1.907646470E-02 2.316751331E-02 1.811958617E-03 2.312815282E-03 1.667169668E-02
 2.835367680E+00 9.715998769E-01 -1.958056539E-02 2.254211158E-02 1.923686592E-03 2.290016040E-03 1.645744778E-02
 2.829179049E+00 9.809890389E-01 -2.006816491E-02 2.193773352E-02 2.036689082E-03 2.263334114E-03 1.624964178E-02
 2.822990179E+00 9.898107052E-01 -2.054044977E-02 2.135441639E-02 2.150834771E-03 2.233319450E-03 1.604867354E-02
 2.816801548E+00 9.979339242E-01 -2.099326998E-02 2.080141939E-02 2.266567899E-03 2.199547132E-03 1.585837081E-02
 2.810612679E+00 1.005502462E+00 -2.142962068E-02 2.027441934E-02 2.382950857E-03 2.163160127E-03 1.567733847E-02
 2.804423809E+00 1.012668371E+00 -2.185408212E-02 1.976783387E-02 2.499850700E-03 2.124995226E-03 1.550390292E-02
 2.798235178E+00 1.019356489E+00 -2.226431482E-02 1.928780787E-02 2.617490012E-03 2.084957436E-03 1.534079853E-02
 2.792046309E+00 1.025534749E+00 -2.265810780E-02 1.883790269E-02 2.735379618E-03 2.043163404E-03 1.518955175E-02
 2.785857677E+00 1.031436682E+00 -2.304298431E-02 1.840504259E-02 2.853261307E-03 2.000533277E-03 1.504515950E-02
 2.779668808E+00 1.036946416E+00 -2.341515943E-02 1.799806021E-02 2.971289447E-03 1.956900349E-03 1.491151750E-02
 2.773480177E+00 1.042075276E+00 -2.377512306E-02 1.761694066E-02 3.088888945E-03 1.912261127E-03 1.478871983E-02
 2.767291307E+00 1.047009945E+00 -2.412867732E-02 1.724972017E-02 3.206312656E-03 1.867214916E-03 1.467188075E-02
 2.761102676E+00 1.051534414E+00 -2.446793020E-02 1.691292413E-02 3.323110985E-03 1.821578946E-03 1.456827670E-02
 2.754913807E+00 1.055863619E+00 -2.480082028E-02 1.659102738E-02 3.439202439E-03 1.775569166E-03 1.447117236E-02
 2.748725176E+00 1.059968472E+00 -2.512620948E-02 1.628709771E-02 3.554760478E-03 1.729207346E-03 1.438207924E-02
 2.742536306E+00 1.063778520E+00 -2.544201910E-02 1.600719243E-02 3.669211641E-03 1.682325965E-03 1.430375315E-02
 2.736347675E+00 1.067495584E+00 -2.575480379E-02 1.573491283E-02 3.783330554E-03 1.635284512E-03 1.422885433E-02
 2.730158806E+00 1.070861220E+00 -2.605501562E-02 1.549280714E-02 3.895583097E-03 1.587854582E-03 1.416741684E-02
 2.723970175E+00 1.074167013E+00 -2.635346539E-02 1.525593083E-02 4.007519688E-03 1.540251076E-03 1.410834678E-02
 2.717781305E+00 1.077206016E+00 -2.664457820E-02 1.504187658E-02 4.117866047E-03 1.491799369E-03 1.405949052E-02
 2.711592674E+00 1.080154181E+00 -2.693220787E-02 1.483614743E-02 4.227628931E-03 1.443188055E-03 1.401436515E-02
 2.705403805E+00 1.082901001E+00 -2.721295692E-02 1.464803144E-02 4.335702397E-03 1.394129009E-03 1.397687756E-02
 2.699215174E+00 1.085544348E+00 -2.749060653E-02 1.446847897E-02 4.442957230E-03 1.344690216E-03 1.394294389E-02
 2.693026304E+00 1.088023186E+00 -2.776443027E-02 1.430160832E-02 4.548392724E-03 1.294518239E-03 1.391387917E-02
 2.686837435E+00 1.090394378E+00 -2.803418413E-02 1.414585114E-02 4.653491545E-03 1.243772218E-03 1.389060542E-02
 2.680648804E+00 1.092642307E+00 -2.830102108E-02 1.400195435E-02 4.757846240E-03 1.192179043E-03 1.387334522E-02
 2.674459934E+00 1.094781399E+00 -2.856406197E-02 1.386740059E-02 4.861352500E-03 1.139906002E-03 1.386025362E-02
 2.668271303E+00 1.096803665E+00 -2.882499993E-02 1.374208089E-02 4.963640124E-03 1.086792327E-03 1.385104936E-02
 2.662082434E+00 1.098760962E+00 -2.908347547E-02 1.362242643E-02 5.065380596E-03 1.033226843E-03 1.384433545E-02
 2.655893803E+00 1.100573778E+00 -2.933880500E-02 1.351465099E-02 5.165577866E-03 9.786515730E-04 1.384258177E-02
 2.649704933E+00 1.102386475E+00 -2.959406003E-02 1.340690628E-02 5.265781656E-03 9.240746731E-04 1.384084858E-02
 2.643516302E+00 1.104005814E+00 -2.984477580E-02 1.331520453E-02 5.364023149E-03 8.676463622E-04 1.384593546E-02
 2.637327433E+00 1.105612040E+00 -3.009719588E-02 1.322445832E-02 5.462295841E-03 8.107579779E-04 1.385155693E-02
 2.631138802E+00 1.107147813E+00 -3.034983948E-02 1.313978806E-02 5.559899379E-03 7.529781433E-04 1.385983173E-02
 2.624949932E+00 1.108560324E+00 -3.059930913E-02 1.306602731E-02 5.656112451E-03 6.940388121E-04 1.387273520E-02
 2.618761301E+00 1.109972715E+00 -3.084877878E-02 1.299226657E-02 5.752325524E-03 6.350995391E-04 1.388563775E-02
 2.612572432E+00 1.111278296E+00 -3.109792992E-02 1.292831730E-02 5.847248714E-03 5.750299315E-04 1.390274521E-02
 2.606383801E+00 1.112502098E+00 -3.134412691E-02 1.287222281E-02 5.941296928E-03 5.139392451E-04 1.392339263E-02
 2.600194931E+00 1.113727212E+00 -3.159086034E-02 1.281594485E-02 6.035340950E-03 4.528922727E-04 1.394392736E-02
 2.594006300E+00 1.114847064E+00 -3.183696419E-02 1.277008932E-02 6.127922796E-03 3.908592043E-04 1.396919694E-02
 2.587817430E+00 1.115885496E+00 -3.208020329E-02 1.273258217E-02 6.219474599E-03 3.279108787E-04 1.399840042E-02
 2.581628561E+00 1.116924524E+00 -3.232374787E-02 1.269496512E-02 6.311023142E-03 2.649897651E-04 1.402753498E-02
 2.575439930E+00 1.117904186E+00 -3.256742284E-02 1.266359352E-02 6.401676685E-03 2.013833437E-04 1.405982673E-02
 2.569251060E+00 1.118764162E+00 -3.280881047E-02 1.264506578E-02 6.490648258E-03 1.362407493E-04 1.409872808E-02
 2.563062429E+00 1.119623184E+00 -3.304951638E-02 1.262679603E-02 6.579643581E-03 7.103308599E-05 1.413781010E-02
 2.556873560E+00 1.120483756E+00 -3.329138085E-02 1.260808762E-02 6.668598391E-03 5.935844001E-06 1.417658664E-02
 2.550684929E+00 1.121187568E+00 -3.353030607E-02 1.260695234E-02 6.755012553E-03 -6.119609316E-05 1.422511972E-02
 2.544496059E+00 1.121869564E+00 -3.376926482E-02 1.260822918E-02 6.841042079E-03 -1.285932231E-04 1.427496877E-02
 2.538307428E+00 1.122552872E+00 -3.400870040E-02 1.260934304E-02 6.927057635E-03 -1.959571091E-04 1.432470325E-02
 2.532118559E+00 1.123205781E+00 -3.424718976E-02 1.261418592E-02 7.012607995E-03 -2.637102152E-04 1.437659189E-02
 2.525929928E+00 1.123712063E+00 -3.448289260E-02 1.263706572E-02 7.095766254E-03 -3.332789056E-04 1.443881541E-02
 2.519741058E+00 1.124220610E+00 -3.472056985E-02 1.265934855E-02 7.178840227E-03 -4.027273972E-04 1.450061053E-02
 2.513552427E+00 1.124729037E+00 -3.495808691E-02 1.268167794E-02 7.261920720E-03 -4.721853766E-04 1.456243917E-02
 2.507363558E+00 1.125198126E+00 -3.519368917E-02 1.270937826E-02 7.344503421E-03 -5.422119866E-04 1.462734304E-02
 2.501174927E+00 1.125538468E+00 -3.542795405E-02 1.275390759E-02 7.425174583E-03 -6.138847675E-04 1.470167283E-02
 2.494986057E+00 1.125880361E+00 -3.566342220E-02 1.279810909E-02 7.505816408E-03 -6.855062675E-04 1.477578469E-02
 2.488797426E+00 1.126222253E+00 -3.589889035E-02 1.284230966E-02 7.586458232E-03 -7.571277674E-04 1.484989654E-02
 2.482608557E+00 1.126554132E+00 -3.613371402E-02 1.288781315E-02 7.667043246E-03 -8.289073594E-04 1.492474228E-02
 2.476419926E+00 1.126743913E+00 -3.636672720E-02 1.295113657E-02 7.746513002E-03 -9.027367341E-04 1.500938367E-02
 2.470231056E+00 1.126935840E+00 -3.659721464E-02 1.301449817E-02 7.826070301E-03 -9.763577254E-04 1.509407721E-02
 2.464042187E+00 1.127128124E+00 -3.682739288E-02 1.307787187E-02 7.905638777E-03 -1.049956889E-03 1.517878193E-02
 2.457853556E+00 1.127320290E+00 -3.705791757E-02 1.314119343E-02 7.985188626E-03 -1.123535563E-03 1.526344009E-02
 2.451664686E+00 1.127414465E+00 -3.728862852E-02 1.321474835E-02 8.064660244E-03 -1.198435086E-03 1.535350457E-02
 2.445476055E+00 1.127462029E+00 -3.751718625E-02 1.329340041E-02 8.144243620E-03 -1.274104347E-03 1.544642076E-02
 2.439287186E+00 1.127509713E+00 -3.774565458E-02 1.337205898E-02 8.223833516E-03 -1.349779312E-03 1.553934626E-02
 2.433098555E+00 1.127557397E+00 -3.797483072E-02 1.345066354E-02 8.303371258E-03 -1.425407594E-03 1.563218795E-02
 2.426909685E+00 1.127592444E+00 -3.820526600E-02 1.353032980E-02 8.382844739E-03 -1.501083141E-03 1.572550088E-02
 2.420721054E+00 1.127506375E+00 -3.843365982E-02 1.362145599E-02 8.462718688E-03 -1.578157884E-03 1.582514495E-02
 2.414532185E+00 1.127420187E+00 -3.866180405E-02 1.371259615E-02 8.542615920E-03 -1.655253000E-03 1.592481509E-02
 2.408343554E+00 1.127333760E+00 -3.888962790E-02 1.380375307E-02 8.622542024E-03 -1.732374076E-03 1.602452248E-02
 2.402154684E+00 1.127248049E+00 -3.911875933E-02 1.389483921E-02 8.702349849E-03 -1.809388981E-03 1.612408273E-02
 2.395966053E+00 1.127123833E+00 -3.934699669E-02 1.398900524E-02 8.782278746E-03 -1.886612969E-03 1.622570306E-02
 2.389777184E+00 1.126919627E+00 -3.957338259E-02 1.408957131E-02 8.862457238E-03 -1.964271069E-03 1.633160934E-02
 2.383588552E+00 1.126715422E+00 -3.980065137E-02 1.419006474E-02 8.942571469E-03 -2.041844185E-03 1.643741503E-02
 2.377399683E+00 1.126511097E+00 -4.002924263E-02 1.429045014E-02 9.022589773E-03 -2.119290177E-03 1.654307358E-02
 2.371211052E+00 1.126306891E+00 -4.025642946E-02 1.439095102E-02 9.102710523E-03 -2.196871443E-03 1.664888859E-02
 2.365022182E+00 1.126062989E+00 -4.048243165E-02 1.449311618E-02 9.182985872E-03 -2.274428029E-03 1.675651595E-02
 2.358833313E+00 1.125758529E+00 -4.070733115E-02 1.459770743E-02 9.263443761E-03 -2.351870760E-03 1.686680503E-02
 2.352644682E+00 1.125455022E+00 -4.093373567E-02 1.470201276E-02 9.343779646E-03 -2.429151908E-03 1.697684266E-02
 2.346455812E+00 1.125151396E+00 -4.116013646E-02 1.480631717E-02 9.424115531E-03 -2.506433055E-03 1.708687842E-02
 2.340267181E+00 1.124847770E+00 -4.138653725E-02 1.491062250E-02 9.504452348E-03 -2.583714202E-03 1.719691604E-02
 2.334078312E+00 1.124516368E+00 -4.161172733E-02 1.501516066E-02 9.584903717E-03 -2.660939703E-03 1.730816998E-02
 2.327889681E+00 1.124127865E+00 -4.183733091E-02 1.511967275E-02 9.665452875E-03 -2.738048788E-03 1.742153242E-02
 2.321700811E+00 1.123739362E+00 -4.206354544E-02 1.522407681E-02 9.746009484E-03 -2.815255662E-03 1.753483340E-02
 2.315512180E+00 1.123350859E+00 -4.228975996E-02 1.532848086E-02 9.826566093E-03 -2.892462304E-03 1.764813624E-02
 2.309323311E+00 1.122962356E+00 -4.251597822E-02 1.543288492E-02 9.907122701E-03 -2.969668945E-03 1.776143722E-02
 2.303134680E+00 1.122565150E+00 -4.274418205E-02 1.553699095E-02 9.987443686E-03 -3.046557307E-03 1.787499711E-02
 2.296945810E+00 1.122107387E+00 -4.297052696E-02 1.564229839E-02 1.006738935E-02 -3.122582566E-03 1.799224131E-02
 2.290757179E+00 1.121649265E+00 -4.319568351E-02 1.574773155E-02 1.014744025E-02 -3.198660212E-03 1.810967922E-02
 2.284568310E+00 1.121190906E+00 -4.342047125E-02 1.585320570E-02 1.022752374E-02 -3.274754388E-03 1.822717674E-02
 2.278379679E+00 1.120733380E+00 -4.364725202E-02 1.595846564E-02 1.030742936E-02 -3.350760089E-03 1.834434830E-02
 2.272190809E+00 1.120276093E+00 -4.387459159E-02 1.606366597E-02 1.038728654E-02 -3.426741110E-03 1.846143045E-02
 2.266002178E+00 1.119756103E+00 -4.409968853E-02 1.617379859E-02 1.046663802E-02 -3.500837600E-03 1.858419552E-02
 2.259813309E+00 1.119229794E+00 -4.432455823E-02 1.628442667E-02 1.054593921E-02 -3.574745264E-03 1.870753057E-02
 2.253624439E+00 1.118704677E+00 -4.455088452E-02 1.639502868E-02 1.062510908E-02 -3.648580750E-03 1.883063093E-02
 2.247435808E+00 1.118179560E+00 -4.477714375E-02 1.650563069E-02 1.070428547E-02 -3.722419497E-03 1.895374060E-02
 2.241246939E+00 1.117654204E+00 -4.500306025E-02 1.661624014E-02 1.078349166E-02 -3.796275239E-03 1.907690614E-02
 2.235058308E+00 1.117079616E+00 -4.522754624E-02 1.673360355E-02 1.086195931E-02 -3.869008971E-03 1.920492016E-02
 2.228869438E+00 1.116475701E+00 -4.545205459E-02 1.685504615E-02 1.093989145E-02 -3.941020463E-03 1.933572628E-02
 2.222680807E+00 1.115872502E+00 -4.567835853E-02 1.697645709E-02 1.101764664E-02 -4.012946505E-03 1.946622878E-02
 2.216491938E+00 1.115269423E+00 -4.590466246E-02 1.709786989E-02 1.109540090E-02 -4.084872548E-03 1.959673129E-02
 2.210303307E+00 1.114666343E+00 -4.613096640E-02 1.721928082E-02 1.117315609E-02 -4.156798124E-03 1.972723380E-02
 2.204114437E+00 1.114037514E+00 -4.635543749E-02 1.734392904E-02 1.125110686E-02 -4.228021018E-03 1.986018009E-02
 2.197925806E+00 1.113357306E+00 -4.657874256E-02 1.747486182E-02 1.132909674E-02 -4.297534470E-03 1.999742351E-02
 2.191736937E+00 1.112674832E+00 -4.679995030E-02 1.760598272E-02 1.140692737E-02 -4.366824403E-03 2.013470046E-02
 2.185548306E+00 1.111992359E+00 -4.702115804E-02 1.773710549E-02 1.148475893E-02 -4.436114337E-03 2.027197741E-02
 2.179359436E+00 1.111309886E+00 -4.724236578E-02 1.786822826E-02 1.156258956E-02 -4.505404271E-03 2.040925622E-02
 2.173170805E+00 1.110623598E+00 -4.746573046E-02 1.799909584E-02 1.164019294E-02 -4.574321210E-03 2.054620907E-02
 2.166981936E+00 1.109870791E+00 -4.768551141E-02 1.813201420E-02 1.171754859E-02 -4.641254898E-03 2.068543807E-02
 2.160793304E+00 1.109117985E+00 -4.790416732E-02 1.826513000E-02 1.179501694E-02 -4.708227701E-03 2.082489617E-02
 2.154604435E+00 1.108365059E+00 -4.812220484E-02 1.839835569E-02 1.187254954E-02 -4.775221925E-03 2.096448280E-02
 2.148415804E+00 1.107612252E+00 -4.834253341E-02 1.853117719E-02 1.194984931E-02 -4.842136521E-03 2.110360004E-02
 2.142226934E+00 1.106859446E+00 -4.856351390E-02 1.866388321E-02 1.202708203E-02 -4.909027833E-03 2.124258503E-02
 2.136038065E+00 1.106055737E+00 -4.878162593E-02 1.879504323E-02 1.210390218E-02 -4.973473493E-03 2.138155699E-02
 2.129849434E+00 1.105244637E+00 -4.899931327E-02 1.892597601E-02 1.218066178E-02 -5.037561990E-03 2.152052522E-02
 2.123660564E+00 1.104434609E+00 -4.921899363E-02 1.905685104E-02 1.225717738E-02 -5.101564806E-03 2.165918238E-02
 2.117471933E+00 1.103624344E+00 -4.943836108E-02 1.918773539E-02 1.233373024E-02 -5.165581126E-03 2.179788798E-02
 2.111283064E+00 1.102813840E+00 -4.965724051E-02 1.931863464E-02 1.241034362E-02 -5.229618866E-03 2.193667181E-02
 2.105094433E+00 1.101964831E+00 -4.987430200E-02 1.944887266E-02 1.248615235E-02 -5.291785114E-03 2.207541279E-02
 2.098905563E+00 1.101104736E+00 -5.009294301E-02 1.957901940E-02 1.256146282E-02 -5.353384651E-03 2.221392468E-02
 2.092716932E+00 1.100244522E+00 -5.031272396E-02 1.970922574E-02 1.263663359E-02 -5.414976273E-03 2.235232294E-02
 2.086528063E+00 1.099384427E+00 -5.053250864E-02 1.983943209E-02 1.271180343E-02 -5.476568360E-03 2.249071933E-02
 2.080339432E+00 1.098524213E+00 -5.075228959E-02 1.996963844E-02 1.278697420E-02 -5.538159981E-03 2.262911573E-02
 2.074150562E+00 1.097636342E+00 -5.097009987E-02 2.010013722E-02 1.286186837E-02 -5.596664734E-03 2.276854590E-02
 2.067961931E+00 1.096743107E+00 -5.118885264E-02 2.023061924E-02 1.293670014E-02 -5.654607899E-03 2.290810458E-02
 2.061773062E+00 1.095849872E+00 -5.140760913E-02 2.036110312E-02 1.301153097E-02 -5.712551065E-03 2.304766513E-02
 2.055584431E+00 1.094956517E+00 -5.162636191E-02 2.049158514E-02 1.308636274E-02 -5.770494696E-03 2.318722382E-02
 2.049395561E+00 1.094064593E+00 -5.184751749E-02 2.062223852E-02 1.316083875E-02 -5.828258581E-03 2.332661673E-02
 2.043206930E+00 1.093147993E+00 -5.207008496E-02 2.075387537E-02 1.323407516E-02 -5.884753074E-03 2.346644923E-02
 2.037018061E+00 1.092230678E+00 -5.229123682E-02 2.088542469E-02 1.330739446E-02 -5.941193085E-03 2.360633202E-02
 2.030829191E+00 1.091313481E+00 -5.251183361E-02 2.101693489E-02 1.338075381E-02 -5.997620523E-03 2.374623343E-02
 2.024640560E+00 1.090396404E+00 -5.273576826E-02 2.114868909E-02 1.345387008E-02 -6.054122467E-03 2.388603240E-02
 2.018451691E+00 1.089475751E+00 -5.295862630E-02 2.128228545E-02 1.352804899E-02 -6.108859554E-03 2.402793430E-02
 2.012263060E+00 1.088548064E+00 -5.317941308E-02 2.141942829E-02 1.360426936E-02 -6.160203367E-03 2.417388186E-02
 2.006074190E+00 1.087620497E+00 -5.340107530E-02 2.155661210E-02 1.368039567E-02 -6.211459171E-03 2.431981079E-02
 1.999885559E+00 1.086693048E+00 -5.362431705E-02 2.169386856E-02 1.375635061E-02 -6.262555718E-03 2.446570806E-02
 1.993696809E+00 1.085765481E+00 -5.384643003E-02 2.183107287E-02 1.383242756E-02 -6.313765422E-03 2.461162955E-02
 1.987508059E+00 1.084826112E+00 -5.406721309E-02 2.196177840E-02 1.390828658E-02 -6.364414468E-03 2.475293539E-02
 1.981319308E+00 1.083877444E+00 -5.428851023E-02 2.208726481E-02 1.398392115E-02 -6.414736155E-03 2.489059232E-02
 1.975130439E+00 1.082928896E+00 -5.451188236E-02 2.221257240E-02 1.405948400E-02 -6.465206854E-03 2.502819896E-02
 1.968941689E+00 1.081980228E+00 -5.473525077E-02 2.233788185E-02 1.413504686E-02 -6.515677553E-03 2.516580746E-02
 1.962752938E+00 1.081031680E+00 -5.495861918E-02 2.246318944E-02 1.421060972E-02 -6.566148251E-03 2.530341409E-02
 1.956564188E+00 1.080066323E+00 -5.518120527E-02 2.258174866E-02 1.428455394E-02 -6.613548845E-03 2.543681674E-02
 1.950375438E+00 1.079085350E+00 -5.540278554E-02 2.269432321E-02 1.435701456E-02 -6.658175029E-03 2.556649037E-02
 1.944186687E+00 1.078104377E+00 -5.562436208E-02 2.280689776E-02 1.442947611E-02 -6.702801213E-03 2.569616586E-02
 1.937997937E+00 1.077123404E+00 -5.584594235E-02 2.291947231E-02 1.450193673E-02 -6.747427396E-03 2.582583949E-02
 1.931809187E+00 1.076141715E+00 -5.606964231E-02 2.303211205E-02 1.457414217E-02 -6.792015862E-03 2.595551126E-02
 1.925620437E+00 1.075138927E+00 -5.629390106E-02 2.314542234E-02 1.464809291E-02 -6.837324705E-03 2.608658932E-02
 1.919431686E+00 1.074112535E+00 -5.651693791E-02 2.325944416E-02 1.472426392E-02 -6.883489434E-03 2.621927857E-02
 1.913242936E+00 1.073086262E+00 -5.673899874E-02 2.337342687E-02 1.480046380E-02 -6.929583848E-03 2.635196410E-02
 1.907054186E+00 1.072059870E+00 -5.696231127E-02 2.348745987E-02 1.487662643E-02 -6.975769065E-03 2.648465335E-02
 1.900865436E+00 1.071033478E+00 -5.718708783E-02 2.360155061E-02 1.495274529E-02 -7.022060454E-03 2.661734633E-02
 1.894676685E+00 1.069995999E+00 -5.741213635E-02 2.371814474E-02 1.502889115E-02 -7.067218423E-03 2.675141208E-02
 1.888487935E+00 1.068940043E+00 -5.763764307E-02 2.383891493E-02 1.510508079E-02 -7.110485341E-03 2.688777260E-02
 1.882299185E+00 1.067883253E+00 -5.786573887E-02 2.395973541E-02 1.518110093E-02 -7.153765298E-03 2.702406049E-02
 1.876110435E+00 1.066826224E+00 -5.809507892E-02 2.408058196E-02 1.525704097E-02 -7.197051775E-03 2.716031112E-02
 1.869921684E+00 1.065769196E+00 -5.832397193E-02 2.420141920E-02 1.533300988E-02 -7.240335923E-03 2.729657665E-02
 1.863732815E+00 1.064709187E+00 -5.855052546E-02 2.432330884E-02 1.541050524E-02 -7.283453830E-03 2.743414603E-02
 1.857544065E+00 1.063638687E+00 -5.877780914E-02 2.444877662E-02 1.549225394E-02 -7.326278370E-03 2.757567540E-02
 1.851355314E+00 1.062568069E+00 -5.900616199E-02 2.457437292E-02 1.557401568E-02 -7.369172294E-03 2.771728300E-02
 1.845166564E+00 1.061499357E+00 -5.923559889E-02 2.469991148E-02 1.565589383E-02 -7.412325591E-03 2.785883658E-02
 1.838977814E+00 1.060430527E+00 -5.946503580E-02 2.482544817E-02 1.573777199E-02 -7.455478888E-03 2.800039016E-02
