Points:0	Points:1	abs_DELTA_R3	DELTA_R3
4.18182	3.036	7.01749e-09	7.01749e-09
4.09091	3.036	6.80801e-09	6.80801e-09
4.0	3.036	6.5811e-09	6.5811e-09
3.90909	3.036	6.36798e-09	6.36798e-09
3.81818	3.036	6.18923e-09	6.18923e-09
3.72727	3.036	6.01788e-09	6.01788e-09
3.63636	3.036	5.84828e-09	5.84828e-09
3.54545	3.036	5.67235e-09	5.67235e-09
3.45455	3.036	5.49495e-09	5.49495e-09
3.36364	3.036	5.34365e-09	5.34365e-09
3.27273	3.036	5.19673e-09	5.19673e-09
3.18182	3.036	5.05157e-09	5.05157e-09
3.09091	3.036	4.92582e-09	4.92582e-09
3.0	3.036	4.80235e-09	4.80235e-09
2.90909	3.036	4.71009e-09	4.71009e-09
2.81818	3.036	4.65372e-09	4.65372e-09
2.72727	3.036	4.58801e-09	4.58801e-09
2.63636	3.036	4.52643e-09	4.52643e-09
2.54545	3.036	4.47857e-09	4.47857e-09
2.45455	3.036	4.43403e-09	4.43403e-09
2.36364	3.036	4.40295e-09	4.40295e-09
2.27273	3.036	4.39832e-09	4.39832e-09
2.18182	3.036	4.41316e-09	4.41316e-09
2.09091	3.036	4.41971e-09	4.41971e-09
2.0	3.036	4.42634e-09	4.42634e-09
1.90909	3.036	4.44269e-09	4.44269e-09
1.81818	3.036	4.46053e-09	4.46053e-09
1.72727	3.036	4.48688e-09	4.48688e-09
1.63636	3.036	4.50386e-09	4.50386e-09
1.54545	3.036	4.52344e-09	4.52344e-09
1.45455	3.036	4.55522e-09	4.55522e-09
1.36364	3.036	4.58313e-09	4.58313e-09
1.27273	3.036	4.6287e-09	4.6287e-09
1.18182	3.036	4.7062e-09	4.7062e-09
1.09091	3.036	4.80063e-09	4.80063e-09
1.0	3.036	4.89268e-09	4.89268e-09
0.909091	3.036	4.98778e-09	4.98778e-09
0.818182	3.036	5.0888e-09	5.0888e-09
0.727273	3.036	5.1956e-09	5.1956e-09
0.636364	3.036	5.3143e-09	5.3143e-09
0.545455	3.036	5.43711e-09	5.43711e-09
0.454545	3.036	5.5696e-09	5.5696e-09
0.363636	3.036	5.70646e-09	5.70646e-09
0.272727	3.036	5.84023e-09	5.84023e-09
0.181818	3.036	5.98493e-09	5.98493e-09
0.0909091	3.036	6.13512e-09	6.13512e-09
0.0	3.036	6.20857e-09	6.20857e-09
9.0	3.032	1.1922948e-08	1.1922948e-08
8.90909	3.032	1.2072491e-08	1.2072491e-08
8.81818	3.032	1.2366106e-08	1.2366106e-08
8.72727	3.032	1.2639178999999999e-08	1.2639178999999999e-08
8.63636	3.032	1.2896359e-08	1.2896359e-08
8.54545	3.032	1.3170401e-08	1.3170401e-08
8.45455	3.032	1.345752e-08	1.345752e-08
8.36364	3.032	1.3721133e-08	1.3721133e-08
8.27273	3.032	1.3981357000000001e-08	1.3981357000000001e-08
8.18182	3.032	1.4251163000000002e-08	1.4251163000000002e-08
8.09091	3.032	1.4494194999999998e-08	1.4494194999999998e-08
8.0	3.032	1.470001e-08	1.470001e-08
7.90909	3.032	1.4893308e-08	1.4893308e-08
7.81818	3.032	1.5086347e-08	1.5086347e-08
7.72727	3.032	1.5256823e-08	1.5256823e-08
7.63636	3.032	1.5403737e-08	1.5403737e-08
7.54545	3.032	1.5586707e-08	1.5586707e-08
7.45455	3.032	1.5772149e-08	1.5772149e-08
7.36364	3.032	1.6007795e-08	1.6007795e-08
7.27273	3.032	1.6310662e-08	1.6310662e-08
7.18182	3.032	1.6602729e-08	1.6602729e-08
7.09091	3.032	1.6866411e-08	1.6866411e-08
7.0	3.032	1.7033833e-08	1.7033833e-08
6.90909	3.032	1.7226351999999998e-08	1.7226351999999998e-08
6.81818	3.032	1.7536791000000003e-08	1.7536791000000003e-08
6.72727	3.032	1.7872760999999997e-08	1.7872760999999997e-08
6.63636	3.032	1.8111445e-08	1.8111445e-08
6.54545	3.032	1.8307948e-08	1.8307948e-08
6.45455	3.032	1.8516693e-08	1.8516693e-08
6.36364	3.032	1.8703567e-08	1.8703567e-08
6.27273	3.032	1.8819642e-08	1.8819642e-08
6.18182	3.032	1.897842e-08	1.897842e-08
6.09091	3.032	1.9172713e-08	1.9172713e-08
6.0	3.032	1.930624e-08	1.930624e-08
5.90909	3.032	1.952482e-08	1.952482e-08
5.81818	3.032	1.9710263e-08	1.9710263e-08
5.72727	3.032	1.9733317999999998e-08	1.9733317999999998e-08
5.63636	3.032	1.9676303999999998e-08	1.9676303999999998e-08
5.54545	3.032	1.9649971e-08	1.9649971e-08
5.45455	3.032	1.958565e-08	1.958565e-08
5.36364	3.032	1.944992e-08	1.944992e-08
5.27273	3.032	1.9418852000000002e-08	1.9418852000000002e-08
5.18182	3.032	1.9459388e-08	1.9459388e-08
5.09091	3.032	1.9390147999999998e-08	1.9390147999999998e-08
5.0	3.032	1.9202969e-08	1.9202969e-08
4.90909	3.032	1.8974527e-08	1.8974527e-08
4.81818	3.032	1.8695133e-08	1.8695133e-08
4.72727	3.032	1.8321669e-08	1.8321669e-08
4.63636	3.032	1.7933386000000003e-08	1.7933386000000003e-08
4.54545	3.032	1.7593608e-08	1.7593608e-08
4.45455	3.032	1.7197857e-08	1.7197857e-08
4.36364	3.032	1.6639039e-08	1.6639039e-08
4.27273	3.032	1.6036258e-08	1.6036258e-08
4.18182	3.032	1.552395e-08	1.552395e-08
4.09091	3.032	1.5043054e-08	1.5043054e-08
4.0	3.032	1.4524596000000001e-08	1.4524596000000001e-08
3.90909	3.032	1.4032504e-08	1.4032504e-08
3.81818	3.032	1.3618009e-08	1.3618009e-08
3.72727	3.032	1.322084e-08	1.322084e-08
3.63636	3.032	1.2825802e-08	1.2825802e-08
3.54545	3.032	1.2357379000000001e-08	1.2357379000000001e-08
3.45455	3.032	1.1892917e-08	1.1892917e-08
3.36364	3.032	1.1543898000000001e-08	1.1543898000000001e-08
3.27273	3.032	1.1202731e-08	1.1202731e-08
3.18182	3.032	1.0864928e-08	1.0864928e-08
3.09091	3.032	1.0520284e-08	1.0520284e-08
3.0	3.032	1.0185788000000001e-08	1.0185788000000001e-08
2.90909	3.032	9.968195e-09	9.968195e-09
2.81818	3.032	9.780081e-09	9.780081e-09
2.72727	3.032	9.575461e-09	9.575461e-09
2.63636	3.032	9.382719999999999e-09	9.382719999999999e-09
2.54545	3.032	9.220392999999999e-09	9.220392999999999e-09
2.45455	3.032	9.066545e-09	9.066545e-09
2.36364	3.032	8.94309e-09	8.94309e-09
2.27273	3.032	8.876867e-09	8.876867e-09
2.18182	3.032	8.805399e-09	8.805399e-09
2.09091	3.032	8.764546999999999e-09	8.764546999999999e-09
2.0	3.032	8.724138e-09	8.724138e-09
1.90909	3.032	8.657273999999999e-09	8.657273999999999e-09
1.81818	3.032	8.593193000000002e-09	8.593193000000002e-09
1.72727	3.032	8.593959000000001e-09	8.593959000000001e-09
1.63636	3.032	8.575269e-09	8.575269e-09
1.54545	3.032	8.513676999999999e-09	8.513676999999999e-09
1.45455	3.032	8.492328000000001e-09	8.492328000000001e-09
1.36364	3.032	8.505688e-09	8.505688e-09
1.27273	3.032	8.582656e-09	8.582656e-09
1.18182	3.032	8.725242e-09	8.725242e-09
1.09091	3.032	8.90262e-09	8.90262e-09
1.0	3.032	9.075150999999999e-09	9.075150999999999e-09
0.909091	3.032	9.253978000000001e-09	9.253978000000001e-09
0.818182	3.032	9.445159e-09	9.445159e-09
0.727273	3.032	9.648163e-09	9.648163e-09
0.636364	3.032	9.875726e-09	9.875726e-09
0.545455	3.032	1.0111942e-08	1.0111942e-08
0.454545	3.032	1.0368574e-08	1.0368574e-08
0.363636	3.032	1.0634694e-08	1.0634694e-08
0.272727	3.032	1.0903119e-08	1.0903119e-08
0.181818	3.032	1.1195747e-08	1.1195747e-08
0.0909091	3.032	1.150029e-08	1.150029e-08
0.0	3.032	1.1652906e-08	1.1652906e-08
9.0	3.02782	5.3447300000000005e-08	5.3447300000000005e-08
8.90909	3.02782	5.4310300000000004e-08	5.4310300000000004e-08
8.81818	3.02782	5.6000799999999995e-08	5.6000799999999995e-08
8.72728	3.02781	5.758380000000001e-08	5.758380000000001e-08
8.63637	3.02779	5.91256e-08	5.91256e-08
8.54546	3.02777	6.080569999999999e-08	6.080569999999999e-08
8.45455	3.02776	6.25664e-08	6.25664e-08
8.36363	3.02774	6.427160000000001e-08	6.427160000000001e-08
8.27271	3.02772	6.60247e-08	6.60247e-08
8.1818	3.02769	6.78212e-08	6.78212e-08
8.09088	3.02767	6.95254e-08	6.95254e-08
7.99997	3.02765	7.1109e-08	7.1109e-08
7.90905	3.02763	7.258130000000001e-08	7.258130000000001e-08
7.81814	3.02761	7.408240000000001e-08	7.408240000000001e-08
7.72723	3.0276	7.561020000000001e-08	7.561020000000001e-08
7.63631	3.02758	7.69409e-08	7.69409e-08
7.5454	3.02756	7.82288e-08	7.82288e-08
7.45449	3.02754	7.95465e-08	7.95465e-08
7.36358	3.02752	8.101259999999999e-08	8.101259999999999e-08
7.27268	3.02751	8.25165e-08	8.25165e-08
7.18177	3.02749	8.38449e-08	8.38449e-08
7.09086	3.02747	8.50845e-08	8.50845e-08
6.99996	3.02746	8.61894e-08	8.61894e-08
6.90905	3.02744	8.73806e-08	8.73806e-08
6.81815	3.02743	8.87554e-08	8.87554e-08
6.72724	3.02742	9.020739999999999e-08	9.020739999999999e-08
6.63633	3.0274	9.15123e-08	9.15123e-08
6.54543	3.02739	9.261500000000001e-08	9.261500000000001e-08
6.45452	3.02738	9.36934e-08	9.36934e-08
6.36361	3.02737	9.470609999999999e-08	9.470609999999999e-08
6.27271	3.02736	9.5447e-08	9.5447e-08
6.1818	3.02735	9.618489999999999e-08	9.618489999999999e-08
6.09089	3.02735	9.70385e-08	9.70385e-08
5.99998	3.02734	9.77489e-08	9.77489e-08
5.90908	3.02733	9.84741e-08	9.84741e-08
5.81817	3.02733	9.911609999999999e-08	9.911609999999999e-08
5.72726	3.02732	9.929850000000001e-08	9.929850000000001e-08
5.63635	3.02732	9.914870000000001e-08	9.914870000000001e-08
5.54544	3.02731	9.88532e-08	9.88532e-08
5.45454	3.02731	9.830449999999999e-08	9.830449999999999e-08
5.36363	3.0273	9.7602e-08	9.7602e-08
5.27272	3.0273	9.725e-08	9.725e-08
5.18181	3.0273	9.72154e-08	9.72154e-08
5.0909	3.0273	9.6811e-08	9.6811e-08
5.0	3.02729	9.57348e-08	9.57348e-08
4.90909	3.02729	9.44284e-08	9.44284e-08
4.81818	3.02729	9.29606e-08	9.29606e-08
4.72727	3.02729	9.093289999999999e-08	9.093289999999999e-08
4.63636	3.02729	8.87944e-08	8.87944e-08
4.54545	3.02729	8.68618e-08	8.68618e-08
4.45455	3.02729	8.47267e-08	8.47267e-08
4.36364	3.02729	8.186779999999999e-08	8.186779999999999e-08
4.27273	3.02729	7.863780000000001e-08	7.863780000000001e-08
4.18182	3.02729	7.575600000000001e-08	7.575600000000001e-08
4.09091	3.02729	7.30107e-08	7.30107e-08
4.0	3.02729	7.01497e-08	7.01497e-08
3.9091	3.0273	6.74072e-08	6.74072e-08
3.81819	3.0273	6.496649999999999e-08	6.496649999999999e-08
3.72728	3.0273	6.26322e-08	6.26322e-08
3.63637	3.02731	6.033809999999999e-08	6.033809999999999e-08
3.54546	3.02731	5.7903100000000004e-08	5.7903100000000004e-08
3.45456	3.02731	5.55164e-08	5.55164e-08
3.36365	3.02732	5.34418e-08	5.34418e-08
3.27274	3.02732	5.13551e-08	5.13551e-08
3.18183	3.02733	4.9349599999999993e-08	4.9349599999999993e-08
3.09092	3.02733	4.75368e-08	4.75368e-08
3.00002	3.02734	4.58166e-08	4.58166e-08
2.90911	3.02734	4.43718e-08	4.43718e-08
2.8182	3.02735	4.32655e-08	4.32655e-08
2.72729	3.02736	4.2189999999999996e-08	4.2189999999999996e-08
2.63639	3.02737	4.1125700000000004e-08	4.1125700000000004e-08
2.54548	3.02738	4.0217300000000005e-08	4.0217300000000005e-08
2.45457	3.02739	3.94231e-08	3.94231e-08
2.36367	3.0274	3.881650000000001e-08	3.881650000000001e-08
2.27276	3.02741	3.83938e-08	3.83938e-08
2.18185	3.02743	3.8109e-08	3.8109e-08
2.09095	3.02744	3.78945e-08	3.78945e-08
2.00004	3.02745	3.76777e-08	3.76777e-08
1.90914	3.02747	3.75896e-08	3.75896e-08
1.81823	3.02748	3.74912e-08	3.74912e-08
1.72733	3.0275	3.74405e-08	3.74405e-08
1.63642	3.02752	3.74431e-08	3.74431e-08
1.54551	3.02754	3.74232e-08	3.74232e-08
1.4546	3.02755	3.7506799999999995e-08	3.7506799999999995e-08
1.36369	3.02757	3.76474e-08	3.76474e-08
1.27278	3.02759	3.79614e-08	3.79614e-08
1.18186	3.02761	3.8525400000000004e-08	3.8525400000000004e-08
1.09095	3.02763	3.9224100000000006e-08	3.9224100000000006e-08
1.00003	3.02765	3.996899999999999e-08	3.996899999999999e-08
0.909117	3.02767	4.0795e-08	4.0795e-08
0.818202	3.02769	4.16678e-08	4.16678e-08
0.727287	3.02771	4.256779999999999e-08	4.256779999999999e-08
0.63637	3.02773	4.36106e-08	4.36106e-08
0.545454	3.02775	4.46778e-08	4.46778e-08
0.454539	3.02777	4.58336e-08	4.58336e-08
0.363628	3.02779	4.71038e-08	4.71038e-08
0.272721	3.0278	4.83497e-08	4.83497e-08
0.181815	3.02781	4.97283e-08	4.97283e-08
0.0909091	3.02782	5.129300000000001e-08	5.129300000000001e-08
0.0	3.02782	5.2108399999999994e-08	5.2108399999999994e-08
9.0	3.02345	8.019200000000001e-08	8.019200000000001e-08
8.90909	3.02346	8.297899999999999e-08	8.297899999999999e-08
8.81819	3.02345	8.796e-08	8.796e-08
8.72729	3.02342	9.2418e-08	9.2418e-08
8.63639	3.02338	9.684099999999999e-08	9.684099999999999e-08
8.54548	3.02333	1.0136e-07	1.0136e-07
8.45455	3.02328	1.0627599999999999e-07	1.0627599999999999e-07
8.36362	3.02322	1.1122599999999999e-07	1.1122599999999999e-07
8.27269	3.02316	1.1616199999999998e-07	1.1616199999999998e-07
8.18176	3.02311	1.21201e-07	1.21201e-07
8.09084	3.02305	1.2618800000000002e-07	1.2618800000000002e-07
7.99991	3.02299	1.3095899999999998e-07	1.3095899999999998e-07
7.90899	3.02294	1.3554099999999998e-07	1.3554099999999998e-07
7.81806	3.02288	1.40209e-07	1.40209e-07
7.72714	3.02282	1.44914e-07	1.44914e-07
7.63622	3.02277	1.49326e-07	1.49326e-07
7.5453	3.02272	1.53331e-07	1.53331e-07
7.45439	3.02267	1.57303e-07	1.57303e-07
7.36348	3.02262	1.61621e-07	1.61621e-07
7.27257	3.02257	1.65847e-07	1.65847e-07
7.18167	3.02252	1.69687e-07	1.69687e-07
7.09077	3.02248	1.73233e-07	1.73233e-07
6.99987	3.02243	1.76623e-07	1.76623e-07
6.90897	3.02239	1.80217e-07	1.80217e-07
6.81807	3.02235	1.8412499999999996e-07	1.8412499999999996e-07
6.72717	3.02232	1.88009e-07	1.88009e-07
6.63627	3.02228	1.9162300000000002e-07	1.9162300000000002e-07
6.54537	3.02225	1.94857e-07	1.94857e-07
6.45447	3.02222	1.9799600000000002e-07	1.9799600000000002e-07
6.36356	3.02219	2.0098999999999998e-07	2.0098999999999998e-07
6.27266	3.02216	2.03068e-07	2.03068e-07
6.18176	3.02214	2.0495600000000003e-07	2.0495600000000003e-07
6.09085	3.02212	2.06967e-07	2.06967e-07
5.99995	3.02209	2.0850900000000003e-07	2.0850900000000003e-07
5.90905	3.02208	2.09993e-07	2.09993e-07
5.81814	3.02206	2.1113900000000002e-07	2.1113900000000002e-07
5.72724	3.02204	2.11204e-07	2.11204e-07
5.63633	3.02203	2.10574e-07	2.10574e-07
5.54542	3.02201	2.0936500000000002e-07	2.0936500000000002e-07
5.45452	3.022	2.0735200000000002e-07	2.0735200000000002e-07
5.36361	3.02199	2.05089e-07	2.05089e-07
5.27271	3.02198	2.03558e-07	2.03558e-07
5.1818	3.02198	2.02689e-07	2.02689e-07
5.09089	3.02197	2.0092199999999998e-07	2.0092199999999998e-07
4.99999	3.02196	1.97213e-07	1.97213e-07
4.90908	3.02196	1.9278700000000002e-07	1.9278700000000002e-07
4.81817	3.02195	1.88e-07	1.88e-07
4.72727	3.02195	1.8206499999999998e-07	1.8206499999999998e-07
4.63636	3.02195	1.7568999999999998e-07	1.7568999999999998e-07
4.54545	3.02195	1.6950199999999998e-07	1.6950199999999998e-07
4.45455	3.02195	1.6299800000000001e-07	1.6299800000000001e-07
4.36364	3.02195	1.5490000000000002e-07	1.5490000000000002e-07
4.27273	3.02195	1.45355e-07	1.45355e-07
4.18183	3.02195	1.36265e-07	1.36265e-07
4.09092	3.02196	1.27827e-07	1.27827e-07
4.00001	3.02196	1.1936199999999998e-07	1.1936199999999998e-07
3.90911	3.02197	1.1122399999999999e-07	1.1122399999999999e-07
3.8182	3.02198	1.0359299999999999e-07	1.0359299999999999e-07
3.72729	3.02198	9.619599999999997e-08	9.619599999999997e-08
3.63639	3.02199	8.9056e-08	8.9056e-08
3.54548	3.022	8.179999999999998e-08	8.179999999999998e-08
3.45457	3.02201	7.466999999999999e-08	7.466999999999999e-08
3.36367	3.02203	6.822400000000002e-08	6.822400000000002e-08
3.27276	3.02204	6.180599999999999e-08	6.180599999999999e-08
3.18186	3.02206	5.5693999999999996e-08	5.5693999999999996e-08
3.09095	3.02207	5.021e-08	5.021e-08
3.00005	3.02209	4.503299999999998e-08	4.503299999999998e-08
2.90915	3.02211	4.062600000000001e-08	4.062600000000001e-08
2.81824	3.02214	3.7254e-08	3.7254e-08
2.72734	3.02216	3.412300000000002e-08	3.412300000000002e-08
2.63643	3.02219	3.1095e-08	3.1095e-08
2.54553	3.02222	2.8517000000000016e-08	2.8517000000000016e-08
2.45463	3.02225	2.6312000000000004e-08	2.6312000000000004e-08
2.36373	3.02228	2.464299999999999e-08	2.464299999999999e-08
2.27283	3.02231	2.360599999999998e-08	2.360599999999998e-08
2.18193	3.02235	2.309999999999999e-08	2.309999999999999e-08
2.09102	3.02239	2.2708999999999995e-08	2.2708999999999995e-08
2.00012	3.02243	2.242800000000002e-08	2.242800000000002e-08
1.90923	3.02247	2.267400000000001e-08	2.267400000000001e-08
1.81833	3.02251	2.3014000000000023e-08	2.3014000000000023e-08
1.72743	3.02256	2.3394000000000004e-08	2.3394000000000004e-08
1.63652	3.02261	2.4097000000000007e-08	2.4097000000000007e-08
1.54562	3.02266	2.5083999999999988e-08	2.5083999999999988e-08
1.4547	3.02271	2.6217000000000002e-08	2.6217000000000002e-08
1.36379	3.02276	2.738699999999998e-08	2.738699999999998e-08
1.27287	3.02282	2.904399999999998e-08	2.904399999999998e-08
1.18194	3.02288	3.117799999999999e-08	3.117799999999999e-08
1.09102	3.02293	3.3656999999999995e-08	3.3656999999999995e-08
1.00009	3.02299	3.653900000000001e-08	3.653900000000001e-08
0.909167	3.02305	3.9613e-08	3.9613e-08
0.81824	3.0231	4.280500000000002e-08	4.280500000000002e-08
0.727312	3.02316	4.6122999999999996e-08	4.6122999999999996e-08
0.636382	3.02322	4.9600999999999995e-08	4.9600999999999995e-08
0.545452	3.02327	5.313e-08	5.313e-08
0.454527	3.02332	5.687699999999999e-08	5.687699999999999e-08
0.363612	3.02337	6.0882e-08	6.0882e-08
0.272709	3.02341	6.4945e-08	6.4945e-08
0.181811	3.02344	6.942e-08	6.942e-08
0.0909091	3.02345	7.4439e-08	7.4439e-08
0.0	3.02345	7.702799999999999e-08	7.702799999999999e-08
9.0	3.01889	1.6862999999999984e-08	-1.6862999999999984e-08
8.90909	3.01891	1.1185000000000004e-08	-1.1185000000000004e-08
8.8182	3.01888	1.976000000000017e-09	-1.976000000000017e-09
8.72731	3.01883	5.5170000000000354e-09	5.5170000000000354e-09
8.63641	3.01875	1.2915000000000007e-08	1.2915000000000007e-08
8.54549	3.01866	1.991400000000003e-08	1.991400000000003e-08
8.45456	3.01856	2.7489000000000015e-08	2.7489000000000015e-08
8.36361	3.01846	3.515899999999998e-08	3.515899999999998e-08
8.27266	3.01836	4.254000000000001e-08	4.254000000000001e-08
8.18172	3.01825	5.0127999999999984e-08	5.0127999999999984e-08
8.09077	3.01814	5.784499999999997e-08	5.784499999999997e-08
7.99983	3.01803	6.533000000000007e-08	6.533000000000007e-08
7.90889	3.01793	7.259699999999997e-08	7.259699999999997e-08
7.81795	3.01782	8.002499999999998e-08	8.002499999999998e-08
7.72701	3.01772	8.740800000000001e-08	8.740800000000001e-08
7.63608	3.01762	9.4421e-08	9.4421e-08
7.54515	3.01752	1.0092799999999999e-07	1.0092799999999999e-07
7.45424	3.01742	1.0729200000000006e-07	1.0729200000000006e-07
7.36333	3.01732	1.1408100000000005e-07	1.1408100000000005e-07
7.27243	3.01723	1.20732e-07	1.20732e-07
7.18154	3.01714	1.26919e-07	1.26919e-07
7.09065	3.01706	1.3262800000000004e-07	1.3262800000000004e-07
6.99976	3.01698	1.3828e-07	1.3828e-07
6.90886	3.0169	1.4410600000000003e-07	1.4410600000000003e-07
6.81797	3.01683	1.5027700000000002e-07	1.5027700000000002e-07
6.72708	3.01676	1.5631900000000004e-07	1.5631900000000004e-07
6.63618	3.01669	1.62008e-07	1.62008e-07
6.54529	3.01663	1.6761299999999998e-07	1.6761299999999998e-07
6.45439	3.01657	1.7275e-07	1.7275e-07
6.3635	3.01652	1.77456e-07	1.77456e-07
6.2726	3.01647	1.8074200000000002e-07	1.8074200000000002e-07
6.1817	3.01642	1.83325e-07	1.83325e-07
6.0908	3.01637	1.8573299999999993e-07	1.8573299999999993e-07
5.9999	3.01633	1.871779999999999e-07	1.871779999999999e-07
5.909	3.0163	1.8854800000000003e-07	1.8854800000000003e-07
5.8181	3.01626	1.8933600000000007e-07	1.8933600000000007e-07
5.7272	3.01623	1.8848099999999998e-07	1.8848099999999998e-07
5.6363	3.0162	1.8670499999999998e-07	1.8670499999999998e-07
5.5454	3.01618	1.83898e-07	1.83898e-07
5.45449	3.01616	1.7927499999999997e-07	1.7927499999999997e-07
5.36359	3.01614	1.7440299999999995e-07	1.7440299999999995e-07
5.27269	3.01612	1.7075400000000002e-07	1.7075400000000002e-07
5.18178	3.0161	1.6790100000000004e-07	1.6790100000000004e-07
5.09088	3.01609	1.6370499999999994e-07	1.6370499999999994e-07
4.99998	3.01608	1.5626099999999997e-07	1.5626099999999997e-07
4.90907	3.01607	1.4731800000000002e-07	1.4731800000000002e-07
4.81817	3.01606	1.3773399999999995e-07	1.3773399999999995e-07
4.72726	3.01605	1.2670100000000002e-07	1.2670100000000002e-07
4.63636	3.01605	1.1474799999999999e-07	1.1474799999999999e-07
4.54545	3.01605	1.0267099999999993e-07	1.0267099999999993e-07
4.45455	3.01605	9.004300000000001e-08	9.004300000000001e-08
4.36364	3.01605	7.525199999999999e-08	7.525199999999999e-08
4.27274	3.01605	5.7955000000000045e-08	5.7955000000000045e-08
4.18183	3.01606	4.035700000000005e-08	4.035700000000005e-08
4.09093	3.01607	2.3891999999999987e-08	2.3891999999999987e-08
4.00002	3.01608	8.141000000000046e-09	8.141000000000046e-09
3.90912	3.01609	7.1289999999999575e-09	-7.1289999999999575e-09
3.81822	3.0161	2.1829999999999925e-08	-2.1829999999999925e-08
3.72731	3.01612	3.580499999999997e-08	-3.580499999999997e-08
3.63641	3.01614	4.9272999999999994e-08	-4.9272999999999994e-08
3.54551	3.01616	6.278499999999996e-08	-6.278499999999996e-08
3.4546	3.01618	7.577999999999995e-08	-7.577999999999995e-08
3.3637	3.0162	8.773599999999996e-08	-8.773599999999996e-08
3.2728	3.01623	9.937000000000008e-08	-9.937000000000008e-08
3.1819	3.01626	1.1068499999999996e-07	-1.1068499999999996e-07
3.091	3.01629	1.20922e-07	-1.20922e-07
3.0001	3.01633	1.30078e-07	-1.30078e-07
2.9092	3.01637	1.3791999999999995e-07	-1.3791999999999995e-07
2.8183	3.01641	1.4391599999999998e-07	-1.4391599999999998e-07
2.7274	3.01646	1.4917e-07	-1.4917e-07
2.6365	3.01651	1.5402899999999993e-07	-1.5402899999999993e-07
2.54561	3.01657	1.5819000000000007e-07	-1.5819000000000007e-07
2.45471	3.01662	1.61603e-07	-1.61603e-07
2.36382	3.01668	1.63985e-07	-1.63985e-07
2.27292	3.01675	1.65082e-07	-1.65082e-07
2.18203	3.01682	1.6527299999999997e-07	-1.6527299999999997e-07
2.09114	3.01689	1.6515200000000002e-07	-1.6515200000000002e-07
2.00024	3.01697	1.6444299999999999e-07	-1.6444299999999999e-07
1.90935	3.01705	1.6292099999999995e-07	-1.6292099999999995e-07
1.81846	3.01713	1.6086999999999998e-07	-1.6086999999999998e-07
1.72757	3.01722	1.58416e-07	-1.58416e-07
1.63667	3.01731	1.5526299999999995e-07	-1.5526299999999995e-07
1.54576	3.01741	1.5131800000000006e-07	-1.5131800000000006e-07
1.45485	3.01751	1.4703699999999994e-07	-1.4703699999999994e-07
1.36393	3.01761	1.4262900000000003e-07	-1.4262900000000003e-07
1.27299	3.01771	1.3740199999999995e-07	-1.3740199999999995e-07
