Points:0	Points:1	abs_DELTA_TAU3	DELTA_TAU3
4.18182	3.036	7.01749e-09	7.01749e-09
4.09091	3.036	6.80801e-09	6.80801e-09
4.0	3.036	6.5811e-09	6.5811e-09
3.90909	3.036	6.36798e-09	6.36798e-09
3.81818	3.036	6.18923e-09	6.18923e-09
3.72727	3.036	6.01788e-09	6.01788e-09
3.63636	3.036	5.84828e-09	5.84828e-09
3.54545	3.036	5.67235e-09	5.67235e-09
3.45455	3.036	5.49495e-09	5.49495e-09
3.36364	3.036	5.34365e-09	5.34365e-09
3.27273	3.036	5.19673e-09	5.19673e-09
3.18182	3.036	5.05157e-09	5.05157e-09
3.09091	3.036	4.92582e-09	4.92582e-09
3.0	3.036	4.80235e-09	4.80235e-09
2.90909	3.036	4.71009e-09	4.71009e-09
2.81818	3.036	4.65372e-09	4.65372e-09
2.72727	3.036	4.58801e-09	4.58801e-09
2.63636	3.036	4.52643e-09	4.52643e-09
2.54545	3.036	4.47857e-09	4.47857e-09
2.45455	3.036	4.43403e-09	4.43403e-09
2.36364	3.036	4.40295e-09	4.40295e-09
2.27273	3.036	4.39832e-09	4.39832e-09
2.18182	3.036	4.41316e-09	4.41316e-09
2.09091	3.036	4.41971e-09	4.41971e-09
2.0	3.036	4.42634e-09	4.42634e-09
1.90909	3.036	4.44269e-09	4.44269e-09
1.81818	3.036	4.46053e-09	4.46053e-09
1.72727	3.036	4.48688e-09	4.48688e-09
1.63636	3.036	4.50386e-09	4.50386e-09
1.54545	3.036	4.52344e-09	4.52344e-09
1.45455	3.036	4.55522e-09	4.55522e-09
1.36364	3.036	4.58313e-09	4.58313e-09
1.27273	3.036	4.6287e-09	4.6287e-09
1.18182	3.036	4.7062e-09	4.7062e-09
1.09091	3.036	4.80063e-09	4.80063e-09
1.0	3.036	4.89268e-09	4.89268e-09
0.909091	3.036	4.98778e-09	4.98778e-09
0.818182	3.036	5.0888e-09	5.0888e-09
0.727273	3.036	5.1956e-09	5.1956e-09
0.636364	3.036	5.3143e-09	5.3143e-09
0.545455	3.036	5.43711e-09	5.43711e-09
0.454545	3.036	5.5696e-09	5.5696e-09
0.363636	3.036	5.70646e-09	5.70646e-09
0.272727	3.036	5.84023e-09	5.84023e-09
0.181818	3.036	5.98493e-09	5.98493e-09
0.0909091	3.036	6.13512e-09	6.13512e-09
0.0	3.036	6.20857e-09	6.20857e-09
9.0	3.032	1.1912412e-08	1.1912412e-08
8.90909	3.032	1.2027798e-08	1.2027798e-08
8.81818	3.032	1.2255605e-08	1.2255605e-08
8.72727	3.032	1.246336e-08	1.246336e-08
8.63636	3.032	1.265257e-08	1.265257e-08
8.54545	3.032	1.285697e-08	1.285697e-08
8.45455	3.032	1.3072589999999999e-08	1.3072589999999999e-08
8.36364	3.032	1.326333e-08	1.326333e-08
8.27273	3.032	1.3449600000000001e-08	1.3449600000000001e-08
8.18182	3.032	1.364392e-08	1.364392e-08
8.09091	3.032	1.3810159999999999e-08	1.3810159999999999e-08
8.0	3.032	1.393829e-08	1.393829e-08
7.90909	3.032	1.4053080000000001e-08	1.4053080000000001e-08
7.81818	3.032	1.41674e-08	1.41674e-08
7.72727	3.032	1.425911e-08	1.425911e-08
7.63636	3.032	1.432725e-08	1.432725e-08
7.54545	3.032	1.443155e-08	1.443155e-08
7.45455	3.032	1.453866e-08	1.453866e-08
7.36364	3.032	1.4696300000000001e-08	1.4696300000000001e-08
7.27273	3.032	1.492138e-08	1.492138e-08
7.18182	3.032	1.513574e-08	1.513574e-08
7.09091	3.032	1.5321599999999998e-08	1.5321599999999998e-08
7.0	3.032	1.5411079999999997e-08	1.5411079999999997e-08
6.90909	3.032	1.552549e-08	1.552549e-08
6.81818	3.032	1.5757380000000002e-08	1.5757380000000002e-08
6.72727	3.032	1.601413e-08	1.601413e-08
6.63636	3.032	1.6173039999999998e-08	1.6173039999999998e-08
6.54545	3.032	1.6289170000000002e-08	1.6289170000000002e-08
6.45455	3.032	1.6417e-08	1.6417e-08
6.36364	3.032	1.6522450000000002e-08	1.6522450000000002e-08
6.27273	3.032	1.655642e-08	1.655642e-08
6.18182	3.032	1.663239e-08	1.663239e-08
6.09091	3.032	1.6743179999999998e-08	1.6743179999999998e-08
6.0	3.032	1.6792570000000002e-08	1.6792570000000002e-08
5.90909	3.032	1.6926480000000003e-08	1.6926480000000003e-08
5.81818	3.032	1.702678e-08	1.702678e-08
5.72727	3.032	1.696452e-08	1.696452e-08
5.63636	3.032	1.682221e-08	1.682221e-08
5.54545	3.032	1.671077e-08	1.671077e-08
5.45455	3.032	1.656178e-08	1.656178e-08
5.36364	3.032	1.6342279999999998e-08	1.6342279999999998e-08
5.27273	3.032	1.622867e-08	1.622867e-08
5.18182	3.032	1.6187680000000003e-08	1.6187680000000003e-08
5.09091	3.032	1.603838e-08	1.603838e-08
5.0	3.032	1.577307e-08	1.577307e-08
4.90909	3.032	1.546872e-08	1.546872e-08
4.81818	3.032	1.511617e-08	1.511617e-08
4.72727	3.032	1.467263e-08	1.467263e-08
4.63636	3.032	1.4217940000000003e-08	1.4217940000000003e-08
4.54545	3.032	1.381625e-08	1.381625e-08
4.45455	3.032	1.3363809999999999e-08	1.3363809999999999e-08
4.36364	3.032	1.27542e-08	1.27542e-08
4.27273	3.032	1.2107210000000001e-08	1.2107210000000001e-08
4.18182	3.032	1.15581e-08	1.15581e-08
4.09091	3.032	1.1048689999999999e-08	1.1048689999999999e-08
4.0	3.032	1.0510810000000001e-08	1.0510810000000001e-08
3.90909	3.032	1.0008970000000001e-08	1.0008970000000001e-08
3.81818	3.032	9.594970000000001e-09	9.594970000000001e-09
3.72727	3.032	9.21123e-09	9.21123e-09
3.63636	3.032	8.84647e-09	8.84647e-09
3.54545	3.032	8.427970000000001e-09	8.427970000000001e-09
3.45455	3.032	8.03653e-09	8.03653e-09
3.36364	3.032	7.78783e-09	7.78783e-09
3.27273	3.032	7.57813e-09	7.57813e-09
3.18182	3.032	7.406790000000001e-09	7.406790000000001e-09
3.09091	3.032	7.265770000000001e-09	7.265770000000001e-09
3.0	3.032	7.17154e-09	7.17154e-09
2.90909	3.032	7.2277e-09	7.2277e-09
2.81818	3.032	7.3405600000000006e-09	7.3405600000000006e-09
2.72727	3.032	7.454629999999999e-09	7.454629999999999e-09
2.63636	3.032	7.58638e-09	7.58638e-09
2.54545	3.032	7.741999999999999e-09	7.741999999999999e-09
2.45455	3.032	7.888490000000002e-09	7.888490000000002e-09
2.36364	3.032	8.03944e-09	8.03944e-09
2.27273	3.032	8.21688e-09	8.21688e-09
2.18182	3.032	8.35684e-09	8.35684e-09
2.09091	3.032	8.49613e-09	8.49613e-09
2.0	3.032	8.606826e-09	8.606826e-09
1.90909	3.032	8.664666e-09	8.664666e-09
1.81818	3.032	8.701255000000002e-09	8.701255000000002e-09
1.72727	3.032	8.781397e-09	8.781397e-09
1.63636	3.032	8.824074e-09	8.824074e-09
1.54545	3.032	8.808903999999999e-09	8.808903999999999e-09
1.45455	3.032	8.821892000000001e-09	8.821892000000001e-09
1.36364	3.032	8.859796e-09	8.859796e-09
1.27273	3.032	8.953161e-09	8.953161e-09
1.18182	3.032	9.10522e-09	9.10522e-09
1.09091	3.032	9.285923e-09	9.285923e-09
1.0	3.032	9.45618e-09	9.45618e-09
0.909091	3.032	9.627474000000001e-09	9.627474000000001e-09
0.818182	3.032	9.806105e-09	9.806105e-09
0.727273	3.032	9.99158e-09	9.99158e-09
0.636364	3.032	1.0196566000000001e-08	1.0196566000000001e-08
0.545455	3.032	1.040516e-08	1.040516e-08
0.454545	3.032	1.0628666e-08	1.0628666e-08
0.363636	3.032	1.0856209e-08	1.0856209e-08
0.272727	3.032	1.1080333e-08	1.1080333e-08
0.181818	3.032	1.1322625000000001e-08	1.1322625000000001e-08
0.0909091	3.032	1.1571955000000002e-08	1.1571955000000002e-08
0.0	3.032	1.1695928000000001e-08	1.1695928000000001e-08
9.0	3.02782	6.509443000000001e-08	6.509443000000001e-08
8.90909	3.02782	6.558211e-08	6.558211e-08
8.81818	3.02782	6.662531e-08	6.662531e-08
8.72728	3.02781	6.763617e-08	6.763617e-08
8.63637	3.02779	6.85869e-08	6.85869e-08
8.54546	3.02777	6.966843e-08	6.966843e-08
8.45455	3.02776	7.079449999999999e-08	7.079449999999999e-08
8.36363	3.02774	7.18332e-08	7.18332e-08
8.27271	3.02772	7.28887e-08	7.28887e-08
8.1818	3.02769	7.395340000000001e-08	7.395340000000001e-08
8.09088	3.02767	7.489400000000001e-08	7.489400000000001e-08
7.99997	3.02765	7.568020000000001e-08	7.568020000000001e-08
7.90905	3.02763	7.63194e-08	7.63194e-08
7.81814	3.02761	7.695640000000001e-08	7.695640000000001e-08
7.72723	3.0276	7.7594e-08	7.7594e-08
7.63631	3.02758	7.80078e-08	7.80078e-08
7.5454	3.02756	7.83551e-08	7.83551e-08
7.45449	3.02754	7.8712e-08	7.8712e-08
7.36358	3.02752	7.919799999999999e-08	7.919799999999999e-08
7.27268	3.02751	7.9704e-08	7.9704e-08
7.18177	3.02749	8.001750000000001e-08	8.001750000000001e-08
7.09086	3.02747	8.02257e-08	8.02257e-08
6.99996	3.02746	8.02831e-08	8.02831e-08
6.90905	3.02744	8.04115e-08	8.04115e-08
6.81815	3.02743	8.07073e-08	8.07073e-08
6.72724	3.02742	8.10634e-08	8.10634e-08
6.63633	3.0274	8.12567e-08	8.12567e-08
6.54543	3.02739	8.12326e-08	8.12326e-08
6.45452	3.02738	8.11708e-08	8.11708e-08
6.36361	3.02737	8.10308e-08	8.10308e-08
6.27271	3.02736	8.06067e-08	8.06067e-08
6.1818	3.02735	8.0168e-08	8.0168e-08
6.09089	3.02735	7.98348e-08	7.98348e-08
5.99998	3.02734	7.934930000000001e-08	7.934930000000001e-08
5.90908	3.02733	7.88718e-08	7.88718e-08
5.81817	3.02733	7.83065e-08	7.83065e-08
5.72726	3.02732	7.72801e-08	7.72801e-08
5.63635	3.02732	7.59222e-08	7.59222e-08
5.54544	3.02731	7.442390000000001e-08	7.442390000000001e-08
5.45454	3.02731	7.26822e-08	7.26822e-08
5.36363	3.0273	7.08014e-08	7.08014e-08
5.27272	3.0273	6.929019999999999e-08	6.929019999999999e-08
5.18181	3.0273	6.811409999999999e-08	6.811409999999999e-08
5.0909	3.0273	6.65922e-08	6.65922e-08
5.0	3.02729	6.443060000000001e-08	6.443060000000001e-08
4.90909	3.02729	6.20748e-08	6.20748e-08
4.81818	3.02729	5.9600500000000005e-08	5.9600500000000005e-08
4.72727	3.02729	5.66148e-08	5.66148e-08
4.63636	3.02729	5.3572600000000004e-08	5.3572600000000004e-08
4.54545	3.02729	5.0801899999999995e-08	5.0801899999999995e-08
4.45455	3.02729	4.79064e-08	4.79064e-08
4.36364	3.02729	4.4375e-08	4.4375e-08
4.27273	3.02729	4.057040000000001e-08	4.057040000000001e-08
4.18182	3.02729	3.72229e-08	3.72229e-08
4.09091	3.02729	3.4133e-08	3.4133e-08
4.0	3.02729	3.1060399999999997e-08	3.1060399999999997e-08
3.9091	3.0273	2.8248199999999994e-08	2.8248199999999994e-08
3.81819	3.0273	2.5889699999999993e-08	2.5889699999999993e-08
3.72728	3.0273	2.3825800000000007e-08	2.3825800000000007e-08
3.63637	3.02731	2.204159999999999e-08	2.204159999999999e-08
3.54546	3.02731	2.03953e-08	2.03953e-08
3.45456	3.02731	1.9121000000000003e-08	1.9121000000000003e-08
3.36365	3.02732	1.8535e-08	1.8535e-08
3.27274	3.02732	1.83617e-08	1.83617e-08
3.18183	3.02733	1.8737599999999997e-08	1.8737599999999997e-08
3.09092	3.02733	1.9795300000000003e-08	1.9795300000000003e-08
3.00002	3.02734	2.1419599999999994e-08	2.1419599999999994e-08
2.90911	3.02734	2.37377e-08	2.37377e-08
2.8182	3.02735	2.6714099999999996e-08	2.6714099999999996e-08
2.72729	3.02736	2.9900699999999995e-08	2.9900699999999995e-08
2.63639	3.02737	3.3108200000000005e-08	3.3108200000000005e-08
2.54548	3.02738	3.6311600000000006e-08	3.6311600000000006e-08
2.45457	3.02739	3.93232e-08	3.93232e-08
2.36367	3.0274	4.21142e-08	4.21142e-08
2.27276	3.02741	4.46306e-08	4.46306e-08
2.18185	3.02743	4.6823800000000005e-08	4.6823800000000005e-08
2.09095	3.02744	4.86555e-08	4.86555e-08
2.00004	3.02745	5.009676e-08	5.009676e-08
1.90914	3.02747	5.132605e-08	5.132605e-08
1.81823	3.02748	5.225168e-08	5.225168e-08
1.72733	3.0275	5.2973729999999995e-08	5.2973729999999995e-08
1.63642	3.02752	5.353594e-08	5.353594e-08
1.54551	3.02754	5.390149e-08	5.390149e-08
1.4546	3.02755	5.423213e-08	5.423213e-08
1.36369	3.02757	5.4508e-08	5.4508e-08
1.27278	3.02759	5.4865760000000006e-08	5.4865760000000006e-08
1.18186	3.02761	5.539733e-08	5.539733e-08
1.09095	3.02763	5.599698e-08	5.599698e-08
1.00003	3.02765	5.6583929999999997e-08	5.6583929999999997e-08
0.909117	3.02767	5.7197810000000006e-08	5.7197810000000006e-08
0.818202	3.02769	5.780913000000001e-08	5.780913000000001e-08
0.727287	3.02771	5.8399339999999995e-08	5.8399339999999995e-08
0.63637	3.02773	5.908404999999999e-08	5.908404999999999e-08
0.545454	3.02775	5.975026e-08	5.975026e-08
0.454539	3.02777	6.045558e-08	6.045558e-08
0.363628	3.02779	6.123293e-08	6.123293e-08
0.272721	3.0278	6.194149e-08	6.194149e-08
0.181815	3.02781	6.273462e-08	6.273462e-08
0.0909091	3.02782	6.36884e-08	6.36884e-08
0.0	3.02782	6.419396e-08	6.419396e-08
9.0	3.02345	1.749776e-07	1.749776e-07
8.90909	3.02346	1.75798e-07	1.75798e-07
8.81819	3.02345	1.775905e-07	1.775905e-07
8.72729	3.02342	1.794785e-07	1.794785e-07
8.63639	3.02338	1.8132749999999998e-07	1.8132749999999998e-07
8.54548	3.02333	1.833101e-07	1.833101e-07
8.45455	3.02328	1.854574e-07	1.854574e-07
8.36362	3.02322	1.87392e-07	1.87392e-07
8.27269	3.02316	1.890657e-07	1.890657e-07
8.18176	3.02311	1.9056769999999999e-07	1.9056769999999999e-07
8.09084	3.02305	1.917412e-07	1.917412e-07
7.99991	3.02299	1.9240739999999998e-07	1.9240739999999998e-07
7.90899	3.02294	1.9258859999999998e-07	1.9258859999999998e-07
7.81806	3.02288	1.925529e-07	1.925529e-07
7.72714	3.02282	1.922491e-07	1.922491e-07
7.63622	3.02277	1.913295e-07	1.913295e-07
7.5453	3.02272	1.8969850000000002e-07	1.8969850000000002e-07
7.45439	3.02267	1.8775939999999998e-07	1.8775939999999998e-07
7.36348	3.02262	1.8589599999999999e-07	1.8589599999999999e-07
7.27257	3.02257	1.83687e-07	1.83687e-07
7.18167	3.02252	1.8085700000000002e-07	1.8085700000000002e-07
7.09077	3.02248	1.7751299999999998e-07	1.7751299999999998e-07
6.99987	3.02243	1.7380700000000002e-07	1.7380700000000002e-07
6.90897	3.02239	1.7011700000000001e-07	1.7011700000000001e-07
6.81807	3.02235	1.6656499999999998e-07	1.6656499999999998e-07
6.72717	3.02232	1.62825e-07	1.62825e-07
6.63627	3.02228	1.5867300000000003e-07	1.5867300000000003e-07
6.54537	3.02225	1.54017e-07	1.54017e-07
6.45447	3.02222	1.4916400000000002e-07	1.4916400000000002e-07
6.36356	3.02219	1.44089e-07	1.44089e-07
6.27266	3.02216	1.3804e-07	1.3804e-07
6.18176	3.02214	1.3175500000000003e-07	1.3175500000000003e-07
6.09085	3.02212	1.25572e-07	1.25572e-07
5.99995	3.02209	1.1891900000000003e-07	1.1891900000000003e-07
5.90905	3.02208	1.1222699999999999e-07	1.1222699999999999e-07
5.81814	3.02206	1.0524600000000001e-07	1.0524600000000001e-07
5.72724	3.02204	9.725099999999998e-08	9.725099999999998e-08
5.63633	3.02203	8.864399999999998e-08	8.864399999999998e-08
5.54542	3.02201	7.957500000000005e-08	7.957500000000005e-08
5.45452	3.022	6.985800000000002e-08	6.985800000000002e-08
5.36361	3.02199	6.0061e-08	6.0061e-08
5.27271	3.02198	5.118499999999999e-08	5.118499999999999e-08
5.1818	3.02198	4.318299999999997e-08	4.318299999999997e-08
5.09089	3.02197	3.452199999999997e-08	3.452199999999997e-08
4.99999	3.02196	2.4184e-08	2.4184e-08
4.90908	3.02196	1.3414999999999991e-08	1.3414999999999991e-08
4.81817	3.02195	2.591e-09	2.591e-09
4.72727	3.02195	9.063000000000033e-09	-9.063000000000033e-09
4.63636	3.02195	2.082000000000005e-08	-2.082000000000005e-08
4.54545	3.02195	3.199499999999999e-08	-3.199499999999999e-08
4.45455	3.02195	4.302799999999998e-08	-4.302799999999998e-08
4.36364	3.02195	5.515099999999999e-08	-5.515099999999999e-08
4.27273	3.02195	6.817200000000001e-08	-6.817200000000001e-08
4.18183	3.02195	8.0137e-08	-8.0137e-08
4.09092	3.02196	9.0789e-08	-9.0789e-08
4.00001	3.02196	1.0075300000000003e-07	-1.0075300000000003e-07
3.90911	3.02197	1.0961300000000002e-07	-1.0961300000000002e-07
3.8182	3.02198	1.1711799999999998e-07	-1.1711799999999998e-07
3.72729	3.02198	1.2336500000000005e-07	-1.2336500000000005e-07
3.63639	3.02199	1.2807800000000002e-07	-1.2807800000000002e-07
3.54548	3.022	1.3139700000000005e-07	-1.3139700000000005e-07
3.45457	3.02201	1.3280800000000003e-07	-1.3280800000000003e-07
3.36367	3.02203	1.3142499999999997e-07	-1.3142499999999997e-07
3.27276	3.02204	1.2756e-07	-1.2756e-07
3.18186	3.02206	1.2058800000000002e-07	-1.2058800000000002e-07
3.09095	3.02207	1.0989300000000002e-07	-1.0989300000000002e-07
3.00005	3.02209	9.5658e-08	-9.5658e-08
2.90915	3.02211	7.7482e-08	-7.7482e-08
2.81824	3.02214	5.544200000000003e-08	-5.544200000000003e-08
2.72734	3.02216	3.1018999999999995e-08	-3.1018999999999995e-08
2.63643	3.02219	5.374000000000006e-09	-5.374000000000006e-09
2.54553	3.02222	2.0600000000000012e-08	2.0600000000000012e-08
2.45463	3.02225	4.5556000000000014e-08	4.5556000000000014e-08
2.36373	3.02228	6.856999999999998e-08	6.856999999999998e-08
2.27283	3.02231	8.9005e-08	8.9005e-08
2.18193	3.02235	1.0644539999999999e-07	1.0644539999999999e-07
2.09102	3.02239	1.20528e-07	1.20528e-07
2.00012	3.02243	1.315426e-07	1.315426e-07
1.90923	3.02247	1.403306e-07	1.403306e-07
1.81833	3.02251	1.4692650000000002e-07	1.4692650000000002e-07
1.72743	3.02256	1.5170859999999998e-07	1.5170859999999998e-07
1.63652	3.02261	1.553098e-07	1.553098e-07
1.54562	3.02266	1.579771e-07	1.579771e-07
1.4547	3.02271	1.598368e-07	1.598368e-07
1.36379	3.02276	1.6098369999999998e-07	1.6098369999999998e-07
1.27287	3.02282	1.6202279999999998e-07	1.6202279999999998e-07
1.18194	3.02288	1.630621e-07	1.630621e-07
1.09102	3.02293	1.640388e-07	1.640388e-07
1.00009	3.02299	1.650721e-07	1.650721e-07
0.909167	3.02305	1.660034e-07	1.660034e-07
0.81824	3.0231	1.668018e-07	1.668018e-07
0.727312	3.02316	1.674942e-07	1.674942e-07
0.636382	3.02322	1.681295e-07	1.681295e-07
0.545452	3.02327	1.68651e-07	1.68651e-07
0.454527	3.02332	1.692101e-07	1.692101e-07
0.363612	3.02337	1.6991170000000002e-07	1.6991170000000002e-07
0.272709	3.02341	1.7056849999999998e-07	1.7056849999999998e-07
0.181811	3.02344	1.715395e-07	1.715395e-07
0.0909091	3.02345	1.730718e-07	1.730718e-07
0.0	3.02345	1.739274e-07	1.739274e-07
9.0	3.01889	2.8451300000000003e-07	2.8451300000000003e-07
8.90909	3.01891	2.8421400000000003e-07	2.8421400000000003e-07
8.8182	3.01888	2.83511e-07	2.83511e-07
8.72731	3.01883	2.82606e-07	2.82606e-07
8.63641	3.01875	2.8143800000000006e-07	2.8143800000000006e-07
8.54549	3.01866	2.79879e-07	2.79879e-07
8.45456	3.01856	2.7808599999999997e-07	2.7808599999999997e-07
8.36361	3.01846	2.75574e-07	2.75574e-07
8.27266	3.01836	2.71921e-07	2.71921e-07
8.18172	3.01825	2.6750599999999993e-07	2.6750599999999993e-07
8.09077	3.01814	2.6228199999999994e-07	2.6228199999999994e-07
7.99983	3.01803	2.5593400000000005e-07	2.5593400000000005e-07
7.90889	3.01793	2.48519e-07	2.48519e-07
7.81795	3.01782	2.40418e-07	2.40418e-07
7.72701	3.01772	2.3145500000000006e-07	2.3145500000000006e-07
7.63608	3.01762	2.2133899999999997e-07	2.2133899999999997e-07
7.54515	3.01752	2.1001599999999997e-07	2.1001599999999997e-07
7.45424	3.01742	1.9790300000000002e-07	1.9790300000000002e-07
7.36333	3.01732	1.8561200000000003e-07	1.8561200000000003e-07
7.27243	3.01723	1.7267400000000003e-07	1.7267400000000003e-07
7.18154	3.01714	1.5886399999999999e-07	1.5886399999999999e-07
7.09065	3.01706	1.4427300000000004e-07	1.4427300000000004e-07
6.99976	3.01698	1.2939499999999995e-07	1.2939499999999995e-07
6.90886	3.0169	1.145410000000001e-07	1.145410000000001e-07
6.81797	3.01683	9.994199999999998e-08	9.994199999999998e-08
6.72708	3.01676	8.518599999999998e-08	8.518599999999998e-08
6.63618	3.01669	7.010900000000001e-08	7.010900000000001e-08
6.54529	3.01663	5.503399999999999e-08	5.503399999999999e-08
6.45439	3.01657	3.964099999999998e-08	3.964099999999998e-08
6.3635	3.01652	2.4014999999999994e-08	2.4014999999999994e-08
6.2726	3.01647	7.2109999999999975e-09	7.2109999999999975e-09
6.1817	3.01642	1.0019999999999927e-08	-1.0019999999999927e-08
6.0908	3.01637	2.712500000000008e-08	-2.712500000000008e-08
5.9999	3.01633	4.485700000000007e-08	-4.485700000000007e-08
5.909	3.0163	6.229099999999999e-08	-6.229099999999999e-08
5.8181	3.01626	7.9882e-08	-7.9882e-08
5.7272	3.01623	9.864700000000002e-08	-9.864700000000002e-08
5.6363	3.0162	1.1785300000000004e-07	-1.1785300000000004e-07
5.5454	3.01618	1.376019999999999e-07	-1.376019999999999e-07
5.45449	3.01616	1.5866599999999997e-07	-1.5866599999999997e-07
5.36359	3.01614	1.7943400000000002e-07	-1.7943400000000002e-07
5.27269	3.01612	1.9839499999999994e-07	-1.9839499999999994e-07
5.18178	3.0161	2.1595799999999993e-07	-2.1595799999999993e-07
5.09088	3.01609	2.3424600000000002e-07	-2.3424600000000002e-07
4.99998	3.01608	2.5513199999999993e-07	-2.5513199999999993e-07
4.90907	3.01607	2.76852e-07	-2.76852e-07
4.81817	3.01606	2.98555e-07	-2.98555e-07
4.72726	3.01605	3.21067e-07	-3.21067e-07
4.63636	3.01605	3.4386799999999997e-07	-3.4386799999999997e-07
4.54545	3.01605	3.6606100000000006e-07	-3.6606100000000006e-07
4.45455	3.01605	3.879520000000001e-07	-3.879520000000001e-07
4.36364	3.01605	4.1109900000000005e-07	-4.1109900000000005e-07
4.27274	3.01605	4.35756e-07	-4.35756e-07
4.18183	3.01606	4.59654e-07	-4.59654e-07
4.09093	3.01607	4.81283e-07	-4.81283e-07
4.00002	3.01608	5.009320000000001e-07	-5.009320000000001e-07
3.90912	3.01609	5.18745e-07	-5.18745e-07
3.81822	3.0161	5.344550000000001e-07	-5.344550000000001e-07
3.72731	3.01612	5.476589999999999e-07	-5.476589999999999e-07
3.63641	3.01614	5.5815e-07	-5.5815e-07
3.54551	3.01616	5.660240000000001e-07	-5.660240000000001e-07
3.4546	3.01618	5.70206e-07	-5.70206e-07
3.3637	3.0162	5.69533e-07	-5.69533e-07
3.2728	3.01623	5.63964e-07	-5.63964e-07
3.1819	3.01626	5.526969999999999e-07	-5.526969999999999e-07
3.091	3.01629	5.34141e-07	-5.34141e-07
3.0001	3.01633	5.07544e-07	-5.07544e-07
2.9092	3.01637	4.7213099999999995e-07	-4.7213099999999995e-07
2.8183	3.01641	4.2719200000000006e-07	-4.2719200000000006e-07
2.7274	3.01646	3.7419600000000005e-07	-3.7419600000000005e-07
2.6365	3.01651	3.1450699999999995e-07	-3.1450699999999995e-07
2.54561	3.01657	2.49531e-07	-2.49531e-07
2.45471	3.01662	1.8152300000000003e-07	-1.8152300000000003e-07
2.36382	3.01668	1.12886e-07	-1.12886e-07
2.27292	3.01675	4.610899999999995e-08	-4.610899999999995e-08
2.18203	3.01682	1.6011000000000023e-08	1.6011000000000023e-08
2.09114	3.01689	7.107400000000002e-08	7.107400000000002e-08
2.00024	3.01697	1.1832099999999999e-07	1.1832099999999999e-07
1.90935	3.01705	1.57785e-07	1.57785e-07
1.81846	3.01713	1.89653e-07	1.89653e-07
1.72757	3.01722	2.14696e-07	2.14696e-07
1.63667	3.01731	2.34262e-07	2.34262e-07
1.54576	3.01741	2.4949399999999994e-07	2.4949399999999994e-07
1.45485	3.01751	2.60872e-07	2.60872e-07
1.36393	3.01761	2.6892900000000004e-07	2.6892900000000004e-07
1.27299	3.01771	2.75036e-07	2.75036e-07
1.18206	3.01782	2.79731e-07	2.79731e-07
1.09112	3.01792	2.83267e-07	2.83267e-07
