Points:0	Points:1	abs_DELTA_R1	DELTA_R1
5.99998	3.02734	7.649119999999999e-08	-7.649119999999999e-08
5.90908	3.02733	7.6188e-08	-7.6188e-08
5.81817	3.02733	7.59003e-08	-7.59003e-08
5.72726	3.02732	7.574280000000001e-08	-7.574280000000001e-08
5.63635	3.02732	7.57485e-08	-7.57485e-08
5.54544	3.02731	7.584610000000001e-08	-7.584610000000001e-08
5.45454	3.02731	7.609399999999999e-08	-7.609399999999999e-08
5.36363	3.0273	7.65009e-08	-7.65009e-08
5.27272	3.0273	7.68987e-08	-7.68987e-08
5.18181	3.0273	7.725829999999999e-08	-7.725829999999999e-08
5.0909	3.0273	7.77918e-08	-7.77918e-08
5.0	3.02729	7.853990000000001e-08	-7.853990000000001e-08
4.90909	3.02729	7.94359e-08	-7.94359e-08
4.81818	3.02729	8.052370000000001e-08	-8.052370000000001e-08
4.72727	3.02729	8.17103e-08	-8.17103e-08
4.63636	3.02729	8.289259999999999e-08	-8.289259999999999e-08
4.54545	3.02729	8.41479e-08	-8.41479e-08
4.45455	3.02729	8.55301e-08	-8.55301e-08
4.36364	3.02729	8.70472e-08	-8.70472e-08
4.27273	3.02729	8.85724e-08	-8.85724e-08
4.18182	3.02729	9.00463e-08	-9.00463e-08
4.09091	3.02729	9.15675e-08	-9.15675e-08
4.0	3.02729	9.31951e-08	-9.31951e-08
3.9091	3.0273	9.49241e-08	-9.49241e-08
3.81819	3.0273	9.66767e-08	-9.66767e-08
3.72728	3.0273	9.835269999999999e-08	-9.835269999999999e-08
3.63637	3.02731	9.98774e-08	-9.98774e-08
3.54546	3.02731	1.0137140000000001e-07	-1.0137140000000001e-07
3.45456	3.02731	1.028865e-07	-1.028865e-07
3.36365	3.02732	1.0433909999999998e-07	-1.0433909999999998e-07
3.27274	3.02732	1.057406e-07	-1.057406e-07
3.18183	3.02733	1.071015e-07	-1.071015e-07
3.09092	3.02733	1.083976e-07	-1.083976e-07
3.00002	3.02734	1.0960230000000001e-07	-1.0960230000000001e-07
2.90911	3.02734	1.107004e-07	-1.107004e-07
2.8182	3.02735	1.1165689999999999e-07	-1.1165689999999999e-07
2.72729	3.02736	1.1248499999999999e-07	-1.1248499999999999e-07
2.63639	3.02737	1.1323720000000001e-07	-1.1323720000000001e-07
2.54548	3.02738	1.1394260000000001e-07	-1.1394260000000001e-07
2.45457	3.02739	1.146094e-07	-1.146094e-07
2.36367	3.0274	1.151505e-07	-1.151505e-07
2.27276	3.02741	1.155338e-07	-1.155338e-07
2.18185	3.02743	1.158059e-07	-1.158059e-07
2.09095	3.02744	1.1600570000000001e-07	-1.1600570000000001e-07
2.00004	3.02745	1.161262e-07	-1.161262e-07
1.90914	3.02747	1.161207e-07	-1.161207e-07
1.81823	3.02748	1.160457e-07	-1.160457e-07
1.72733	3.0275	1.1589896e-07	-1.1589896e-07
1.63642	3.02752	1.1566674999999999e-07	-1.1566674999999999e-07
1.54551	3.02754	1.1538385999999999e-07	-1.1538385999999999e-07
1.4546	3.02755	1.1501775e-07	-1.1501775e-07
1.36369	3.02757	1.1457507e-07	-1.1457507e-07
1.27278	3.02759	1.1404818e-07	-1.1404818e-07
1.18186	3.02761	1.1342562000000001e-07	-1.1342562000000001e-07
1.09095	3.02763	1.1274492e-07	-1.1274492e-07
1.00003	3.02765	1.1202590000000001e-07	-1.1202590000000001e-07
0.909117	3.02767	1.1125595999999999e-07	-1.1125595999999999e-07
0.818202	3.02769	1.1044703e-07	-1.1044703e-07
0.727287	3.02771	1.0959881e-07	-1.0959881e-07
0.63637	3.02773	1.0866298999999999e-07	-1.0866298999999999e-07
0.545454	3.02775	1.0767064e-07	-1.0767064e-07
0.454539	3.02777	1.0659940999999999e-07	-1.0659940999999999e-07
0.363628	3.02779	1.0547099000000001e-07	-1.0547099000000001e-07
0.272721	3.0278	1.0425853999999999e-07	-1.0425853999999999e-07
0.181815	3.02781	1.0290994e-07	-1.0290994e-07
0.0909091	3.02782	1.0156986000000001e-07	-1.0156986000000001e-07
0.0	3.02782	1.0092152e-07	-1.0092152e-07
9.0	3.02345	4.057462e-07	-4.057462e-07
8.90909	3.02346	4.026742e-07	-4.026742e-07
8.81819	3.02345	3.990945e-07	-3.990945e-07
8.72729	3.02342	3.9793250000000003e-07	-3.9793250000000003e-07
8.63639	3.02338	3.972723e-07	-3.972723e-07
8.54548	3.02333	3.973082e-07	-3.973082e-07
8.45455	3.02328	3.972098e-07	-3.972098e-07
8.36362	3.02322	3.970183e-07	-3.970183e-07
8.27269	3.02316	3.967901e-07	-3.967901e-07
8.18176	3.02311	3.963964e-07	-3.963964e-07
8.09084	3.02305	3.95858e-07	-3.95858e-07
7.99991	3.02299	3.951302e-07	-3.951302e-07
7.90899	3.02294	3.942355e-07	-3.942355e-07
7.81806	3.02288	3.932106e-07	-3.932106e-07
7.72714	3.02282	3.920787e-07	-3.920787e-07
7.63622	3.02277	3.90818e-07	-3.90818e-07
7.5453	3.02272	3.894921e-07	-3.894921e-07
7.45439	3.02267	3.880561e-07	-3.880561e-07
7.36348	3.02262	3.8643e-07	-3.8643e-07
7.27257	3.02257	3.847493e-07	-3.847493e-07
7.18167	3.02252	3.831057e-07	-3.831057e-07
7.09077	3.02248	3.815268e-07	-3.815268e-07
6.99987	3.02243	3.800426e-07	-3.800426e-07
6.90897	3.02239	3.786531e-07	-3.786531e-07
6.81807	3.02235	3.773465e-07	-3.773465e-07
6.72717	3.02232	3.761295e-07	-3.761295e-07
6.63627	3.02228	3.749733e-07	-3.749733e-07
6.54537	3.02225	3.739553e-07	-3.739553e-07
6.45447	3.02222	3.729965e-07	-3.729965e-07
6.36356	3.02219	3.721322e-07	-3.721322e-07
6.27266	3.02216	3.715784e-07	-3.715784e-07
6.18176	3.02214	3.711382e-07	-3.711382e-07
6.09085	3.02212	3.706908e-07	-3.706908e-07
5.99995	3.02209	3.70485e-07	-3.70485e-07
5.90905	3.02208	3.7057499999999994e-07	-3.7057499999999994e-07
5.81814	3.02206	3.7083900000000003e-07	-3.7083900000000003e-07
5.72724	3.02204	3.71506e-07	-3.71506e-07
5.63633	3.02203	3.72664e-07	-3.72664e-07
5.54542	3.02201	3.7419900000000003e-07	-3.7419900000000003e-07
5.45452	3.022	3.76203e-07	-3.76203e-07
5.36361	3.02199	3.7861499999999995e-07	-3.7861499999999995e-07
5.27271	3.02198	3.8099e-07	-3.8099e-07
5.1818	3.02198	3.8331999999999997e-07	-3.8331999999999997e-07
5.09089	3.02197	3.86235e-07	-3.86235e-07
4.99999	3.02196	3.8984200000000006e-07	-3.8984200000000006e-07
4.90908	3.02196	3.9391999999999997e-07	-3.9391999999999997e-07
4.81817	3.02195	3.9853199999999996e-07	-3.9853199999999996e-07
4.72727	3.02195	4.0333100000000003e-07	-4.0333100000000003e-07
4.63636	3.02195	4.080890000000001e-07	-4.080890000000001e-07
4.54545	3.02195	4.1308600000000005e-07	-4.1308600000000005e-07
4.45455	3.02195	4.184617e-07	-4.184617e-07
4.36364	3.02195	4.242096e-07	-4.242096e-07
4.27273	3.02195	4.300677e-07	-4.300677e-07
4.18183	3.02195	4.3580789999999994e-07	-4.3580789999999994e-07
4.09092	3.02196	4.4156839999999997e-07	-4.4156839999999997e-07
4.00001	3.02196	4.475673e-07	-4.475673e-07
3.90911	3.02197	4.537237e-07	-4.537237e-07
3.8182	3.02198	4.599167e-07	-4.599167e-07
3.72729	3.02198	4.6592480000000003e-07	-4.6592480000000003e-07
3.63639	3.02199	4.7136150000000005e-07	-4.7136150000000005e-07
3.54548	3.022	4.764721e-07	-4.764721e-07
3.45457	3.02201	4.815403e-07	-4.815403e-07
3.36367	3.02203	4.864037e-07	-4.864037e-07
3.27276	3.02204	4.909845e-07	-4.909845e-07
3.18186	3.02206	4.952086e-07	-4.952086e-07
3.09095	3.02207	4.991002e-07	-4.991002e-07
3.00005	3.02209	5.026397e-07	-5.026397e-07
2.90915	3.02211	5.056619e-07	-5.056619e-07
2.81824	3.02214	5.080609e-07	-5.080609e-07
2.72734	3.02216	5.0992e-07	-5.0992e-07
2.63643	3.02219	5.113752e-07	-5.113752e-07
2.54553	3.02222	5.125394000000001e-07	-5.125394000000001e-07
2.45463	3.02225	5.133906e-07	-5.133906e-07
2.36373	3.02228	5.136774e-07	-5.136774e-07
2.27283	3.02231	5.133463e-07	-5.133463e-07
2.18193	3.02235	5.125068000000001e-07	-5.125068000000001e-07
2.09102	3.02239	5.112866e-07	-5.112866e-07
2.00012	3.02243	5.096588e-07	-5.096588e-07
1.90923	3.02247	5.075095e-07	-5.075095e-07
1.81833	3.02251	5.049769e-07	-5.049769e-07
1.72743	3.02256	5.021245999999999e-07	-5.021245999999999e-07
1.63652	3.02261	4.988994e-07	-4.988994e-07
1.54562	3.02266	4.953297e-07	-4.953297e-07
1.4547	3.02271	4.914039e-07	-4.914039e-07
1.36379	3.02276	4.871759999999999e-07	-4.871759999999999e-07
1.27287	3.02282	4.826202000000001e-07	-4.826202000000001e-07
1.18194	3.02288	4.777571e-07	-4.777571e-07
1.09102	3.02293	4.726435e-07	-4.726435e-07
1.00009	3.02299	4.6731009999999996e-07	-4.6731009999999996e-07
0.909167	3.02305	4.618231e-07	-4.618231e-07
0.81824	3.0231	4.5624359999999994e-07	-4.5624359999999994e-07
0.727312	3.02316	4.505498e-07	-4.505498e-07
0.636382	3.02322	4.4466920000000003e-07	-4.4466920000000003e-07
0.545452	3.02327	4.387137e-07	-4.387137e-07
0.454527	3.02332	4.326532e-07	-4.326532e-07
0.363612	3.02337	4.266257e-07	-4.266257e-07
0.272709	3.02341	4.2058930000000004e-07	-4.2058930000000004e-07
0.181811	3.02344	4.144686e-07	-4.144686e-07
0.0909091	3.02345	4.088192e-07	-4.088192e-07
0.0	3.02345	4.061936e-07	-4.061936e-07
9.0	3.01889	1.0120614e-06	-1.0120614e-06
8.90909	3.01891	1.0059228e-06	-1.0059228e-06
8.8182	3.01888	9.992715e-07	-9.992715e-07
8.72731	3.01883	9.982218e-07	-9.982218e-07
8.63641	3.01875	9.989522e-07	-9.989522e-07
8.54549	3.01866	1.0017566e-06	-1.0017566e-06
8.45456	3.01856	1.0046444e-06	-1.0046444e-06
8.36361	3.01846	1.0075163999999999e-06	-1.0075163999999999e-06
8.27266	3.01836	1.010452e-06	-1.010452e-06
8.18172	3.01825	1.012986e-06	-1.012986e-06
8.09077	3.01814	1.0150639999999999e-06	-1.0150639999999999e-06
7.99983	3.01803	1.016786e-06	-1.016786e-06
7.90889	3.01793	1.0183110000000002e-06	-1.0183110000000002e-06
7.81795	3.01782	1.019575e-06	-1.019575e-06
7.72701	3.01772	1.020696e-06	-1.020696e-06
7.63608	3.01762	1.0215389999999999e-06	-1.0215389999999999e-06
7.54515	3.01752	1.02212e-06	-1.02212e-06
7.45424	3.01742	1.022472e-06	-1.022472e-06
7.36333	3.01732	1.022455e-06	-1.022455e-06
7.27243	3.01723	1.022184e-06	-1.022184e-06
7.18154	3.01714	1.0218129999999998e-06	-1.0218129999999998e-06
7.09065	3.01706	1.021535e-06	-1.021535e-06
6.99976	3.01698	1.021344e-06	-1.021344e-06
6.90886	3.0169	1.021352e-06	-1.021352e-06
6.81797	3.01683	1.021489e-06	-1.021489e-06
6.72708	3.01676	1.021714e-06	-1.021714e-06
6.63618	3.01669	1.021962e-06	-1.021962e-06
6.54529	3.01663	1.022227e-06	-1.022227e-06
6.45439	3.01657	1.022678e-06	-1.022678e-06
6.3635	3.01652	1.023306e-06	-1.023306e-06
6.2726	3.01647	1.024333e-06	-1.024333e-06
6.1817	3.01642	1.025487e-06	-1.025487e-06
6.0908	3.01637	1.026729e-06	-1.026729e-06
5.9999	3.01633	1.0285169999999998e-06	-1.0285169999999998e-06
5.909	3.0163	1.030785e-06	-1.030785e-06
5.8181	3.01626	1.033452e-06	-1.033452e-06
5.7272	3.01623	1.0368980000000001e-06	-1.0368980000000001e-06
5.6363	3.0162	1.041305e-06	-1.041305e-06
5.5454	3.01618	1.0463859999999999e-06	-1.0463859999999999e-06
5.45449	3.01616	1.052312e-06	-1.052312e-06
5.36359	3.01614	1.058847e-06	-1.058847e-06
5.27269	3.01612	1.06534e-06	-1.06534e-06
5.18178	3.0161	1.071957e-06	-1.071957e-06
5.09088	3.01609	1.079545e-06	-1.079545e-06
4.99998	3.01608	1.088407e-06	-1.088407e-06
4.90907	3.01607	1.09831e-06	-1.09831e-06
4.81817	3.01606	1.109069e-06	-1.109069e-06
4.72726	3.01605	1.119991e-06	-1.119991e-06
4.63636	3.01605	1.130775e-06	-1.130775e-06
4.54545	3.01605	1.1419260000000001e-06	-1.1419260000000001e-06
4.45455	3.01605	1.153761e-06	-1.153761e-06
4.36364	3.01605	1.166237e-06	-1.166237e-06
4.27274	3.01605	1.178892e-06	-1.178892e-06
4.18183	3.01606	1.191441e-06	-1.191441e-06
4.09093	3.01607	1.203985e-06	-1.203985e-06
4.00002	3.01608	1.216566e-06	-1.216566e-06
3.90912	3.01609	1.229219e-06	-1.229219e-06
3.81822	3.0161	1.2418090000000002e-06	-1.2418090000000002e-06
3.72731	3.01612	1.253872e-06	-1.253872e-06
3.63641	3.01614	1.2648409999999998e-06	-1.2648409999999998e-06
3.54551	3.01616	1.274964e-06	-1.274964e-06
3.4546	3.01618	1.284577e-06	-1.284577e-06
3.3637	3.0162	1.293693e-06	-1.293693e-06
3.2728	3.01623	1.302045e-06	-1.302045e-06
3.1819	3.01626	1.309549e-06	-1.309549e-06
3.091	3.01629	1.3162060000000002e-06	-1.3162060000000002e-06
3.0001	3.01633	1.321857e-06	-1.321857e-06
2.9092	3.01637	1.3263010000000001e-06	-1.3263010000000001e-06
2.8183	3.01641	1.3293160000000001e-06	-1.3293160000000001e-06
2.7274	3.01646	1.331091e-06	-1.331091e-06
2.6365	3.01651	1.331818e-06	-1.331818e-06
2.54561	3.01657	1.3317550000000001e-06	-1.3317550000000001e-06
2.45471	3.01662	1.330799e-06	-1.330799e-06
2.36382	3.01668	1.3285730000000002e-06	-1.3285730000000002e-06
2.27292	3.01675	1.3250186e-06	-1.3250186e-06
2.18203	3.01682	1.3202909000000001e-06	-1.3202909000000001e-06
2.09114	3.01689	1.3145929000000002e-06	-1.3145929000000002e-06
2.00024	3.01697	1.3078603e-06	-1.3078603e-06
1.90935	3.01705	1.300017e-06	-1.300017e-06
