Points:0	Points:1	abs_DELTA_R2	DELTA_R2
1.36364	3.036	1.69534999333333e-07	1.69534999333333e-07
1.27273	3.036	1.70048999333333e-07	1.70048999333333e-07
1.18182	3.036	1.70914999333333e-07	1.70914999333333e-07
1.09091	3.036	1.72095999333333e-07	1.72095999333333e-07
1.0	3.036	1.7347499933333301e-07	1.7347499933333301e-07
0.909091	3.036	1.74895999333333e-07	1.74895999333333e-07
0.818182	3.036	1.7634899933333302e-07	1.7634899933333302e-07
0.727273	3.036	1.77904999333333e-07	1.77904999333333e-07
0.636364	3.036	1.7968699933333302e-07	1.7968699933333302e-07
0.545455	3.036	1.81722999333333e-07	1.81722999333333e-07
0.454545	3.036	1.8400499933333302e-07	1.8400499933333302e-07
0.363636	3.036	1.86535999333333e-07	1.86535999333333e-07
0.272727	3.036	1.89297999333333e-07	1.89297999333333e-07
0.181818	3.036	1.92228999333333e-07	1.92228999333333e-07
0.0909091	3.036	1.95104999333333e-07	1.95104999333333e-07
0.0	3.036	1.96495999333333e-07	1.96495999333333e-07
9.0	3.032	3.896142e-07	3.896142e-07
8.90909	3.032	3.927451e-07	3.927451e-07
8.81818	3.032	3.989372e-07	3.989372e-07
8.72727	3.032	4.053429e-07	4.053429e-07
8.63636	3.032	4.122084e-07	4.122084e-07
8.54545	3.032	4.192968e-07	4.192968e-07
8.45455	3.032	4.265036e-07	4.265036e-07
8.36364	3.032	4.338492e-07	4.338492e-07
8.27273	3.032	4.411754e-07	4.411754e-07
8.18182	3.032	4.4818149999999997e-07	4.4818149999999997e-07
8.09091	3.032	4.548287e-07	4.548287e-07
8.0	3.032	4.6136039999999997e-07	4.6136039999999997e-07
7.90909	3.032	4.6786629999999994e-07	4.6786629999999994e-07
7.81818	3.032	4.740815e-07	4.740815e-07
7.72727	3.032	4.800112e-07	4.800112e-07
7.63636	3.032	4.855515e-07	4.855515e-07
7.54545	3.032	4.910279e-07	4.910279e-07
7.45455	3.032	4.968069e-07	4.968069e-07
7.36364	3.032	5.030943000000001e-07	5.030943000000001e-07
7.27273	3.032	5.095473999999999e-07	5.095473999999999e-07
7.18182	3.032	5.156328e-07	5.156328e-07
7.09091	3.032	5.220563e-07	5.220563e-07
7.0	3.032	5.286073e-07	5.286073e-07
6.90909	3.032	5.353814000000001e-07	5.353814000000001e-07
6.81818	3.032	5.424789e-07	5.424789e-07
6.72727	3.032	5.493794999999999e-07	5.493794999999999e-07
6.63636	3.032	5.558822e-07	5.558822e-07
6.54545	3.032	5.625729999999999e-07	5.625729999999999e-07
6.45455	3.032	5.695412e-07	5.695412e-07
6.36364	3.032	5.763765999999999e-07	5.763765999999999e-07
6.27273	3.032	5.825178e-07	5.825178e-07
6.18182	3.032	5.887886e-07	5.887886e-07
6.09091	3.032	5.949781e-07	5.949781e-07
6.0	3.032	5.996233e-07	5.996233e-07
5.90909	3.032	6.044666e-07	6.044666e-07
5.81818	3.032	6.091469e-07	6.091469e-07
5.72727	3.032	6.121816e-07	6.121816e-07
5.63636	3.032	6.146943e-07	6.146943e-07
5.54545	3.032	6.173721e-07	6.173721e-07
5.45455	3.032	6.191592e-07	6.191592e-07
5.36364	3.032	6.203367000000001e-07	6.203367000000001e-07
5.27273	3.032	6.220794e-07	6.220794e-07
5.18182	3.032	6.232794e-07	6.232794e-07
5.09091	3.032	6.221431999999999e-07	6.221431999999999e-07
5.0	3.032	6.188846000000001e-07	6.188846000000001e-07
4.90909	3.032	6.139718000000001e-07	6.139718000000001e-07
4.81818	3.032	6.076434e-07	6.076434e-07
4.72727	3.032	6.00745e-07	6.00745e-07
4.63636	3.032	5.934376e-07	5.934376e-07
4.54545	3.032	5.857519e-07	5.857519e-07
4.45455	3.032	5.766363000000001e-07	5.766363000000001e-07
4.36364	3.032	5.651290000000001e-07	5.651290000000001e-07
4.27273	3.032	5.52579e-07	5.52579e-07
4.18182	3.032	5.402269e-07	5.402269e-07
4.09091	3.032	5.27889e-07	5.27889e-07
4.0	3.032	5.144509e-07	5.144509e-07
3.90909	3.032	5.004037e-07	5.004037e-07
3.81818	3.032	4.873019e-07	4.873019e-07
3.72727	3.032	4.757477e-07	4.757477e-07
3.63636	3.032	4.6517330000000004e-07	4.6517330000000004e-07
3.54545	3.032	4.540074e-07	4.540074e-07
3.45455	3.032	4.430235e-07	4.430235e-07
3.36364	3.032	4.328854e-07	4.328854e-07
3.27273	3.032	4.2280929999999996e-07	4.2280929999999996e-07
3.18182	3.032	4.1310640000000004e-07	4.1310640000000004e-07
3.09091	3.032	4.036015e-07	4.036015e-07
3.0	3.032	3.9487429999999997e-07	3.9487429999999997e-07
2.90909	3.032	3.879222e-07	3.879222e-07
2.81818	3.032	3.8180089999999997e-07	3.8180089999999997e-07
2.72727	3.032	3.756722e-07	3.756722e-07
2.63636	3.032	3.69142e-07	3.69142e-07
2.54545	3.032	3.627304e-07	3.627304e-07
2.45455	3.032	3.566324e-07	3.566324e-07
2.36364	3.032	3.513212e-07	3.513212e-07
2.27273	3.032	3.47302e-07	3.47302e-07
2.18182	3.032	3.436106e-07	3.436106e-07
2.09091	3.032	3.4049719999999997e-07	3.4049719999999997e-07
2.0	3.032	3.380136e-07	3.380136e-07
1.90909	3.032	3.360907e-07	3.360907e-07
1.81818	3.032	3.346919e-07	3.346919e-07
1.72727	3.032	3.339614e-07	3.339614e-07
1.63636	3.032	3.336598e-07	3.336598e-07
1.54545	3.032	3.335575e-07	3.335575e-07
1.45455	3.032	3.3371680000000004e-07	3.3371680000000004e-07
1.36364	3.032	3.338633e-07	3.338633e-07
1.27273	3.032	3.344893e-07	3.344893e-07
1.18182	3.032	3.358383e-07	3.358383e-07
1.09091	3.032	3.378322e-07	3.378322e-07
1.0	3.032	3.4022710000000004e-07	3.4022710000000004e-07
0.909091	3.032	3.427063e-07	3.427063e-07
0.818182	3.032	3.452474e-07	3.452474e-07
0.727273	3.032	3.4799550000000003e-07	3.4799550000000003e-07
0.636364	3.032	3.512035e-07	3.512035e-07
0.545455	3.032	3.5492300000000003e-07	3.5492300000000003e-07
0.454545	3.032	3.5914400000000003e-07	3.5914400000000003e-07
0.363636	3.032	3.638694e-07	3.638694e-07
0.272727	3.032	3.693034e-07	3.693034e-07
0.181818	3.032	3.7509840000000004e-07	3.7509840000000004e-07
0.0909091	3.032	3.807959e-07	3.807959e-07
0.0	3.032	3.836712e-07	3.836712e-07
9.0	3.02782	8.92453e-07	8.92453e-07
8.90909	3.02782	9.00568e-07	9.00568e-07
8.81818	3.02782	9.16905e-07	9.16905e-07
8.72728	3.02781	9.33743e-07	9.33743e-07
8.63637	3.02779	9.515540000000001e-07	9.515540000000001e-07
8.54546	3.02777	9.70436e-07	9.70436e-07
8.45455	3.02776	9.895450000000002e-07	9.895450000000002e-07
8.36363	3.02774	1.008775e-06	1.008775e-06
8.27271	3.02772	1.028296e-06	1.028296e-06
8.1818	3.02769	1.047042e-06	1.047042e-06
8.09088	3.02767	1.064946e-06	1.064946e-06
7.99997	3.02765	1.0828660000000002e-06	1.0828660000000002e-06
7.90905	3.02763	1.100061e-06	1.100061e-06
7.81814	3.02761	1.116306e-06	1.116306e-06
7.72723	3.0276	1.132186e-06	1.132186e-06
7.63631	3.02758	1.146541e-06	1.146541e-06
7.5454	3.02756	1.160891e-06	1.160891e-06
7.45449	3.02754	1.1762950000000001e-06	1.1762950000000001e-06
7.36358	3.02752	1.19236e-06	1.19236e-06
7.27268	3.02751	1.208042e-06	1.208042e-06
7.18177	3.02749	1.22258e-06	1.22258e-06
7.09086	3.02747	1.2382929999999999e-06	1.2382929999999999e-06
6.99996	3.02746	1.2550539999999999e-06	1.2550539999999999e-06
6.90905	3.02744	1.27188e-06	1.27188e-06
6.81815	3.02743	1.287984e-06	1.287984e-06
6.72724	3.02742	1.303864e-06	1.303864e-06
6.63633	3.0274	1.3197740000000002e-06	1.3197740000000002e-06
6.54543	3.02739	1.335703e-06	1.335703e-06
6.45452	3.02738	1.352022e-06	1.352022e-06
6.36361	3.02737	1.36773e-06	1.36773e-06
6.27271	3.02736	1.381891e-06	1.381891e-06
6.1818	3.02735	1.395375e-06	1.395375e-06
6.09089	3.02735	1.40837e-06	1.40837e-06
5.99998	3.02734	1.418737e-06	1.418737e-06
5.90908	3.02733	1.428216e-06	1.428216e-06
5.81817	3.02733	1.437306e-06	1.437306e-06
5.72726	3.02732	1.44377e-06	1.44377e-06
5.63635	3.02732	1.449012e-06	1.449012e-06
5.54544	3.02731	1.453412e-06	1.453412e-06
5.45454	3.02731	1.455893e-06	1.455893e-06
5.36363	3.0273	1.457492e-06	1.457492e-06
5.27272	3.0273	1.460026e-06	1.460026e-06
5.18181	3.0273	1.460587e-06	1.460587e-06
5.0909	3.0273	1.4558010000000001e-06	1.4558010000000001e-06
5.0	3.02729	1.4462270000000001e-06	1.4462270000000001e-06
4.90909	3.02729	1.433036e-06	1.433036e-06
4.81818	3.02729	1.417151e-06	1.417151e-06
4.72727	3.02729	1.399817e-06	1.399817e-06
4.63636	3.02729	1.381724e-06	1.381724e-06
4.54545	3.02729	1.3617399999999999e-06	1.3617399999999999e-06
4.45455	3.02729	1.3381589999999999e-06	1.3381589999999999e-06
4.36364	3.02729	1.310404e-06	1.310404e-06
4.27273	3.02729	1.280567e-06	1.280567e-06
4.18182	3.02729	1.2504310000000001e-06	1.2504310000000001e-06
4.09091	3.02729	1.2199419999999998e-06	1.2199419999999998e-06
4.0	3.02729	1.187602e-06	1.187602e-06
3.9091	3.0273	1.154397e-06	1.154397e-06
3.81819	3.0273	1.123439e-06	1.123439e-06
3.72728	3.0273	1.095372e-06	1.095372e-06
3.63637	3.02731	1.06947e-06	1.06947e-06
3.54546	3.02731	1.0435709999999999e-06	1.0435709999999999e-06
3.45456	3.02731	1.017842e-06	1.017842e-06
3.36365	3.02732	9.928999999999998e-07	9.928999999999998e-07
3.27274	3.02732	9.685150000000001e-07	9.685150000000001e-07
3.18183	3.02733	9.456739999999999e-07	9.456739999999999e-07
3.09092	3.02733	9.24001e-07	9.24001e-07
3.00002	3.02734	9.04454e-07	9.04454e-07
2.90911	3.02734	8.87998e-07	8.87998e-07
2.8182	3.02735	8.7375e-07	8.7375e-07
2.72729	3.02736	8.594599999999999e-07	8.594599999999999e-07
2.63639	3.02737	8.440589999999999e-07	8.440589999999999e-07
2.54548	3.02738	8.29164e-07	8.29164e-07
2.45457	3.02739	8.152499999999999e-07	8.152499999999999e-07
2.36367	3.0274	8.03194e-07	8.03194e-07
2.27276	3.02741	7.9347e-07	7.9347e-07
2.18185	3.02743	7.85062e-07	7.85062e-07
2.09095	3.02744	7.77964e-07	7.77964e-07
2.00004	3.02745	7.72341e-07	7.72341e-07
1.90914	3.02747	7.68841e-07	7.68841e-07
1.81823	3.02748	7.66205e-07	7.66205e-07
1.72733	3.0275	7.64454e-07	7.64454e-07
1.63642	3.02752	7.640980000000001e-07	7.640980000000001e-07
1.54551	3.02754	7.64068e-07	7.64068e-07
1.4546	3.02755	7.6452e-07	7.6452e-07
1.36369	3.02757	7.65219e-07	7.65219e-07
1.27278	3.02759	7.668819999999999e-07	7.668819999999999e-07
1.18186	3.02761	7.6999e-07	7.6999e-07
1.09095	3.02763	7.74177e-07	7.74177e-07
1.00003	3.02765	7.7912e-07	7.7912e-07
0.909117	3.02767	7.84328e-07	7.84328e-07
0.818202	3.02769	7.89751e-07	7.89751e-07
0.727287	3.02771	7.95641e-07	7.95641e-07
0.63637	3.02773	8.03002e-07	8.03002e-07
0.545454	3.02775	8.11365e-07	8.11365e-07
0.454539	3.02777	8.207860000000001e-07	8.207860000000001e-07
0.363628	3.02779	8.31747e-07	8.31747e-07
0.272721	3.0278	8.43819e-07	8.43819e-07
0.181815	3.02781	8.57061e-07	8.57061e-07
0.0909091	3.02782	8.70945e-07	8.70945e-07
0.0	3.02782	8.77986e-07	8.77986e-07
9.0	3.02345	1.389729e-06	1.389729e-06
8.90909	3.02346	1.4053380000000001e-06	1.4053380000000001e-06
8.81819	3.02345	1.43567e-06	1.43567e-06
8.72729	3.02342	1.466298e-06	1.466298e-06
8.63639	3.02338	1.498277e-06	1.498277e-06
8.54548	3.02333	1.5310880000000001e-06	1.5310880000000001e-06
8.45455	3.02328	1.5646719999999999e-06	1.5646719999999999e-06
8.36362	3.02322	1.5984970000000002e-06	1.5984970000000002e-06
8.27269	3.02316	1.6322010000000003e-06	1.6322010000000003e-06
8.18176	3.02311	1.664618e-06	1.664618e-06
8.09084	3.02305	1.6963279999999999e-06	1.6963279999999999e-06
7.99991	3.02299	1.728009e-06	1.728009e-06
7.90899	3.02294	1.758033e-06	1.758033e-06
7.81806	3.02288	1.7861569999999998e-06	1.7861569999999998e-06
7.72714	3.02282	1.812872e-06	1.812872e-06
7.63622	3.02277	1.8375189999999999e-06	1.8375189999999999e-06
7.5453	3.02272	1.8617119999999998e-06	1.8617119999999998e-06
7.45439	3.02267	1.887312e-06	1.887312e-06
7.36348	3.02262	1.9133560000000002e-06	1.9133560000000002e-06
7.27257	3.02257	1.9379290000000003e-06	1.9379290000000003e-06
7.18167	3.02252	1.961416e-06	1.961416e-06
7.09077	3.02248	1.986559e-06	1.986559e-06
6.99987	3.02243	2.013826e-06	2.013826e-06
6.90897	3.02239	2.040928e-06	2.040928e-06
6.81807	3.02235	2.065774e-06	2.065774e-06
6.72717	3.02232	2.089754e-06	2.089754e-06
6.63627	3.02228	2.114343e-06	2.114343e-06
6.54537	3.02225	2.1388640000000002e-06	2.1388640000000002e-06
6.45447	3.02222	2.163823e-06	2.163823e-06
6.36356	3.02219	2.1872400000000003e-06	2.1872400000000003e-06
6.27266	3.02216	2.207038e-06	2.207038e-06
6.18176	3.02214	2.225498e-06	2.225498e-06
6.09085	3.02212	2.2426140000000003e-06	2.2426140000000003e-06
5.99995	3.02209	2.256163e-06	2.256163e-06
5.90905	3.02208	2.267948e-06	2.267948e-06
5.81814	3.02206	2.278858e-06	2.278858e-06
5.72724	3.02204	2.2868809999999998e-06	2.2868809999999998e-06
5.63633	3.02203	2.2927310000000003e-06	2.2927310000000003e-06
5.54542	3.02201	2.295179e-06	2.295179e-06
5.45452	3.022	2.294479e-06	2.294479e-06
5.36361	3.02199	2.293302e-06	2.293302e-06
5.27271	3.02198	2.29293e-06	2.29293e-06
5.1818	3.02198	2.288088e-06	2.288088e-06
5.09089	3.02197	2.274344e-06	2.274344e-06
4.99999	3.02196	2.253064e-06	2.253064e-06
4.90908	3.02196	2.226277e-06	2.226277e-06
4.81817	3.02195	2.195542e-06	2.195542e-06
4.72727	3.02195	2.1633520000000003e-06	2.1633520000000003e-06
4.63636	3.02195	2.130212e-06	2.130212e-06
4.54545	3.02195	2.092206e-06	2.092206e-06
4.45455	3.02195	2.0486159999999998e-06	2.0486159999999998e-06
4.36364	3.02195	2.000791e-06	2.000791e-06
4.27273	3.02195	1.949263e-06	1.949263e-06
4.18183	3.02195	1.8964660000000003e-06	1.8964660000000003e-06
4.09092	3.02196	1.843842e-06	1.843842e-06
4.00001	3.02196	1.7889180000000002e-06	1.7889180000000002e-06
3.90911	3.02197	1.7335430000000001e-06	1.7335430000000001e-06
3.8182	3.02198	1.6817329999999998e-06	1.6817329999999998e-06
3.72729	3.02198	1.6333890000000002e-06	1.6333890000000002e-06
3.63639	3.02199	1.5886269999999998e-06	1.5886269999999998e-06
3.54548	3.022	1.545982e-06	1.545982e-06
3.45457	3.02201	1.5033609999999999e-06	1.5033609999999999e-06
3.36367	3.02203	1.460844e-06	1.460844e-06
3.27276	3.02204	1.419832e-06	1.419832e-06
3.18186	3.02206	1.3827279999999998e-06	1.3827279999999998e-06
3.09095	3.02207	1.348637e-06	1.348637e-06
3.00005	3.02209	1.3180150000000001e-06	1.3180150000000001e-06
2.90915	3.02211	1.292017e-06	1.292017e-06
2.81824	3.02214	1.269676e-06	1.269676e-06
2.72734	3.02216	1.247012e-06	1.247012e-06
2.63643	3.02219	1.223115e-06	1.223115e-06
2.54553	3.02222	1.200821e-06	1.200821e-06
2.45463	3.02225	1.180534e-06	1.180534e-06
2.36373	3.02228	1.162859e-06	1.162859e-06
2.27283	3.02231	1.1486080000000001e-06	1.1486080000000001e-06
2.18193	3.02235	1.137427e-06	1.137427e-06
2.09102	3.02239	1.1285170000000001e-06	1.1285170000000001e-06
2.00012	3.02243	1.122693e-06	1.122693e-06
1.90923	3.02247	1.1207569999999998e-06	1.1207569999999998e-06
1.81833	3.02251	1.1201979999999998e-06	1.1201979999999998e-06
1.72743	3.02256	1.1206720000000002e-06	1.1206720000000002e-06
1.63652	3.02261	1.123456e-06	1.123456e-06
1.54562	3.02266	1.127268e-06	1.127268e-06
1.4547	3.02271	1.131269e-06	1.131269e-06
1.36379	3.02276	1.135845e-06	1.135845e-06
1.27287	3.02282	1.142422e-06	1.142422e-06
1.18194	3.02288	1.150578e-06	1.150578e-06
1.09102	3.02293	1.160183e-06	1.160183e-06
1.00009	3.02299	1.171407e-06	1.171407e-06
0.909167	3.02305	1.182859e-06	1.182859e-06
0.81824	3.0231	1.194851e-06	1.194851e-06
0.727312	3.02316	1.208021e-06	1.208021e-06
0.636382	3.02322	1.223071e-06	1.223071e-06
0.545452	3.02327	1.2395199999999999e-06	1.2395199999999999e-06
0.454527	3.02332	1.257572e-06	1.257572e-06
0.363612	3.02337	1.278148e-06	1.278148e-06
0.272709	3.02341	1.3006e-06	1.3006e-06
0.181811	3.02344	1.325311e-06	1.325311e-06
0.0909091	3.02345	1.3519300000000001e-06	1.3519300000000001e-06
0.0	3.02345	1.3654289999999998e-06	1.3654289999999998e-06
9.0	3.01889	1.62516e-06	1.62516e-06
8.90909	3.01891	1.6484399999999998e-06	1.6484399999999998e-06
8.8182	3.01888	1.6916899999999998e-06	1.6916899999999998e-06
8.72731	3.01883	1.73379e-06	1.73379e-06
8.63641	3.01875	1.7771799999999998e-06	1.7771799999999998e-06
8.54549	3.01866	1.81955e-06	1.81955e-06
8.45456	3.01856	1.86225e-06	1.86225e-06
8.36361	3.01846	1.9046899999999999e-06	1.9046899999999999e-06
8.27266	3.01836	1.9458199999999998e-06	1.9458199999999998e-06
8.18172	3.01825	1.98594e-06	1.98594e-06
8.09077	3.01814	2.0260100000000004e-06	2.0260100000000004e-06
7.99983	3.01803	2.0655299999999995e-06	2.0655299999999995e-06
7.90889	3.01793	2.1024999999999998e-06	2.1024999999999998e-06
7.81795	3.01782	2.13672e-06	2.13672e-06
7.72701	3.01772	2.16805e-06	2.16805e-06
7.63608	3.01762	2.19708e-06	2.19708e-06
7.54515	3.01752	2.22588e-06	2.22588e-06
7.45424	3.01742	2.2557000000000003e-06	2.2557000000000003e-06
7.36333	3.01732	2.28535e-06	2.28535e-06
7.27243	3.01723	2.3129099999999998e-06	2.3129099999999998e-06
7.18154	3.01714	2.3402799999999997e-06	2.3402799999999997e-06
7.09065	3.01706	2.36949e-06	2.36949e-06
6.99976	3.01698	2.4008300000000004e-06	2.4008300000000004e-06
6.90886	3.0169	2.4315399999999998e-06	2.4315399999999998e-06
6.81797	3.01683	2.45918e-06	2.45918e-06
6.72708	3.01676	2.48508e-06	2.48508e-06
6.63618	3.01669	2.51147e-06	2.51147e-06
6.54529	3.01663	2.53835e-06	2.53835e-06
6.45439	3.01657	2.56456e-06	2.56456e-06
6.3635	3.01652	2.5881600000000002e-06	2.5881600000000002e-06
6.2726	3.01647	2.60713e-06	2.60713e-06
6.1817	3.01642	2.6240700000000004e-06	2.6240700000000004e-06
6.0908	3.01637	2.63851e-06	2.63851e-06
5.9999	3.01633	2.6486900000000003e-06	2.6486900000000003e-06
5.909	3.0163	2.6578e-06	2.6578e-06
5.8181	3.01626	2.66629e-06	2.66629e-06
5.7272	3.01623	2.6724199999999997e-06	2.6724199999999997e-06
5.6363	3.0162	2.67564e-06	2.67564e-06
5.5454	3.01618	2.67287e-06	2.67287e-06
5.45449	3.01616	2.66481e-06	2.66481e-06
5.36359	3.01614	2.65626e-06	2.65626e-06
5.27269	3.01612	2.6473e-06	2.6473e-06
5.18178	3.0161	2.6309499999999998e-06	2.6309499999999998e-06
5.09088	3.01609	2.6043099999999996e-06	2.6043099999999996e-06
4.99998	3.01608	2.56904e-06	2.56904e-06
4.90907	3.01607	2.5265399999999997e-06	2.5265399999999997e-06
4.81817	3.01606	2.47896e-06	2.47896e-06
4.72726	3.01605	2.42985e-06	2.42985e-06
4.63636	3.01605	2.3800400000000003e-06	2.3800400000000003e-06
4.54545	3.01605	2.32364e-06	2.32364e-06
4.45455	3.01605	2.26044e-06	2.26044e-06
4.36364	3.01605	2.19448e-06	2.19448e-06
4.27274	3.01605	2.12476e-06	2.12476e-06
4.18183	3.01606	2.05304e-06	2.05304e-06
4.09093	3.01607	1.9817799999999997e-06	1.9817799999999997e-06
4.00002	3.01608	1.9081700000000002e-06	1.9081700000000002e-06
3.90912	3.01609	1.83464e-06	1.83464e-06
3.81822	3.0161	1.76633e-06	1.76633e-06
3.72731	3.01612	1.7028000000000002e-06	1.7028000000000002e-06
3.63641	3.01614	1.6438399999999999e-06	1.6438399999999999e-06
3.54551	3.01616	1.5882e-06	1.5882e-06
3.4546	3.01618	1.5329900000000001e-06	1.5329900000000001e-06
3.3637	3.0162	1.47786e-06	1.47786e-06
3.2728	3.01623	1.42556e-06	1.42556e-06
3.1819	3.01626	1.3791799999999997e-06	1.3791799999999997e-06
3.091	3.01629	1.3379000000000001e-06	1.3379000000000001e-06
3.0001	3.01633	1.3018199999999999e-06	1.3018199999999999e-06
2.9092	3.01637	1.2712400000000003e-06	1.2712400000000003e-06
2.8183	3.01641	1.24456e-06	1.24456e-06
2.7274	3.01646	1.21785e-06	1.21785e-06
2.6365	3.01651	1.19136e-06	1.19136e-06
2.54561	3.01657	1.16799e-06	1.16799e-06
2.45471	3.01662	1.14807e-06	1.14807e-06
2.36382	3.01668	1.1313000000000003e-06	1.1313000000000003e-06
2.27292	3.01675	1.1183100000000002e-06	1.1183100000000002e-06
2.18203	3.01682	1.10936e-06	1.10936e-06
2.09114	3.01689	1.10471e-06	1.10471e-06
2.00024	3.01697	1.1055499999999997e-06	1.1055499999999997e-06
1.90935	3.01705	1.11023e-06	1.11023e-06
1.81846	3.01713	1.11752e-06	1.11752e-06
1.72757	3.01722	1.1268900000000001e-06	1.1268900000000001e-06
1.63667	3.01731	1.1383400000000002e-06	1.1383400000000002e-06
1.54576	3.01741	1.15128e-06	1.15128e-06
1.45485	3.01751	1.1643099999999999e-06	1.1643099999999999e-06
