Points:0	Points:1	abs_DELTA_TAU4	DELTA_TAU4
4.81818	3.032	1.04713e-32	-1.04713e-32
4.72727	3.032	1.40404e-30	-1.40404e-30
4.63636	3.032	1.85461e-30	1.85461e-30
4.54545	3.032	2.7052000000000002e-30	2.7052000000000002e-30
4.45455	3.032	2.7262600000000002e-30	-2.7262600000000002e-30
4.36364	3.032	2.93561e-30	-2.93561e-30
4.27273	3.032	6.52648e-31	6.52648e-31
4.18182	3.032	3.59048e-30	-3.59048e-30
4.09091	3.032	1.31239e-30	1.31239e-30
4.0	3.032	2.7518100000000004e-29	2.7518100000000004e-29
3.90909	3.032	1.89694e-29	1.89694e-29
3.81818	3.032	5.33734e-30	-5.33734e-30
3.72727	3.032	7.92141e-30	7.92141e-30
3.63636	3.032	1.00156e-29	1.00156e-29
3.54545	3.032	3.4688e-29	3.4688e-29
3.45455	3.032	3.1166100000000003e-30	3.1166100000000003e-30
3.36364	3.032	3.7524200000000003e-29	-3.7524200000000003e-29
3.27273	3.032	3.00894e-29	-3.00894e-29
3.18182	3.032	5.07091e-29	-5.07091e-29
3.09091	3.032	5.28992e-29	-5.28992e-29
3.0	3.032	2.11987e-29	-2.11987e-29
2.90909	3.032	3.02514e-30	3.02514e-30
2.81818	3.032	2.9428000000000003e-29	2.9428000000000003e-29
2.72727	3.032	2.93703e-29	2.93703e-29
2.63636	3.032	8.01343e-30	-8.01343e-30
2.54545	3.032	3.3594e-30	-3.3594e-30
2.45455	3.032	6.46767e-31	6.46767e-31
2.36364	3.032	1.26431e-30	1.26431e-30
2.27273	3.032	1.66199e-30	1.66199e-30
2.18182	3.032	1.1670700000000001e-30	-1.1670700000000001e-30
2.09091	3.032	4.87171e-30	4.87171e-30
2.0	3.032	2.15187e-30	-2.15187e-30
1.90909	3.032	3.19316e-30	-3.19316e-30
1.81818	3.032	7.05679e-30	7.05679e-30
1.72727	3.032	3.0471e-30	3.0471e-30
1.63636	3.032	1.8071399999999998e-31	1.8071399999999998e-31
1.54545	3.032	3.5128099999999997e-31	3.5128099999999997e-31
1.45455	3.032	8.17443e-31	-8.17443e-31
1.36364	3.032	2.15707e-30	-2.15707e-30
1.27273	3.032	5.02094e-31	5.02094e-31
1.18182	3.032	1.8517500000000002e-30	1.8517500000000002e-30
1.09091	3.032	4.0461000000000005e-31	-4.0461000000000005e-31
1.0	3.032	1.22443e-30	-1.22443e-30
0.909091	3.032	2.20728e-30	2.20728e-30
0.818182	3.032	6.45743e-30	6.45743e-30
0.727273	3.032	3.40593e-30	3.40593e-30
0.636364	3.032	3.50807e-30	3.50807e-30
0.545455	3.032	3.53339e-30	3.53339e-30
0.454545	3.032	8.108089999999999e-31	-8.108089999999999e-31
0.363636	3.032	7.628049999999999e-31	-7.628049999999999e-31
0.272727	3.032	5.37251e-31	-5.37251e-31
0.181818	3.032	5.94912e-31	-5.94912e-31
0.0909091	3.032	1.55493e-32	-1.55493e-32
0.0	3.032	1.3083600000000002e-32	-1.3083600000000002e-32
9.0	3.02782	4.39131e-32	-4.39131e-32
8.90909	3.02782	1.21828e-32	-1.21828e-32
8.81818	3.02782	1.6356700000000001e-29	-1.6356700000000001e-29
8.72728	3.02781	2.97896e-29	-2.97896e-29
8.63637	3.02779	2.92142e-29	-2.92142e-29
8.54546	3.02777	1.16402e-28	1.16402e-28
8.45455	3.02776	1.32021e-28	1.32021e-28
8.36363	3.02774	1.4360799999999999e-31	-1.4360799999999999e-31
8.27271	3.02772	4.24669e-28	4.24669e-28
8.1818	3.02769	4.33636e-28	4.33636e-28
8.09088	3.02767	2.1756400000000002e-28	2.1756400000000002e-28
7.99997	3.02765	2.7593e-29	2.7593e-29
7.90905	3.02763	3.6507500000000003e-28	3.6507500000000003e-28
7.81814	3.02761	3.11948e-28	3.11948e-28
7.72723	3.0276	7.560630000000001e-29	-7.560630000000001e-29
7.63631	3.02758	6.28706e-28	-6.28706e-28
7.5454	3.02756	2.8634300000000003e-28	-2.8634300000000003e-28
7.45449	3.02754	5.00629e-28	-5.00629e-28
7.36358	3.02752	9.7537e-28	-9.7537e-28
7.27268	3.02751	5.5441400000000005e-28	5.5441400000000005e-28
7.18177	3.02749	1.49096e-28	-1.49096e-28
7.09086	3.02747	5.69089e-28	-5.69089e-28
6.99996	3.02746	1.5138200000000001e-29	1.5138200000000001e-29
6.90905	3.02744	3.90672e-30	3.90672e-30
6.81815	3.02743	1.1888600000000002e-28	-1.1888600000000002e-28
6.72724	3.02742	3.2291300000000004e-28	-3.2291300000000004e-28
6.63633	3.0274	8.24778e-28	-8.24778e-28
6.54543	3.02739	1.3539400000000001e-28	-1.3539400000000001e-28
6.45452	3.02738	1.8031e-28	1.8031e-28
6.36361	3.02737	1.25706e-27	-1.25706e-27
6.27271	3.02736	6.23387e-28	6.23387e-28
6.1818	3.02735	1.1682099999999999e-27	1.1682099999999999e-27
6.09089	3.02735	1.54747e-28	1.54747e-28
5.99998	3.02734	5.10347e-28	5.10347e-28
5.90908	3.02733	3.9951400000000003e-28	3.9951400000000003e-28
5.81817	3.02733	4.314710000000001e-28	4.314710000000001e-28
5.72726	3.02732	6.51463e-29	6.51463e-29
5.63635	3.02732	4.90777e-28	4.90777e-28
5.54544	3.02731	1.3010199999999999e-27	1.3010199999999999e-27
5.45454	3.02731	2.7057300000000003e-28	2.7057300000000003e-28
5.36363	3.0273	5.296730000000001e-28	-5.296730000000001e-28
5.27272	3.0273	2.37e-32	2.37e-32
5.18181	3.0273	7.298750000000001e-29	7.298750000000001e-29
5.0909	3.0273	7.91441e-29	7.91441e-29
5.0	3.02729	8.53156e-29	8.53156e-29
4.90909	3.02729	7.84372e-29	7.84372e-29
4.81818	3.02729	2.07265e-28	-2.07265e-28
4.72727	3.02729	2.30749e-28	-2.30749e-28
4.63636	3.02729	4.2068500000000005e-29	-4.2068500000000005e-29
4.54545	3.02729	2.0587200000000002e-29	-2.0587200000000002e-29
4.45455	3.02729	2.27044e-29	2.27044e-29
4.36364	3.02729	6.38359e-30	6.38359e-30
4.27273	3.02729	2.55886e-30	-2.55886e-30
4.18182	3.02729	2.99019e-29	-2.99019e-29
4.09091	3.02729	6.19652e-29	6.19652e-29
4.0	3.02729	7.042230000000001e-29	-7.042230000000001e-29
3.9091	3.0273	2.24298e-28	-2.24298e-28
3.81819	3.0273	6.10449e-29	-6.10449e-29
3.72728	3.0273	4.1226400000000005e-28	4.1226400000000005e-28
3.63637	3.02731	7.65789e-28	7.65789e-28
3.54546	3.02731	1.28408e-28	1.28408e-28
3.45456	3.02731	2.77645e-29	-2.77645e-29
3.36365	3.02732	3.71659e-28	-3.71659e-28
3.27274	3.02732	3.46671e-28	-3.46671e-28
3.18183	3.02733	4.0203900000000004e-28	4.0203900000000004e-28
3.09092	3.02733	2.9457700000000003e-28	2.9457700000000003e-28
3.00002	3.02734	1.5838300000000001e-28	1.5838300000000001e-28
2.90911	3.02734	1.33983e-29	1.33983e-29
2.8182	3.02735	3.6163600000000003e-28	3.6163600000000003e-28
2.72729	3.02736	1.5557200000000002e-28	-1.5557200000000002e-28
2.63639	3.02737	5.937370000000001e-28	-5.937370000000001e-28
2.54548	3.02738	1.66527e-30	1.66527e-30
2.45457	3.02739	5.1439400000000005e-30	-5.1439400000000005e-30
2.36367	3.0274	1.08491e-29	-1.08491e-29
2.27276	3.02741	1.1179999999999999e-29	1.1179999999999999e-29
2.18185	3.02743	4.2501500000000004e-30	-4.2501500000000004e-30
2.09095	3.02744	9.74332e-29	-9.74332e-29
2.00004	3.02745	1.61244e-29	-1.61244e-29
1.90914	3.02747	1.32866e-29	-1.32866e-29
1.81823	3.02748	1.26848e-28	-1.26848e-28
1.72733	3.0275	4.7062100000000004e-29	-4.7062100000000004e-29
1.63642	3.02752	3.9051400000000004e-29	-3.9051400000000004e-29
1.54551	3.02754	9.996150000000001e-30	-9.996150000000001e-30
1.4546	3.02755	2.43286e-30	2.43286e-30
1.36369	3.02757	9.252000000000001e-30	-9.252000000000001e-30
1.27278	3.02759	2.0591800000000002e-29	-2.0591800000000002e-29
1.18186	3.02761	2.14839e-29	2.14839e-29
1.09095	3.02763	6.11811e-29	6.11811e-29
1.00003	3.02765	2.47432e-29	2.47432e-29
0.909117	3.02767	2.53174e-29	-2.53174e-29
0.818202	3.02769	3.60528e-29	-3.60528e-29
0.727287	3.02771	1.65363e-29	-1.65363e-29
0.63637	3.02773	6.720460000000001e-29	-6.720460000000001e-29
0.545454	3.02775	6.66803e-29	-6.66803e-29
0.454539	3.02777	7.71924e-30	-7.71924e-30
0.363628	3.02779	8.02921e-30	-8.02921e-30
0.272721	3.0278	5.44337e-30	-5.44337e-30
0.181815	3.02781	5.4240100000000004e-30	-5.4240100000000004e-30
0.0909091	3.02782	1.21549e-32	1.21549e-32
0.0	3.02782	4.97954e-32	4.97954e-32
9.0	3.02345	9.52983e-32	9.52983e-32
8.90909	3.02346	2.19938e-31	2.19938e-31
8.81819	3.02345	3.2715e-29	-3.2715e-29
8.72729	3.02342	1.3369500000000002e-28	-1.3369500000000002e-28
8.63639	3.02338	4.470490000000001e-28	-4.470490000000001e-28
8.54548	3.02333	7.4334300000000004e-28	-7.4334300000000004e-28
8.45455	3.02328	3.9731600000000004e-28	-3.9731600000000004e-28
8.36362	3.02322	8.27613e-31	-8.27613e-31
8.27269	3.02316	5.792500000000001e-29	-5.792500000000001e-29
8.18176	3.02311	1.5591699999999998e-27	-1.5591699999999998e-27
8.09084	3.02305	3.9607799999999996e-27	-3.9607799999999996e-27
7.99991	3.02299	4.0372299999999995e-27	-4.0372299999999995e-27
7.90899	3.02294	5.66368e-27	-5.66368e-27
7.81806	3.02288	6.37243e-27	-6.37243e-27
7.72714	3.02282	2.41209e-27	-2.41209e-27
7.63622	3.02277	2.29867e-27	2.29867e-27
7.5453	3.02272	8.43093e-27	8.43093e-27
7.45439	3.02267	1.01632e-26	1.01632e-26
7.36348	3.02262	9.34043e-27	9.34043e-27
7.27257	3.02257	9.71228e-27	9.71228e-27
7.18167	3.02252	5.62623e-27	5.62623e-27
7.09077	3.02248	1.2398e-27	1.2398e-27
6.99987	3.02243	7.411429999999999e-27	-7.411429999999999e-27
6.90897	3.02239	1.54191e-26	-1.54191e-26
6.81807	3.02235	1.08442e-26	-1.08442e-26
6.72717	3.02232	3.13127e-27	-3.13127e-27
6.63627	3.02228	4.06395e-27	-4.06395e-27
6.54537	3.02225	4.8747e-27	4.8747e-27
6.45447	3.02222	4.6192799999999996e-27	4.6192799999999996e-27
6.36356	3.02219	1.63845e-27	-1.63845e-27
6.27266	3.02216	3.2274599999999998e-27	-3.2274599999999998e-27
6.18176	3.02214	4.1694e-27	-4.1694e-27
6.09085	3.02212	8.3401e-27	8.3401e-27
5.99995	3.02209	5.69345e-27	5.69345e-27
5.90905	3.02208	2.1028899999999997e-27	-2.1028899999999997e-27
5.81814	3.02206	7.91968e-27	-7.91968e-27
5.72724	3.02204	7.08282e-27	-7.08282e-27
5.63633	3.02203	2.84305e-27	-2.84305e-27
5.54542	3.02201	5.06166e-27	-5.06166e-27
5.45452	3.022	3.18971e-27	-3.18971e-27
5.36361	3.02199	7.365690000000001e-28	-7.365690000000001e-28
5.27271	3.02198	4.14953e-30	4.14953e-30
5.1818	3.02198	1.26619e-28	-1.26619e-28
5.09089	3.02197	9.27797e-29	-9.27797e-29
4.99999	3.02196	1.04739e-27	1.04739e-27
4.90908	3.02196	9.84597e-28	9.84597e-28
4.81817	3.02195	7.419170000000001e-28	7.419170000000001e-28
4.72727	3.02195	8.59459e-28	8.59459e-28
4.63636	3.02195	7.248390000000001e-28	-7.248390000000001e-28
4.54545	3.02195	7.86263e-28	-7.86263e-28
4.45455	3.02195	2.44188e-28	2.44188e-28
4.36364	3.02195	1.8236600000000002e-28	1.8236600000000002e-28
4.27273	3.02195	1.53964e-28	-1.53964e-28
4.18183	3.02195	3.66094e-28	3.66094e-28
4.09092	3.02196	2.02683e-27	2.02683e-27
4.00001	3.02196	5.06939e-28	-5.06939e-28
3.90911	3.02197	1.57189e-27	-1.57189e-27
3.8182	3.02198	6.78632e-28	6.78632e-28
3.72729	3.02198	2.1131000000000002e-27	-2.1131000000000002e-27
3.63639	3.02199	3.41867e-27	-3.41867e-27
3.54548	3.022	4.0263000000000004e-27	-4.0263000000000004e-27
3.45457	3.02201	1.941e-28	1.941e-28
3.36367	3.02203	5.1249499999999994e-27	5.1249499999999994e-27
3.27276	3.02204	4.0336799999999995e-27	4.0336799999999995e-27
3.18186	3.02206	4.6730499999999996e-27	4.6730499999999996e-27
3.09095	3.02207	5.18122e-27	5.18122e-27
3.00005	3.02209	2.2175899999999998e-27	-2.2175899999999998e-27
2.90915	3.02211	4.3904e-27	-4.3904e-27
2.81824	3.02214	4.34264e-27	-4.34264e-27
2.72734	3.02216	3.1209599999999997e-27	-3.1209599999999997e-27
2.63643	3.02219	1.9243499999999998e-27	1.9243499999999998e-27
2.54553	3.02222	4.63237e-28	4.63237e-28
2.45463	3.02225	1.49851e-28	1.49851e-28
2.36373	3.02228	1.9183499999999998e-27	1.9183499999999998e-27
2.27283	3.02231	1.81175e-27	1.81175e-27
2.18193	3.02235	3.34757e-29	-3.34757e-29
2.09102	3.02239	3.0913000000000004e-29	-3.0913000000000004e-29
2.00012	3.02243	1.7956100000000001e-28	1.7956100000000001e-28
1.90923	3.02247	2.54001e-28	2.54001e-28
1.81833	3.02251	1.49601e-28	-1.49601e-28
1.72743	3.02256	5.93335e-29	-5.93335e-29
1.63652	3.02261	1.37071e-28	1.37071e-28
1.54562	3.02266	1.53473e-29	1.53473e-29
1.4547	3.02271	3.0159999999999996e-29	3.0159999999999996e-29
1.36379	3.02276	1.6053700000000002e-28	1.6053700000000002e-28
1.27287	3.02282	1.4181200000000001e-28	1.4181200000000001e-28
1.18194	3.02288	8.252730000000001e-29	-8.252730000000001e-29
1.09102	3.02293	3.44658e-28	-3.44658e-28
1.00009	3.02299	4.7792700000000005e-29	-4.7792700000000005e-29
0.909167	3.02305	6.36963e-29	6.36963e-29
0.81824	3.0231	4.733920000000001e-28	-4.733920000000001e-28
0.727312	3.02316	1.37525e-28	-1.37525e-28
0.636382	3.02322	1.9395800000000002e-28	1.9395800000000002e-28
0.545452	3.02327	9.83861e-30	-9.83861e-30
0.454527	3.02332	2.0717200000000003e-28	2.0717200000000003e-28
0.363612	3.02337	2.0663300000000003e-28	2.0663300000000003e-28
0.272709	3.02341	1.7036e-29	1.7036e-29
0.181811	3.02344	1.75096e-29	1.75096e-29
0.0909091	3.02345	5.44685e-31	5.44685e-31
0.0	3.02345	5.081e-31	5.081e-31
9.0	3.01889	1.87777e-31	1.87777e-31
8.90909	3.01891	3.01163e-31	3.01163e-31
8.8182	3.01888	5.916190000000001e-28	5.916190000000001e-28
8.72731	3.01883	1.67474e-27	1.67474e-27
8.63641	3.01875	6.30597e-28	-6.30597e-28
8.54549	3.01866	1.07816e-27	-1.07816e-27
8.45456	3.01856	6.35896e-28	6.35896e-28
8.36361	3.01846	6.24568e-27	-6.24568e-27
8.27266	3.01836	2.2800999999999998e-26	-2.2800999999999998e-26
8.18172	3.01825	1.36787e-26	-1.36787e-26
8.09077	3.01814	7.910539999999999e-27	7.910539999999999e-27
7.99983	3.01803	2.25492e-26	2.25492e-26
7.90889	3.01793	2.36411e-26	2.36411e-26
7.81795	3.01782	1.06625e-26	1.06625e-26
7.72701	3.01772	1.4726400000000002e-26	-1.4726400000000002e-26
7.63608	3.01762	6.074450000000001e-28	6.074450000000001e-28
7.54515	3.01752	4.70898e-27	4.70898e-27
7.45424	3.01742	1.66896e-26	1.66896e-26
7.36333	3.01732	1.64874e-26	1.64874e-26
7.27243	3.01723	1.11058e-26	1.11058e-26
7.18154	3.01714	2.9269e-26	2.9269e-26
7.09065	3.01706	3.57069e-27	3.57069e-27
6.99976	3.01698	1.3347200000000002e-26	1.3347200000000002e-26
6.90886	3.0169	4.50277e-26	4.50277e-26
6.81797	3.01683	4.0636200000000003e-26	4.0636200000000003e-26
6.72708	3.01676	1.60502e-26	-1.60502e-26
6.63618	3.01669	1.27642e-26	-1.27642e-26
6.54529	3.01663	3.48339e-26	-3.48339e-26
6.45439	3.01657	6.1021699999999994e-27	-6.1021699999999994e-27
6.3635	3.01652	7.21307e-26	7.21307e-26
6.2726	3.01647	2.4437999999999998e-26	2.4437999999999998e-26
6.1817	3.01642	3.72208e-27	-3.72208e-27
6.0908	3.01637	4.94274e-27	-4.94274e-27
5.9999	3.01633	1.10363e-26	-1.10363e-26
5.909	3.0163	2.0545900000000002e-26	-2.0545900000000002e-26
5.8181	3.01626	9.53543e-27	9.53543e-27
5.7272	3.01623	2.87587e-26	2.87587e-26
5.6363	3.0162	3.7367300000000004e-26	-3.7367300000000004e-26
5.5454	3.01618	4.1215100000000003e-26	-4.1215100000000003e-26
5.45449	3.01616	1.04476e-26	1.04476e-26
5.36359	3.01614	4.5999599999999994e-27	4.5999599999999994e-27
5.27269	3.01612	9.97116e-27	-9.97116e-27
5.18178	3.0161	2.00601e-27	-2.00601e-27
5.09088	3.01609	9.63669e-29	-9.63669e-29
4.99998	3.01608	3.46283e-28	-3.46283e-28
4.90907	3.01607	1.6575000000000002e-27	-1.6575000000000002e-27
4.81817	3.01606	3.70379e-28	3.70379e-28
4.72726	3.01605	9.82297e-28	9.82297e-28
4.63636	3.01605	2.57077e-28	-2.57077e-28
4.54545	3.01605	1.28677e-28	-1.28677e-28
4.45455	3.01605	4.35457e-28	-4.35457e-28
4.36364	3.01605	1.5291100000000002e-28	-1.5291100000000002e-28
4.27274	3.01605	4.64009e-27	-4.64009e-27
4.18183	3.01606	4.4540499999999996e-27	-4.4540499999999996e-27
4.09093	3.01607	2.4590899999999997e-27	-2.4590899999999997e-27
4.00002	3.01608	8.53697e-27	8.53697e-27
3.90912	3.01609	1.16477e-26	1.16477e-26
3.81822	3.0161	8.39391e-27	8.39391e-27
3.72731	3.01612	1.4705699999999999e-27	-1.4705699999999999e-27
3.63641	3.01614	1.78321e-26	-1.78321e-26
3.54551	3.01616	9.28783e-27	9.28783e-27
3.4546	3.01618	2.8677e-26	2.8677e-26
3.3637	3.0162	2.59063e-26	2.59063e-26
3.2728	3.01623	9.464959999999999e-27	9.464959999999999e-27
3.1819	3.01626	5.23755e-27	5.23755e-27
3.091	3.01629	8.6316e-27	8.6316e-27
3.0001	3.01633	2.15937e-26	2.15937e-26
2.9092	3.01637	2.24977e-26	2.24977e-26
2.8183	3.01641	2.95862e-26	-2.95862e-26
2.7274	3.01646	1.4522e-26	-1.4522e-26
2.6365	3.01651	1.59657e-26	1.59657e-26
2.54561	3.01657	1.33661e-27	1.33661e-27
2.45471	3.01662	7.1088e-27	-7.1088e-27
2.36382	3.01668	1.21446e-26	-1.21446e-26
2.27292	3.01675	4.726e-27	-4.726e-27
2.18203	3.01682	3.3078700000000003e-28	3.3078700000000003e-28
2.09114	3.01689	9.1402e-27	9.1402e-27
2.00024	3.01697	6.0536299999999996e-27	6.0536299999999996e-27
1.90935	3.01705	2.7610199999999998e-27	-2.7610199999999998e-27
1.81846	3.01713	9.75917e-28	9.75917e-28
1.72757	3.01722	1.24995e-27	1.24995e-27
1.63667	3.01731	1.3611e-27	1.3611e-27
1.54576	3.01741	3.22634e-28	3.22634e-28
1.45485	3.01751	1.25013e-28	-1.25013e-28
1.36393	3.01761	2.5515700000000004e-28	-2.5515700000000004e-28
1.27299	3.01771	3.1823999999999998e-28	-3.1823999999999998e-28
1.18206	3.01782	9.068730000000001e-28	-9.068730000000001e-28
1.09112	3.01792	1.34241e-27	-1.34241e-27
1.00017	3.01803	9.20632e-28	-9.20632e-28
0.909235	3.01814	2.27005e-29	-2.27005e-29
0.818292	3.01824	1.03792e-27	1.03792e-27
0.727347	3.01835	1.1177000000000001e-27	-1.1177000000000001e-27
0.636398	3.01845	4.15887e-28	-4.15887e-28
0.54545	3.01855	1.40926e-27	1.40926e-27
0.454512	3.01865	3.6790000000000003e-28	-3.6790000000000003e-28
0.363591	3.01873	2.09109e-28	2.09109e-28
0.272693	3.01881	5.928510000000001e-28	5.928510000000001e-28
0.181804	3.01886	2.1658e-29	2.1658e-29
0.0909091	3.01889	4.87036e-31	4.87036e-31
0.0	3.01889	3.84284e-31	3.84284e-31
9.0	3.01413	5.19417e-32	5.19417e-32
8.90909	3.01415	5.38411e-28	5.38411e-28
8.8182	3.0141	1.17011e-27	1.17011e-27
8.72733	3.01403	4.01349e-27	4.01349e-27
8.63644	3.01391	1.85738e-26	1.85738e-26
8.54552	3.01377	1.42903e-26	1.42903e-26
8.45457	3.01362	1.21512e-26	-1.21512e-26
8.3636	3.01346	4.1578799999999995e-27	-4.1578799999999995e-27
8.27262	3.01329	1.9817600000000002e-26	1.9817600000000002e-26
8.18165	3.01313	3.4212e-26	3.4212e-26
8.09069	3.01296	2.2925999999999998e-26	2.2925999999999998e-26
7.99973	3.01279	6.60557e-27	-6.60557e-27
7.90877	3.01263	2.06494e-26	2.06494e-26
7.81781	3.01246	3.7672400000000003e-26	3.7672400000000003e-26
7.72686	3.0123	6.335e-26	6.335e-26
7.63591	3.01214	8.154960000000001e-26	8.154960000000001e-26
7.54497	3.01198	2.15113e-26	2.15113e-26
7.45405	3.01182	3.2435e-26	-3.2435e-26
7.36315	3.01168	9.55369e-26	-9.55369e-26
7.27225	3.01153	1.11356e-25	-1.11356e-25
7.18137	3.01139	1.6815099999999999e-25	-1.6815099999999999e-25
7.09049	3.01126	1.2463e-25	-1.2463e-25
6.99961	3.01113	8.89443e-26	8.89443e-26
6.90872	3.01101	1.61973e-25	1.61973e-25
6.81784	3.01089	8.652670000000001e-26	8.652670000000001e-26
6.72696	3.01078	3.07254e-26	3.07254e-26
6.63607	3.01067	2.9036999999999997e-26	2.9036999999999997e-26
6.54519	3.01058	1.85738e-25	-1.85738e-25
