Points:0	Points:1	abs_DELTA_TAU0	DELTA_TAU0
8.63636	3.032	1.0855050000000002e-06	1.0855050000000002e-06
8.54545	3.032	1.085337e-06	1.085337e-06
8.45455	3.032	1.0852055e-06	1.0852055e-06
8.36364	3.032	1.0848755e-06	1.0848755e-06
8.27273	3.032	1.0846426e-06	1.0846426e-06
8.18182	3.032	1.084177e-06	1.084177e-06
8.09091	3.032	1.0831579e-06	1.0831579e-06
8.0	3.032	1.0820014e-06	1.0820014e-06
7.90909	3.032	1.0811659999999998e-06	1.0811659999999998e-06
7.81818	3.032	1.0805462e-06	1.0805462e-06
7.72727	3.032	1.0798021e-06	1.0798021e-06
7.63636	3.032	1.0794846e-06	1.0794846e-06
7.54545	3.032	1.0809878e-06	1.0809878e-06
7.45455	3.032	1.0833403000000001e-06	1.0833403000000001e-06
7.36364	3.032	1.0870456e-06	1.0870456e-06
7.27273	3.032	1.0925514e-06	1.0925514e-06
7.18182	3.032	1.0981763e-06	1.0981763e-06
7.09091	3.032	1.1041074e-06	1.1041074e-06
7.0	3.032	1.1094397e-06	1.1094397e-06
6.90909	3.032	1.1171152999999999e-06	1.1171152999999999e-06
6.81818	3.032	1.1283791e-06	1.1283791e-06
6.72727	3.032	1.1399191e-06	1.1399191e-06
6.63636	3.032	1.1487337e-06	1.1487337e-06
6.54545	3.032	1.1569753e-06	1.1569753e-06
6.45455	3.032	1.165568e-06	1.165568e-06
6.36364	3.032	1.1739059999999998e-06	1.1739059999999998e-06
6.27273	3.032	1.182156e-06	1.182156e-06
6.18182	3.032	1.1914700000000002e-06	1.1914700000000002e-06
6.09091	3.032	1.201659e-06	1.201659e-06
6.0	3.032	1.210758e-06	1.210758e-06
5.90909	3.032	1.22178e-06	1.22178e-06
5.81818	3.032	1.2325699999999999e-06	1.2325699999999999e-06
5.72727	3.032	1.240065e-06	1.240065e-06
5.63636	3.032	1.2453520000000001e-06	1.2453520000000001e-06
5.54545	3.032	1.252506e-06	1.252506e-06
5.45455	3.032	1.261133e-06	1.261133e-06
5.36364	3.032	1.268856e-06	1.268856e-06
5.27273	3.032	1.277874e-06	1.277874e-06
5.18182	3.032	1.2855389999999998e-06	1.2855389999999998e-06
5.09091	3.032	1.289593e-06	1.289593e-06
5.0	3.032	1.292487e-06	1.292487e-06
4.90909	3.032	1.2935719999999999e-06	1.2935719999999999e-06
4.81818	3.032	1.290591e-06	1.290591e-06
4.72727	3.032	1.284953e-06	1.284953e-06
4.63636	3.032	1.279555e-06	1.279555e-06
4.54545	3.032	1.2736119999999999e-06	1.2736119999999999e-06
4.45455	3.032	1.26394e-06	1.26394e-06
4.36364	3.032	1.250786e-06	1.250786e-06
4.27273	3.032	1.238015e-06	1.238015e-06
4.18182	3.032	1.226569e-06	1.226569e-06
4.09091	3.032	1.215032e-06	1.215032e-06
4.0	3.032	1.203813e-06	1.203813e-06
3.90909	3.032	1.193781e-06	1.193781e-06
3.81818	3.032	1.183986e-06	1.183986e-06
3.72727	3.032	1.173688e-06	1.173688e-06
3.63636	3.032	1.1634680000000001e-06	1.1634680000000001e-06
3.54545	3.032	1.1513139999999998e-06	1.1513139999999998e-06
3.45455	3.032	1.139584e-06	1.139584e-06
3.36364	3.032	1.1308389999999998e-06	1.1308389999999998e-06
3.27273	3.032	1.123251e-06	1.123251e-06
3.18182	3.032	1.116851e-06	1.116851e-06
3.09091	3.032	1.109838e-06	1.109838e-06
3.0	3.032	1.105376e-06	1.105376e-06
2.90909	3.032	1.105953e-06	1.105953e-06
2.81818	3.032	1.106089e-06	1.106089e-06
2.72727	3.032	1.106686e-06	1.106686e-06
2.63636	3.032	1.10811e-06	1.10811e-06
2.54545	3.032	1.1101221e-06	1.1101221e-06
2.45455	3.032	1.1126537000000001e-06	1.1126537000000001e-06
2.36364	3.032	1.115776e-06	1.115776e-06
2.27273	3.032	1.11895e-06	1.11895e-06
2.18182	3.032	1.119284e-06	1.119284e-06
2.09091	3.032	1.1201948e-06	1.1201948e-06
2.0	3.032	1.1202611e-06	1.1202611e-06
1.90909	3.032	1.1177461e-06	1.1177461e-06
1.81818	3.032	1.1145725e-06	1.1145725e-06
1.72727	3.032	1.1124416e-06	1.1124416e-06
1.63636	3.032	1.1095481000000001e-06	1.1095481000000001e-06
1.54545	3.032	1.1048824e-06	1.1048824e-06
1.45455	3.032	1.1009003999999999e-06	1.1009003999999999e-06
1.36364	3.032	1.0987236e-06	1.0987236e-06
1.27273	3.032	1.098758e-06	1.098758e-06
1.18182	3.032	1.099636e-06	1.099636e-06
1.09091	3.032	1.1002144e-06	1.1002144e-06
1.0	3.032	1.1001814000000002e-06	1.1001814000000002e-06
0.909091	3.032	1.0999089e-06	1.0999089e-06
0.818182	3.032	1.0995420000000001e-06	1.0995420000000001e-06
0.727273	3.032	1.0990124e-06	1.0990124e-06
0.636364	3.032	1.0982478e-06	1.0982478e-06
0.545455	3.032	1.0973821999999999e-06	1.0973821999999999e-06
0.454545	3.032	1.0964929e-06	1.0964929e-06
0.363636	3.032	1.0951609999999999e-06	1.0951609999999999e-06
0.272727	3.032	1.0944262e-06	1.0944262e-06
0.181818	3.032	1.0939251e-06	1.0939251e-06
0.0909091	3.032	1.0927131e-06	1.0927131e-06
0.0	3.032	1.0921003e-06	1.0921003e-06
9.0	3.02782	3.054084e-06	3.054084e-06
8.90909	3.02782	3.048073e-06	3.048073e-06
8.81818	3.02782	3.038948e-06	3.038948e-06
8.72728	3.02781	3.033131e-06	3.033131e-06
8.63637	3.02779	3.029921e-06	3.029921e-06
8.54546	3.02777	3.031167e-06	3.031167e-06
8.45455	3.02776	3.032368e-06	3.032368e-06
8.36363	3.02774	3.0332129999999998e-06	3.0332129999999998e-06
8.27271	3.02772	3.035972e-06	3.035972e-06
8.1818	3.02769	3.038384e-06	3.038384e-06
8.09088	3.02767	3.040077e-06	3.040077e-06
7.99997	3.02765	3.04176e-06	3.04176e-06
7.90905	3.02763	3.0426999999999997e-06	3.0426999999999997e-06
7.81814	3.02761	3.044368e-06	3.044368e-06
7.72723	3.0276	3.0479680000000003e-06	3.0479680000000003e-06
7.63631	3.02758	3.050736e-06	3.050736e-06
7.5454	3.02756	3.056817e-06	3.056817e-06
7.45449	3.02754	3.0661319999999998e-06	3.0661319999999998e-06
7.36358	3.02752	3.078309e-06	3.078309e-06
7.27268	3.02751	3.092623e-06	3.092623e-06
7.18177	3.02749	3.1061279999999997e-06	3.1061279999999997e-06
7.09086	3.02747	3.1216199999999996e-06	3.1216199999999996e-06
6.99996	3.02746	3.138855e-06	3.138855e-06
6.90905	3.02744	3.1613980000000003e-06	3.1613980000000003e-06
6.81815	3.02743	3.1884859999999997e-06	3.1884859999999997e-06
6.72724	3.02742	3.216569e-06	3.216569e-06
6.63633	3.0274	3.241503e-06	3.241503e-06
6.54543	3.02739	3.2634839999999997e-06	3.2634839999999997e-06
6.45452	3.02738	3.285438e-06	3.285438e-06
6.36361	3.02737	3.3071889999999998e-06	3.3071889999999998e-06
6.27271	3.02736	3.328943e-06	3.328943e-06
6.1818	3.02735	3.3507210000000003e-06	3.3507210000000003e-06
6.09089	3.02735	3.3746160000000003e-06	3.3746160000000003e-06
5.99998	3.02734	3.3985649999999996e-06	3.3985649999999996e-06
5.90908	3.02733	3.4228530000000005e-06	3.4228530000000005e-06
5.81817	3.02733	3.4464389999999997e-06	3.4464389999999997e-06
5.72726	3.02732	3.4651339999999997e-06	3.4651339999999997e-06
5.63635	3.02732	3.480119e-06	3.480119e-06
5.54544	3.02731	3.4966240000000004e-06	3.4966240000000004e-06
5.45454	3.02731	3.5165360000000003e-06	3.5165360000000003e-06
5.36363	3.0273	3.5358759999999997e-06	3.5358759999999997e-06
5.27272	3.0273	3.556829e-06	3.556829e-06
5.18181	3.0273	3.57492e-06	3.57492e-06
5.0909	3.0273	3.58502e-06	3.58502e-06
5.0	3.02729	3.5903200000000003e-06	3.5903200000000003e-06
4.90909	3.02729	3.591658e-06	3.591658e-06
4.81818	3.02729	3.5847130000000003e-06	3.5847130000000003e-06
4.72727	3.02729	3.56936e-06	3.56936e-06
4.63636	3.02729	3.553759e-06	3.553759e-06
4.54545	3.02729	3.5376170000000005e-06	3.5376170000000005e-06
4.45455	3.02729	3.5137909999999997e-06	3.5137909999999997e-06
4.36364	3.02729	3.4803429999999997e-06	3.4803429999999997e-06
4.27273	3.02729	3.4458220000000003e-06	3.4458220000000003e-06
4.18182	3.02729	3.4149009999999995e-06	3.4149009999999995e-06
4.09091	3.02729	3.3840200000000003e-06	3.3840200000000003e-06
4.0	3.02729	3.355604e-06	3.355604e-06
3.9091	3.0273	3.330055e-06	3.330055e-06
3.81819	3.0273	3.305141e-06	3.305141e-06
3.72728	3.0273	3.2792830000000003e-06	3.2792830000000003e-06
3.63637	3.02731	3.2535639999999995e-06	3.2535639999999995e-06
3.54546	3.02731	3.2274969999999997e-06	3.2274969999999997e-06
3.45456	3.02731	3.2026109999999997e-06	3.2026109999999997e-06
3.36365	3.02732	3.1831470000000003e-06	3.1831470000000003e-06
3.27274	3.02732	3.1679480000000003e-06	3.1679480000000003e-06
3.18183	3.02733	3.158584e-06	3.158584e-06
3.09092	3.02733	3.153516e-06	3.153516e-06
3.00002	3.02734	3.1567839999999996e-06	3.1567839999999996e-06
2.90911	3.02734	3.169317e-06	3.169317e-06
2.8182	3.02735	3.186113e-06	3.186113e-06
2.72729	3.02736	3.206417e-06	3.206417e-06
2.63639	3.02737	3.227919e-06	3.227919e-06
2.54548	3.02738	3.251625e-06	3.251625e-06
2.45457	3.02739	3.276835e-06	3.276835e-06
2.36367	3.0274	3.302544e-06	3.302544e-06
2.27276	3.02741	3.324311e-06	3.324311e-06
2.18185	3.02743	3.339746e-06	3.339746e-06
2.09095	3.02744	3.351707e-06	3.351707e-06
2.00004	3.02745	3.357367e-06	3.357367e-06
1.90914	3.02747	3.358808e-06	3.358808e-06
1.81823	3.02748	3.354021e-06	3.354021e-06
1.72733	3.0275	3.345442e-06	3.345442e-06
1.63642	3.02752	3.3360949999999998e-06	3.3360949999999998e-06
1.54551	3.02754	3.32163e-06	3.32163e-06
1.4546	3.02755	3.3064829999999998e-06	3.3064829999999998e-06
1.36369	3.02757	3.292793e-06	3.292793e-06
1.27278	3.02759	3.281802e-06	3.281802e-06
1.18186	3.02761	3.271839e-06	3.271839e-06
1.09095	3.02763	3.259143e-06	3.259143e-06
1.00003	3.02765	3.24515e-06	3.24515e-06
0.909117	3.02767	3.229927e-06	3.229927e-06
0.818202	3.02769	3.213438e-06	3.213438e-06
0.727287	3.02771	3.195486e-06	3.195486e-06
0.63637	3.02773	3.177998e-06	3.177998e-06
0.545454	3.02775	3.159571e-06	3.159571e-06
0.454539	3.02777	3.14039e-06	3.14039e-06
0.363628	3.02779	3.121719e-06	3.121719e-06
0.272721	3.0278	3.1027379999999997e-06	3.1027379999999997e-06
0.181815	3.02781	3.087303e-06	3.087303e-06
0.0909091	3.02782	3.0738569999999998e-06	3.0738569999999998e-06
0.0	3.02782	3.066624e-06	3.066624e-06
9.0	3.02345	5.949474e-06	5.949474e-06
8.90909	3.02346	5.931309e-06	5.931309e-06
8.81819	3.02345	5.900456e-06	5.900456e-06
8.72729	3.02342	5.878475e-06	5.878475e-06
8.63639	3.02338	5.86382e-06	5.86382e-06
8.54548	3.02333	5.857286e-06	5.857286e-06
8.45455	3.02328	5.854674e-06	5.854674e-06
8.36362	3.02322	5.853698e-06	5.853698e-06
8.27269	3.02316	5.854456e-06	5.854456e-06
8.18176	3.02311	5.855132e-06	5.855132e-06
8.09084	3.02305	5.857962e-06	5.857962e-06
7.99991	3.02299	5.862103000000001e-06	5.862103000000001e-06
7.90899	3.02294	5.865181e-06	5.865181e-06
7.81806	3.02288	5.870305999999999e-06	5.870305999999999e-06
7.72714	3.02282	5.878611999999999e-06	5.878611999999999e-06
7.63622	3.02277	5.887022e-06	5.887022e-06
7.5453	3.02272	5.897653e-06	5.897653e-06
7.45439	3.02267	5.91329e-06	5.91329e-06
7.36348	3.02262	5.9343300000000005e-06	5.9343300000000005e-06
7.27257	3.02257	5.95759e-06	5.95759e-06
7.18167	3.02252	5.98193e-06	5.98193e-06
7.09077	3.02248	6.00981e-06	6.00981e-06
6.99987	3.02243	6.04335e-06	6.04335e-06
6.90897	3.02239	6.0864e-06	6.0864e-06
6.81807	3.02235	6.13518e-06	6.13518e-06
6.72717	3.02232	6.1843e-06	6.1843e-06
6.63627	3.02228	6.2309e-06	6.2309e-06
6.54537	3.02225	6.2726299999999994e-06	6.2726299999999994e-06
6.45447	3.02222	6.3147e-06	6.3147e-06
6.36356	3.02219	6.357e-06	6.357e-06
6.27266	3.02216	6.396019999999999e-06	6.396019999999999e-06
6.18176	3.02214	6.43592e-06	6.43592e-06
6.09085	3.02212	6.47849e-06	6.47849e-06
5.99995	3.02209	6.52235e-06	6.52235e-06
5.90905	3.02208	6.5665699999999995e-06	6.5665699999999995e-06
5.81814	3.02206	6.607560000000001e-06	6.607560000000001e-06
5.72724	3.02204	6.64342e-06	6.64342e-06
5.63633	3.02203	6.677310000000001e-06	6.677310000000001e-06
5.54542	3.02201	6.71145e-06	6.71145e-06
5.45452	3.022	6.75021e-06	6.75021e-06
5.36361	3.02199	6.79128e-06	6.79128e-06
5.27271	3.02198	6.834799999999999e-06	6.834799999999999e-06
5.1818	3.02198	6.874269999999999e-06	6.874269999999999e-06
5.09089	3.02197	6.90018e-06	6.90018e-06
4.99999	3.02196	6.9131800000000004e-06	6.9131800000000004e-06
4.90908	3.02196	6.9201899999999996e-06	6.9201899999999996e-06
4.81817	3.02195	6.91748e-06	6.91748e-06
4.72727	3.02195	6.9026799999999994e-06	6.9026799999999994e-06
4.63636	3.02195	6.8858e-06	6.8858e-06
4.54545	3.02195	6.8662000000000004e-06	6.8662000000000004e-06
4.45455	3.02195	6.83642e-06	6.83642e-06
4.36364	3.02195	6.790240000000001e-06	6.790240000000001e-06
4.27273	3.02195	6.7357100000000004e-06	6.7357100000000004e-06
4.18183	3.02195	6.686300000000001e-06	6.686300000000001e-06
4.09092	3.02196	6.6418e-06	6.6418e-06
4.00001	3.02196	6.6043599999999996e-06	6.6043599999999996e-06
3.90911	3.02197	6.57015e-06	6.57015e-06
3.8182	3.02198	6.53296e-06	6.53296e-06
3.72729	3.02198	6.491629999999999e-06	6.491629999999999e-06
3.63639	3.02199	6.450390000000001e-06	6.450390000000001e-06
3.54548	3.022	6.413939999999999e-06	6.413939999999999e-06
3.45457	3.02201	6.380240000000001e-06	6.380240000000001e-06
3.36367	3.02203	6.35329e-06	6.35329e-06
3.27276	3.02204	6.334680000000001e-06	6.334680000000001e-06
3.18186	3.02206	6.328749999999999e-06	6.328749999999999e-06
3.09095	3.02207	6.335270000000001e-06	6.335270000000001e-06
3.00005	3.02209	6.35707e-06	6.35707e-06
2.90915	3.02211	6.395850000000001e-06	6.395850000000001e-06
2.81824	3.02214	6.44968e-06	6.44968e-06
2.72734	3.02216	6.5117799999999995e-06	6.5117799999999995e-06
2.63643	3.02219	6.57813e-06	6.57813e-06
2.54553	3.02222	6.6513e-06	6.6513e-06
2.45463	3.02225	6.72738e-06	6.72738e-06
2.36373	3.02228	6.802699999999999e-06	6.802699999999999e-06
2.27283	3.02231	6.87052e-06	6.87052e-06
2.18193	3.02235	6.927111000000001e-06	6.927111000000001e-06
2.09102	3.02239	6.968441e-06	6.968441e-06
2.00012	3.02243	6.992844e-06	6.992844e-06
1.90923	3.02247	7.006083000000001e-06	7.006083000000001e-06
1.81833	3.02251	7.002851e-06	7.002851e-06
1.72743	3.02256	6.985041e-06	6.985041e-06
1.63652	3.02261	6.960786e-06	6.960786e-06
1.54562	3.02266	6.92812e-06	6.92812e-06
1.4547	3.02271	6.887646e-06	6.887646e-06
1.36379	3.02276	6.84165e-06	6.84165e-06
1.27287	3.02282	6.797651e-06	6.797651e-06
1.18194	3.02288	6.75084e-06	6.75084e-06
1.09102	3.02293	6.697467e-06	6.697467e-06
1.00009	3.02299	6.643472e-06	6.643472e-06
0.909167	3.02305	6.5867e-06	6.5867e-06
0.81824	3.0231	6.525958999999999e-06	6.525958999999999e-06
0.727312	3.02316	6.460212e-06	6.460212e-06
0.636382	3.02322	6.393296e-06	6.393296e-06
0.545452	3.02327	6.3233189999999996e-06	6.3233189999999996e-06
0.454527	3.02332	6.2532880000000004e-06	6.2532880000000004e-06
0.363612	3.02337	6.187456e-06	6.187456e-06
0.272709	3.02341	6.123421e-06	6.123421e-06
0.181811	3.02344	6.066789e-06	6.066789e-06
0.0909091	3.02345	6.0184490000000006e-06	6.0184490000000006e-06
0.0	3.02345	5.995615e-06	5.995615e-06
9.0	3.01889	8.75272e-06	8.75272e-06
8.90909	3.01891	8.71131e-06	8.71131e-06
8.8182	3.01888	8.634289999999999e-06	8.634289999999999e-06
8.72731	3.01883	8.57036e-06	8.57036e-06
8.63641	3.01875	8.519699999999999e-06	8.519699999999999e-06
8.54549	3.01866	8.47835e-06	8.47835e-06
8.45456	3.01856	8.44431e-06	8.44431e-06
8.36361	3.01846	8.41391e-06	8.41391e-06
8.27266	3.01836	8.38412e-06	8.38412e-06
8.18172	3.01825	8.35785e-06	8.35785e-06
8.09077	3.01814	8.33802e-06	8.33802e-06
7.99983	3.01803	8.323040000000001e-06	8.323040000000001e-06
7.90889	3.01793	8.31099e-06	8.31099e-06
7.81795	3.01782	8.304450000000001e-06	8.304450000000001e-06
7.72701	3.01772	8.302290000000001e-06	8.302290000000001e-06
7.63608	3.01762	8.30351e-06	8.30351e-06
7.54515	3.01752	8.30959e-06	8.30959e-06
7.45424	3.01742	8.322179999999998e-06	8.322179999999998e-06
7.36333	3.01732	8.34352e-06	8.34352e-06
7.27243	3.01723	8.37188e-06	8.37188e-06
7.18154	3.01714	8.407220000000001e-06	8.407220000000001e-06
7.09065	3.01706	8.44893e-06	8.44893e-06
6.99976	3.01698	8.50045e-06	8.50045e-06
6.90886	3.0169	8.563329999999999e-06	8.563329999999999e-06
6.81797	3.01683	8.6346e-06	8.6346e-06
6.72708	3.01676	8.70774e-06	8.70774e-06
6.63618	3.01669	8.78016e-06	8.78016e-06
6.54529	3.01663	8.85213e-06	8.85213e-06
6.45439	3.01657	8.92224e-06	8.92224e-06
6.3635	3.01652	8.99213e-06	8.99213e-06
6.2726	3.01647	9.05909e-06	9.05909e-06
6.1817	3.01642	9.12906e-06	9.12906e-06
6.0908	3.01637	9.20165e-06	9.20165e-06
5.9999	3.01633	9.27365e-06	9.27365e-06
5.909	3.0163	9.34895e-06	9.34895e-06
5.8181	3.01626	9.42269e-06	9.42269e-06
5.7272	3.01623	9.49383e-06	9.49383e-06
5.6363	3.0162	9.56592e-06	9.56592e-06
5.5454	3.01618	9.63845e-06	9.63845e-06
5.45449	3.01616	9.7144e-06	9.7144e-06
5.36359	3.01614	9.79722e-06	9.79722e-06
5.27269	3.01612	9.88388e-06	9.88388e-06
5.18178	3.0161	9.965210000000001e-06	9.965210000000001e-06
5.09088	3.01609	1.0030849999999999e-05	1.0030849999999999e-05
4.99998	3.01608	1.0078350000000002e-05	1.0078350000000002e-05
4.90907	3.01607	1.011818e-05	1.011818e-05
4.81817	3.01606	1.014946e-05	1.014946e-05
4.72726	3.01605	1.0169830000000001e-05	1.0169830000000001e-05
4.63636	3.01605	1.0183300000000001e-05	1.0183300000000001e-05
4.54545	3.01605	1.019034e-05	1.019034e-05
4.45455	3.01605	1.0187719999999999e-05	1.0187719999999999e-05
4.36364	3.01605	1.016633e-05	1.016633e-05
4.27274	3.01605	1.0127619999999999e-05	1.0127619999999999e-05
4.18183	3.01606	1.0088339999999999e-05	1.0088339999999999e-05
4.09093	3.01607	1.0059360000000001e-05	1.0059360000000001e-05
4.00002	3.01608	1.003846e-05	1.003846e-05
3.90912	3.01609	1.001553e-05	1.001553e-05
3.81822	3.0161	9.98384e-06	9.98384e-06
3.72731	3.01612	9.94512e-06	9.94512e-06
3.63641	3.01614	9.905730000000001e-06	9.905730000000001e-06
3.54551	3.01616	9.869509999999998e-06	9.869509999999998e-06
3.4546	3.01618	9.83534e-06	9.83534e-06
3.3637	3.0162	9.80451e-06	9.80451e-06
3.2728	3.01623	9.7811e-06	9.7811e-06
3.1819	3.01626	9.76861e-06	9.76861e-06
3.091	3.01629	9.76987e-06	9.76987e-06
3.0001	3.01633	9.79175e-06	9.79175e-06
2.9092	3.01637	9.832999999999999e-06	9.832999999999999e-06
2.8183	3.01641	9.894350000000001e-06	9.894350000000001e-06
2.7274	3.01646	9.96694e-06	9.96694e-06
2.6365	3.01651	1.004941e-05	1.004941e-05
2.54561	3.01657	1.014488e-05	1.014488e-05
2.45471	3.01662	1.025056e-05	1.025056e-05
2.36382	3.01668	1.0360200000000001e-05	1.0360200000000001e-05
2.27292	3.01675	1.0466820000000001e-05	1.0466820000000001e-05
2.18203	3.01682	1.056208e-05	1.056208e-05
2.09114	3.01689	1.0637859999999999e-05	1.0637859999999999e-05
2.00024	3.01697	1.069402e-05	1.069402e-05
1.90935	3.01705	1.0726539999999999e-05	1.0726539999999999e-05
1.81846	3.01713	1.073453e-05	1.073453e-05
1.72757	3.01722	1.07199e-05	1.07199e-05
1.63667	3.01731	1.068766e-05	1.068766e-05
1.54576	3.01741	1.064135e-05	1.064135e-05
1.45485	3.01751	1.057808e-05	1.057808e-05
