Points:0	Points:1	abs_DELTA_R0	DELTA_R0
8.63636	3.032	1.1151291e-06	1.1151291e-06
8.54545	3.032	1.1169187000000001e-06	1.1169187000000001e-06
8.45455	3.032	1.1188066e-06	1.1188066e-06
8.36364	3.032	1.1205504e-06	1.1205504e-06
8.27273	3.032	1.1224466999999998e-06	1.1224466999999998e-06
8.18182	3.032	1.1241779e-06	1.1241779e-06
8.09091	3.032	1.1254222999999998e-06	1.1254222999999998e-06
8.0	3.032	1.126589e-06	1.126589e-06
7.90909	3.032	1.1281378999999999e-06	1.1281378999999999e-06
7.81818	3.032	1.1299491e-06	1.1299491e-06
7.72727	3.032	1.1316799e-06	1.1316799e-06
7.63636	3.032	1.1338802e-06	1.1338802e-06
7.54545	3.032	1.1379385e-06	1.1379385e-06
7.45455	3.032	1.1428745000000001e-06	1.1428745000000001e-06
7.36364	3.032	1.149188e-06	1.149188e-06
7.27273	3.032	1.157327e-06	1.157327e-06
7.18182	3.032	1.1656103e-06	1.1656103e-06
7.09091	3.032	1.1742267e-06	1.1742267e-06
7.0	3.032	1.1822667e-06	1.1822667e-06
6.90909	3.032	1.1926698e-06	1.1926698e-06
6.81818	3.032	1.2066851e-06	1.2066851e-06
6.72727	3.032	1.2210026e-06	1.2210026e-06
6.63636	3.032	1.2326133e-06	1.2326133e-06
6.54545	3.032	1.2436671e-06	1.2436671e-06
6.45455	3.032	1.2550842000000001e-06	1.2550842000000001e-06
6.36364	3.032	1.2662545e-06	1.2662545e-06
6.27273	3.032	1.2773476e-06	1.2773476e-06
6.18182	3.032	1.2895133e-06	1.2895133e-06
6.09091	3.032	1.3025617e-06	1.3025617e-06
6.0	3.032	1.3145229000000001e-06	1.3145229000000001e-06
5.90909	3.032	1.3284072e-06	1.3284072e-06
5.81818	3.032	1.3420542999999999e-06	1.3420542999999999e-06
5.72727	3.032	1.352395e-06	1.352395e-06
5.63636	3.032	1.3605097e-06	1.3605097e-06
5.54545	3.032	1.3704673e-06	1.3704673e-06
5.45455	3.032	1.3818684e-06	1.3818684e-06
5.36364	3.032	1.3923238000000001e-06	1.3923238000000001e-06
5.27273	3.032	1.4040234e-06	1.4040234e-06
5.18182	3.032	1.4143264e-06	1.4143264e-06
5.09091	3.032	1.4209632e-06	1.4209632e-06
5.0	3.032	1.4263745e-06	1.4263745e-06
4.90909	3.032	1.4299016e-06	1.4299016e-06
4.81818	3.032	1.4292761999999999e-06	1.4292761999999999e-06
4.72727	3.032	1.4258997e-06	1.4258997e-06
4.63636	3.032	1.4226533000000002e-06	1.4226533000000002e-06
4.54545	3.032	1.4187354999999999e-06	1.4187354999999999e-06
4.45455	3.032	1.4109449e-06	1.4109449e-06
4.36364	3.032	1.3995115000000001e-06	1.3995115000000001e-06
4.27273	3.032	1.3882855e-06	1.3882855e-06
4.18182	3.032	1.3781873e-06	1.3781873e-06
4.09091	3.032	1.3677774e-06	1.3677774e-06
4.0	3.032	1.3574462e-06	1.3574462e-06
3.90909	3.032	1.348044e-06	1.348044e-06
3.81818	3.032	1.3386011e-06	1.3386011e-06
3.72727	3.032	1.3283079000000001e-06	1.3283079000000001e-06
3.63636	3.032	1.3176445000000002e-06	1.3176445000000002e-06
3.54545	3.032	1.3045205e-06	1.3045205e-06
3.45455	3.032	1.2911965e-06	1.2911965e-06
3.36364	3.032	1.2801134e-06	1.2801134e-06
3.27273	3.032	1.2693222999999999e-06	1.2693222999999999e-06
3.18182	3.032	1.2587244e-06	1.2587244e-06
3.09091	3.032	1.2464194e-06	1.2464194e-06
3.0	3.032	1.2355271999999998e-06	1.2355271999999998e-06
2.90909	3.032	1.2285481e-06	1.2285481e-06
2.81818	3.032	1.2200927e-06	1.2200927e-06
2.72727	3.032	1.2112511e-06	1.2112511e-06
2.63636	3.032	1.2026729e-06	1.2026729e-06
2.54545	3.032	1.1944582e-06	1.1944582e-06
2.45455	3.032	1.1868972e-06	1.1868972e-06
2.36364	3.032	1.1803899999999999e-06	1.1803899999999999e-06
2.27273	3.032	1.1746568e-06	1.1746568e-06
2.18182	3.032	1.1669774e-06	1.1669774e-06
2.09091	3.032	1.160852e-06	1.160852e-06
2.0	3.032	1.1548714e-06	1.1548714e-06
1.90909	3.032	1.1472656e-06	1.1472656e-06
1.81818	3.032	1.1399037000000002e-06	1.1399037000000002e-06
1.72727	3.032	1.1344052000000001e-06	1.1344052000000001e-06
1.63636	3.032	1.1288516e-06	1.1288516e-06
1.54545	3.032	1.1221233e-06	1.1221233e-06
1.45455	3.032	1.1165695999999999e-06	1.1165695999999999e-06
1.36364	3.032	1.1132211e-06	1.1132211e-06
1.27273	3.032	1.1124171e-06	1.1124171e-06
1.18182	3.032	1.1127370999999999e-06	1.1127370999999999e-06
1.09091	3.032	1.1130011e-06	1.1130011e-06
1.0	3.032	1.1128689e-06	1.1128689e-06
0.909091	3.032	1.1126912e-06	1.1126912e-06
0.818182	3.032	1.1125973e-06	1.1125973e-06
0.727273	3.032	1.1125085e-06	1.1125085e-06
0.636364	3.032	1.1123466e-06	1.1123466e-06
0.545455	3.032	1.1122402e-06	1.1122402e-06
0.454545	3.032	1.1122663e-06	1.1122663e-06
0.363636	3.032	1.1120027999999999e-06	1.1120027999999999e-06
0.272727	3.032	1.112486e-06	1.112486e-06
0.181818	3.032	1.1133481e-06	1.1133481e-06
0.0909091	3.032	1.1136266999999999e-06	1.1136266999999999e-06
0.0	3.032	1.113788e-06	1.113788e-06
9.0	3.02782	3.119603e-06	3.119603e-06
8.90909	3.02782	3.1179e-06	3.1179e-06
8.81818	3.02782	3.1172609999999998e-06	3.1172609999999998e-06
8.72728	3.02781	3.120044e-06	3.120044e-06
8.63637	3.02779	3.125851e-06	3.125851e-06
8.54546	3.02777	3.1364989999999997e-06	3.1364989999999997e-06
8.45455	3.02776	3.1474849999999997e-06	3.1474849999999997e-06
8.36363	3.02774	3.15845e-06	3.15845e-06
8.27271	3.02772	3.171666e-06	3.171666e-06
8.1818	3.02769	3.184866e-06	3.184866e-06
8.09088	3.02767	3.197674e-06	3.197674e-06
7.99997	3.02765	3.210827e-06	3.210827e-06
7.90905	3.02763	3.2236039999999996e-06	3.2236039999999996e-06
7.81814	3.02761	3.237421e-06	3.237421e-06
7.72723	3.0276	3.2534520000000002e-06	3.2534520000000002e-06
7.63631	3.02758	3.268928e-06	3.268928e-06
7.5454	3.02756	3.287958e-06	3.287958e-06
7.45449	3.02754	3.310412e-06	3.310412e-06
7.36358	3.02752	3.335896e-06	3.335896e-06
7.27268	3.02751	3.363676e-06	3.363676e-06
7.18177	3.02749	3.390792e-06	3.390792e-06
7.09086	3.02747	3.4200329999999997e-06	3.4200329999999997e-06
6.99996	3.02746	3.451132e-06	3.451132e-06
6.90905	3.02744	3.487636e-06	3.487636e-06
6.81815	3.02743	3.528787e-06	3.528787e-06
6.72724	3.02742	3.5710340000000003e-06	3.5710340000000003e-06
6.63633	3.0274	3.610201e-06	3.610201e-06
6.54543	3.02739	3.646466e-06	3.646466e-06
6.45452	3.02738	3.682733e-06	3.682733e-06
6.36361	3.02737	3.718807e-06	3.718807e-06
6.27271	3.02736	3.754896e-06	3.754896e-06
6.1818	3.02735	3.7910060000000004e-06	3.7910060000000004e-06
6.09089	3.02735	3.829218e-06	3.829218e-06
5.99998	3.02734	3.867451999999999e-06	3.867451999999999e-06
5.90908	3.02733	3.905968e-06	3.905968e-06
5.81817	3.02733	3.9437049999999995e-06	3.9437049999999995e-06
5.72726	3.02732	3.976436e-06	3.976436e-06
5.63635	3.02732	4.005323999999999e-06	4.005323999999999e-06
5.54544	3.02731	4.035571e-06	4.035571e-06
5.45454	3.02731	4.069019e-06	4.069019e-06
5.36363	3.0273	4.101645e-06	4.101645e-06
5.27272	3.0273	4.1356060000000004e-06	4.1356060000000004e-06
5.18181	3.0273	4.166445e-06	4.166445e-06
5.0909	3.0273	4.188985e-06	4.188985e-06
5.0	3.02729	4.20636e-06	4.20636e-06
4.90909	3.02729	4.219375e-06	4.219375e-06
4.81818	3.02729	4.223658e-06	4.223658e-06
4.72727	3.02729	4.219040999999999e-06	4.219040999999999e-06
4.63636	3.02729	4.213636e-06	4.213636e-06
4.54545	3.02729	4.207069e-06	4.207069e-06
4.45455	3.02729	4.192116e-06	4.192116e-06
4.36364	3.02729	4.166759e-06	4.166759e-06
4.27273	3.02729	4.139469e-06	4.139469e-06
4.18182	3.02729	4.114831e-06	4.114831e-06
4.09091	3.02729	4.089179000000001e-06	4.089179000000001e-06
4.0	3.02729	4.0648279999999995e-06	4.0648279999999995e-06
3.9091	3.0273	4.04209e-06	4.04209e-06
3.81819	3.0273	4.01862e-06	4.01862e-06
3.72728	3.0273	3.992512e-06	3.992512e-06
3.63637	3.02731	3.964387999999999e-06	3.964387999999999e-06
3.54546	3.02731	3.933378e-06	3.933378e-06
3.45456	3.02731	3.9005469999999996e-06	3.9005469999999996e-06
3.36365	3.02732	3.869564e-06	3.869564e-06
3.27274	3.02732	3.838697e-06	3.838697e-06
3.18183	3.02733	3.8089060000000002e-06	3.8089060000000002e-06
3.09092	3.02733	3.778162e-06	3.778162e-06
3.00002	3.02734	3.7502439999999996e-06	3.7502439999999996e-06
2.90911	3.02734	3.726098e-06	3.726098e-06
2.8182	3.02735	3.7011080000000002e-06	3.7011080000000002e-06
2.72729	3.02736	3.675366e-06	3.675366e-06
2.63639	3.02737	3.647881e-06	3.647881e-06
2.54548	3.02738	3.6212750000000003e-06	3.6212750000000003e-06
2.45457	3.02739	3.5966e-06	3.5966e-06
2.36367	3.0274	3.5745049999999998e-06	3.5745049999999998e-06
2.27276	3.02741	3.5518950000000003e-06	3.5518950000000003e-06
2.18185	3.02743	3.527306e-06	3.527306e-06
2.09095	3.02744	3.504091e-06	3.504091e-06
2.00004	3.02745	3.479538e-06	3.479538e-06
1.90914	3.02747	3.455574e-06	3.455574e-06
1.81823	3.02748	3.429852e-06	3.429852e-06
1.72733	3.0275	3.4044050000000003e-06	3.4044050000000003e-06
1.63642	3.02752	3.381766e-06	3.381766e-06
1.54551	3.02754	3.357037e-06	3.357037e-06
1.4546	3.02755	3.334117e-06	3.334117e-06
1.36369	3.02757	3.31469e-06	3.31469e-06
1.27278	3.02759	3.299657e-06	3.299657e-06
1.18186	3.02761	3.2870700000000003e-06	3.2870700000000003e-06
1.09095	3.02763	3.2729749999999998e-06	3.2729749999999998e-06
1.00003	3.02765	3.258658e-06	3.258658e-06
0.909117	3.02767	3.2440669999999997e-06	3.2440669999999997e-06
0.818202	3.02769	3.229074e-06	3.229074e-06
0.727287	3.02771	3.213426e-06	3.213426e-06
0.63637	3.02773	3.199013e-06	3.199013e-06
0.545454	3.02775	3.184388e-06	3.184388e-06
0.454539	3.02777	3.169743e-06	3.169743e-06
0.363628	3.02779	3.156311e-06	3.156311e-06
0.272721	3.0278	3.143271e-06	3.143271e-06
0.181815	3.02781	3.134495e-06	3.134495e-06
0.0909091	3.02782	3.128311e-06	3.128311e-06
0.0	3.02782	3.12484e-06	3.12484e-06
9.0	3.02345	6.023288e-06	6.023288e-06
8.90909	3.02346	6.017373e-06	6.017373e-06
8.81819	3.02345	6.0101889999999996e-06	6.0101889999999996e-06
8.72729	3.02342	6.011906e-06	6.011906e-06
8.63639	3.02338	6.022186e-06	6.022186e-06
8.54548	3.02333	6.041692e-06	6.041692e-06
8.45455	3.02328	6.066424e-06	6.066424e-06
8.36362	3.02322	6.093962e-06	6.093962e-06
8.27269	3.02316	6.124388e-06	6.124388e-06
8.18176	3.02311	6.155782e-06	6.155782e-06
8.09084	3.02305	6.190343e-06	6.190343e-06
7.99991	3.02299	6.227249e-06	6.227249e-06
7.90899	3.02294	6.264072e-06	6.264072e-06
7.81806	3.02288	6.303879999999999e-06	6.303879999999999e-06
7.72714	3.02282	6.347801e-06	6.347801e-06
7.63622	3.02277	6.392769e-06	6.392769e-06
7.5453	3.02272	6.440755e-06	6.440755e-06
7.45439	3.02267	6.494354e-06	6.494354e-06
7.36348	3.02262	6.553871e-06	6.553871e-06
7.27257	3.02257	6.616081e-06	6.616081e-06
7.18167	3.02252	6.679741e-06	6.679741e-06
7.09077	3.02248	6.747224e-06	6.747224e-06
6.99987	3.02243	6.8205679999999995e-06	6.8205679999999995e-06
6.90897	3.02239	6.903544e-06	6.903544e-06
6.81807	3.02235	6.992341e-06	6.992341e-06
6.72717	3.02232	7.081529e-06	7.081529e-06
6.63627	3.02228	7.168146e-06	7.168146e-06
6.54537	3.02225	7.249783e-06	7.249783e-06
6.45447	3.02222	7.331587e-06	7.331587e-06
6.36356	3.02219	7.413367e-06	7.413367e-06
6.27266	3.02216	7.491598e-06	7.491598e-06
6.18176	3.02214	7.570401000000001e-06	7.570401000000001e-06
6.09085	3.02212	7.651519e-06	7.651519e-06
5.99995	3.02209	7.73352e-06	7.73352e-06
5.90905	3.02208	7.815408e-06	7.815408e-06
5.81814	3.02206	7.893541e-06	7.893541e-06
5.72724	3.02204	7.965946e-06	7.965946e-06
5.63633	3.02203	8.035768000000001e-06	8.035768000000001e-06
5.54542	3.02201	8.105139e-06	8.105139e-06
5.45452	3.022	8.178302e-06	8.178302e-06
5.36361	3.02199	8.252928e-06	8.252928e-06
5.27271	3.02198	8.32911e-06	8.32911e-06
5.1818	3.02198	8.400312999999999e-06	8.400312999999999e-06
5.09089	3.02197	8.456944e-06	8.456944e-06
4.99999	3.02196	8.499581e-06	8.499581e-06
4.90908	3.02196	8.535110999999999e-06	8.535110999999999e-06
4.81817	3.02195	8.559715999999999e-06	8.559715999999999e-06
4.72727	3.02195	8.570975999999999e-06	8.570975999999999e-06
4.63636	3.02195	8.578836e-06	8.578836e-06
4.54545	3.02195	8.58246e-06	8.58246e-06
4.45455	3.02195	8.57419e-06	8.57419e-06
4.36364	3.02195	8.547628000000001e-06	8.547628000000001e-06
4.27273	3.02195	8.510672e-06	8.510672e-06
4.18183	3.02195	8.476599e-06	8.476599e-06
4.09092	3.02196	8.44494e-06	8.44494e-06
4.00001	3.02196	8.417593e-06	8.417593e-06
3.90911	3.02197	8.390465999999999e-06	8.390465999999999e-06
3.8182	3.02198	8.357016e-06	8.357016e-06
3.72729	3.02198	8.315354e-06	8.315354e-06
3.63639	3.02199	8.268706e-06	8.268706e-06
3.54548	3.022	8.220807e-06	8.220807e-06
3.45457	3.02201	8.168482e-06	8.168482e-06
3.36367	3.02203	8.114335e-06	8.114335e-06
3.27276	3.02204	8.058463000000001e-06	8.058463000000001e-06
3.18186	3.02206	8.003611999999999e-06	8.003611999999999e-06
3.09095	3.02207	7.948086000000001e-06	7.948086000000001e-06
3.00005	3.02209	7.893631e-06	7.893631e-06
2.90915	3.02211	7.841431e-06	7.841431e-06
2.81824	3.02214	7.78984e-06	7.78984e-06
2.72734	3.02216	7.733508e-06	7.733508e-06
2.63643	3.02219	7.671114e-06	7.671114e-06
2.54553	3.02222	7.609005000000001e-06	7.609005000000001e-06
2.45463	3.02225	7.547793999999999e-06	7.547793999999999e-06
2.36373	3.02228	7.4885669999999995e-06	7.4885669999999995e-06
2.27283	3.02231	7.428933e-06	7.428933e-06
2.18193	3.02235	7.368591000000001e-06	7.368591000000001e-06
2.09102	3.02239	7.30578e-06	7.30578e-06
2.00012	3.02243	7.239906e-06	7.239906e-06
1.90923	3.02247	7.176762000000001e-06	7.176762000000001e-06
1.81833	3.02251	7.110252999999999e-06	7.110252999999999e-06
1.72743	3.02256	7.041107e-06	7.041107e-06
1.63652	3.02261	6.976104e-06	6.976104e-06
1.54562	3.02266	6.911938e-06	6.911938e-06
1.4547	3.02271	6.847772e-06	6.847772e-06
1.36379	3.02276	6.784493e-06	6.784493e-06
1.27287	3.02282	6.728556000000001e-06	6.728556000000001e-06
1.18194	3.02288	6.67426e-06	6.67426e-06
1.09102	3.02293	6.6172340000000004e-06	6.6172340000000004e-06
1.00009	3.02299	6.56292e-06	6.56292e-06
0.909167	3.02305	6.508738e-06	6.508738e-06
0.81824	3.0231	6.453156999999999e-06	6.453156999999999e-06
0.727312	3.02316	6.394919e-06	6.394919e-06
0.636382	3.02322	6.337705000000001e-06	6.337705000000001e-06
0.545452	3.02327	6.279443e-06	6.279443e-06
0.454527	3.02332	6.223119e-06	6.223119e-06
0.363612	3.02337	6.172854000000001e-06	6.172854000000001e-06
0.272709	3.02341	6.126251e-06	6.126251e-06
0.181811	3.02344	6.088942e-06	6.088942e-06
0.0909091	3.02345	6.061445000000001e-06	6.061445000000001e-06
0.0	3.02345	6.049367000000001e-06	6.049367000000001e-06
9.0	3.01889	8.81025e-06	8.81025e-06
8.90909	3.01891	8.79273e-06	8.79273e-06
8.8182	3.01888	8.761909999999999e-06	8.761909999999999e-06
8.72731	3.01883	8.74451e-06	8.74451e-06
8.63641	3.01875	8.74293e-06	8.74293e-06
8.54549	3.01866	8.75277e-06	8.75277e-06
8.45456	3.01856	8.77245e-06	8.77245e-06
8.36361	3.01846	8.79793e-06	8.79793e-06
8.27266	3.01836	8.82612e-06	8.82612e-06
8.18172	3.01825	8.85976e-06	8.85976e-06
8.09077	3.01814	8.90156e-06	8.90156e-06
7.99983	3.01803	8.949670000000001e-06	8.949670000000001e-06
7.90889	3.01793	9.00194e-06	9.00194e-06
7.81795	3.01782	9.06083e-06	9.06083e-06
7.72701	3.01772	9.12515e-06	9.12515e-06
7.63608	3.01762	9.19373e-06	9.19373e-06
7.54515	3.01752	9.26784e-06	9.26784e-06
7.45424	3.01742	9.34892e-06	9.34892e-06
7.36333	3.01732	9.43907e-06	9.43907e-06
7.27243	3.01723	9.536380000000001e-06	9.536380000000001e-06
7.18154	3.01714	9.6406e-06	9.6406e-06
7.09065	3.01706	9.750859999999999e-06	9.750859999999999e-06
6.99976	3.01698	9.87048e-06	9.87048e-06
6.90886	3.0169	1.000085e-05	1.000085e-05
6.81797	3.01683	1.013893e-05	1.013893e-05
6.72708	3.01676	1.027812e-05	1.027812e-05
6.63618	3.01669	1.041571e-05	1.041571e-05
6.54529	3.01663	1.05519e-05	1.05519e-05
6.45439	3.01657	1.068518e-05	1.068518e-05
6.3635	3.01652	1.081715e-05	1.081715e-05
6.2726	3.01647	1.094509e-05	1.094509e-05
6.1817	3.01642	1.107486e-05	1.107486e-05
6.0908	3.01637	1.1206050000000001e-05	1.1206050000000001e-05
5.9999	3.01633	1.1335470000000001e-05	1.1335470000000001e-05
5.909	3.0163	1.146692e-05	1.146692e-05
5.8181	3.01626	1.159547e-05	1.159547e-05
5.7272	3.01623	1.172001e-05	1.172001e-05
5.6363	3.0162	1.1844110000000001e-05	1.1844110000000001e-05
5.5454	3.01618	1.1967279999999998e-05	1.1967279999999998e-05
5.45449	3.01616	1.209242e-05	1.209242e-05
5.36359	3.01614	1.222297e-05	1.222297e-05
5.27269	3.01612	1.235584e-05	1.235584e-05
5.18178	3.0161	1.2481800000000001e-05	1.2481800000000001e-05
5.09088	3.01609	1.2590469999999999e-05	1.2590469999999999e-05
4.99998	3.01608	1.267937e-05	1.267937e-05
4.90907	3.01607	1.275896e-05	1.275896e-05
4.81817	3.01606	1.282835e-05	1.282835e-05
4.72726	3.01605	1.288521e-05	1.288521e-05
4.63636	3.01605	1.293358e-05	1.293358e-05
4.54545	3.01605	1.297365e-05	1.297365e-05
4.45455	3.01605	1.300182e-05	1.300182e-05
4.36364	3.01605	1.300882e-05	1.300882e-05
4.27274	3.01605	1.2995879999999999e-05	1.2995879999999999e-05
4.18183	3.01606	1.297952e-05	1.297952e-05
4.09093	3.01607	1.29703e-05	1.29703e-05
4.00002	3.01608	1.296566e-05	1.296566e-05
3.90912	3.01609	1.295503e-05	1.295503e-05
3.81822	3.0161	1.293116e-05	1.293116e-05
3.72731	3.01612	1.2894880000000001e-05	1.2894880000000001e-05
3.63641	3.01614	1.285134e-05	1.285134e-05
3.54551	3.01616	1.280308e-05	1.280308e-05
3.4546	3.01618	1.274742e-05	1.274742e-05
3.3637	3.0162	1.2683729999999999e-05	1.2683729999999999e-05
3.2728	3.01623	1.2613970000000001e-05	1.2613970000000001e-05
3.1819	3.01626	1.25393e-05	1.25393e-05
3.091	3.01629	1.246016e-05	1.246016e-05
3.0001	3.01633	1.238126e-05	1.238126e-05
2.9092	3.01637	1.229964e-05	1.229964e-05
2.8183	3.01641	1.221512e-05	1.221512e-05
2.7274	3.01646	1.211915e-05	1.211915e-05
2.6365	3.01651	1.2012310000000001e-05	1.2012310000000001e-05
2.54561	3.01657	1.1901330000000001e-05	1.1901330000000001e-05
2.45471	3.01662	1.1788700000000001e-05	1.1788700000000001e-05
2.36382	3.01668	1.167472e-05	1.167472e-05
2.27292	3.01675	1.155962e-05	1.155962e-05
2.18203	3.01682	1.1442070000000001e-05	1.1442070000000001e-05
2.09114	3.01689	1.131994e-05	1.131994e-05
2.00024	3.01697	1.1197539999999999e-05	1.1197539999999999e-05
1.90935	3.01705	1.107338e-05	1.107338e-05
1.81846	3.01713	1.0947250000000001e-05	1.0947250000000001e-05
1.72757	3.01722	1.082036e-05	1.082036e-05
1.63667	3.01731	1.069609e-05	1.069609e-05
1.54576	3.01741	1.057602e-05	1.057602e-05
1.45485	3.01751	1.045513e-05	1.045513e-05
1.36393	3.01761	1.033351e-05	1.033351e-05
1.27299	3.01771	1.0219129999999999e-05	1.0219129999999999e-05
1.18206	3.01782	1.010531e-05	1.010531e-05
1.09112	3.01792	9.9908e-06	9.9908e-06
