Points:0	Points:1	abs_DELTA_TAU2	DELTA_TAU2
1.36364	3.036	1.69534999333333e-07	1.69534999333333e-07
1.27273	3.036	1.70048999333333e-07	1.70048999333333e-07
1.18182	3.036	1.70914999333333e-07	1.70914999333333e-07
1.09091	3.036	1.72095999333333e-07	1.72095999333333e-07
1.0	3.036	1.7347499933333301e-07	1.7347499933333301e-07
0.909091	3.036	1.74895999333333e-07	1.74895999333333e-07
0.818182	3.036	1.7634899933333302e-07	1.7634899933333302e-07
0.727273	3.036	1.77904999333333e-07	1.77904999333333e-07
0.636364	3.036	1.7968699933333302e-07	1.7968699933333302e-07
0.545455	3.036	1.81722999333333e-07	1.81722999333333e-07
0.454545	3.036	1.8400499933333302e-07	1.8400499933333302e-07
0.363636	3.036	1.86535999333333e-07	1.86535999333333e-07
0.272727	3.036	1.89297999333333e-07	1.89297999333333e-07
0.181818	3.036	1.92228999333333e-07	1.92228999333333e-07
0.0909091	3.036	1.95104999333333e-07	1.95104999333333e-07
0.0	3.036	1.96495999333333e-07	1.96495999333333e-07
9.0	3.032	3.663302e-07	3.663302e-07
8.90909	3.032	3.685867e-07	3.685867e-07
8.81818	3.032	3.7301549999999997e-07	3.7301549999999997e-07
8.72727	3.032	3.776066e-07	3.776066e-07
8.63636	3.032	3.8258569999999995e-07	3.8258569999999995e-07
8.54545	3.032	3.877164e-07	3.877164e-07
8.45455	3.032	3.929035e-07	3.929035e-07
8.36364	3.032	3.981751e-07	3.981751e-07
8.27273	3.032	4.033719e-07	4.033719e-07
8.18182	3.032	4.0818099999999997e-07	4.0818099999999997e-07
8.09091	3.032	4.1256470000000004e-07	4.1256470000000004e-07
8.0	3.032	4.167726e-07	4.167726e-07
7.90909	3.032	4.2089399999999996e-07	4.2089399999999996e-07
7.81818	3.032	4.2467799999999996e-07	4.2467799999999996e-07
7.72727	3.032	4.281323e-07	4.281323e-07
7.63636	3.032	4.3115459999999995e-07	4.3115459999999995e-07
7.54545	3.032	4.340755e-07	4.340755e-07
7.45455	3.032	4.372708e-07	4.372708e-07
7.36364	3.032	4.4095010000000003e-07	4.4095010000000003e-07
7.27273	3.032	4.447698e-07	4.447698e-07
7.18182	3.032	4.481967e-07	4.481967e-07
7.09091	3.032	4.519348e-07	4.519348e-07
7.0	3.032	4.557781e-07	4.557781e-07
6.90909	3.032	4.5982480000000005e-07	4.5982480000000005e-07
6.81818	3.032	4.6417059999999996e-07	4.6417059999999996e-07
6.72727	3.032	4.6829359999999995e-07	4.6829359999999995e-07
6.63636	3.032	4.720002e-07	4.720002e-07
6.54545	3.032	4.7587879999999993e-07	4.7587879999999993e-07
6.45455	3.032	4.80023e-07	4.80023e-07
6.36364	3.032	4.84026e-07	4.84026e-07
6.27273	3.032	4.87324e-07	4.87324e-07
6.18182	3.032	4.90743e-07	4.90743e-07
6.09091	3.032	4.94073e-07	4.94073e-07
6.0	3.032	4.958559999999999e-07	4.958559999999999e-07
5.90909	3.032	4.97838e-07	4.97838e-07
5.81818	3.032	4.99661e-07	4.99661e-07
5.72727	3.032	4.9985e-07	4.9985e-07
5.63636	3.032	4.99536e-07	4.99536e-07
5.54545	3.032	4.9941e-07	4.9941e-07
5.45455	3.032	4.98423e-07	4.98423e-07
5.36364	3.032	4.96868e-07	4.96868e-07
5.27273	3.032	4.959289999999999e-07	4.959289999999999e-07
5.18182	3.032	4.94491e-07	4.94491e-07
5.09091	3.032	4.90772e-07	4.90772e-07
5.0	3.032	4.84997e-07	4.84997e-07
4.90909	3.032	4.77642e-07	4.77642e-07
4.81818	3.032	4.68958e-07	4.68958e-07
4.72727	3.032	4.5979899999999995e-07	4.5979899999999995e-07
4.63636	3.032	4.5033900000000007e-07	4.5033900000000007e-07
4.54545	3.032	4.40628e-07	4.40628e-07
4.45455	3.032	4.29632e-07	4.29632e-07
4.36364	3.032	4.16403e-07	4.16403e-07
4.27273	3.032	4.02309e-07	4.02309e-07
4.18182	3.032	3.88609e-07	3.88609e-07
4.09091	3.032	3.7514300000000004e-07	3.7514300000000004e-07
4.0	3.032	3.608180000000001e-07	3.608180000000001e-07
3.90909	3.032	3.4614100000000003e-07	3.4614100000000003e-07
3.81818	3.032	3.3268699999999997e-07	3.3268699999999997e-07
3.72727	3.032	3.21127e-07	3.21127e-07
3.63636	3.032	3.10996e-07	3.10996e-07
3.54545	3.032	3.008e-07	3.008e-07
3.45455	3.032	2.91409e-07	2.91409e-07
3.36364	3.032	2.83609e-07	2.83609e-07
3.27273	3.032	2.76735e-07	2.76735e-07
3.18182	3.032	2.71229e-07	2.71229e-07
3.09091	3.032	2.67015e-07	2.67015e-07
3.0	3.032	2.64718e-07	2.64718e-07
2.90909	3.032	2.65322e-07	2.65322e-07
2.81818	3.032	2.67792e-07	2.67792e-07
2.72727	3.032	2.7110200000000004e-07	2.7110200000000004e-07
2.63636	3.032	2.74574e-07	2.74574e-07
2.54545	3.032	2.783894e-07	2.783894e-07
2.45455	3.032	2.823844e-07	2.823844e-07
2.36364	3.032	2.867033e-07	2.867033e-07
2.27273	3.032	2.91592e-07	2.91592e-07
2.18182	3.032	2.95915e-07	2.95915e-07
2.09091	3.032	2.998384e-07	2.998384e-07
2.0	3.032	3.03402e-07	3.03402e-07
1.90909	3.032	3.065704e-07	3.065704e-07
1.81818	3.032	3.0936e-07	3.0936e-07
1.72727	3.032	3.119974e-07	3.119974e-07
1.63636	3.032	3.14356e-07	3.14356e-07
1.54545	3.032	3.1631640000000003e-07	3.1631640000000003e-07
1.45455	3.032	3.180475e-07	3.180475e-07
1.36364	3.032	3.193658e-07	3.193658e-07
1.27273	3.032	3.2083029999999997e-07	3.2083029999999997e-07
1.18182	3.032	3.227374e-07	3.227374e-07
1.09091	3.032	3.2504589999999997e-07	3.2504589999999997e-07
1.0	3.032	3.275401e-07	3.275401e-07
0.909091	3.032	3.299246e-07	3.299246e-07
0.818182	3.032	3.321928e-07	3.321928e-07
0.727273	3.032	3.345002e-07	3.345002e-07
0.636364	3.032	3.371057e-07	3.371057e-07
0.545455	3.032	3.400661e-07	3.400661e-07
0.454545	3.032	3.433719e-07	3.433719e-07
0.363636	3.032	3.470289e-07	3.470289e-07
0.272727	3.032	3.51245e-07	3.51245e-07
0.181818	3.032	3.556768e-07	3.556768e-07
0.0909091	3.032	3.5988390000000003e-07	3.5988390000000003e-07
0.0	3.032	3.61985e-07	3.61985e-07
9.0	3.02782	8.2696e-07	8.2696e-07
8.90909	3.02782	8.30767e-07	8.30767e-07
8.81818	3.02782	8.386210000000001e-07	8.386210000000001e-07
8.72728	3.02781	8.46861e-07	8.46861e-07
8.63637	3.02779	8.556580000000001e-07	8.556580000000001e-07
8.54546	3.02777	8.6514e-07	8.6514e-07
8.45455	3.02776	8.744660000000001e-07	8.744660000000001e-07
8.36363	3.02774	8.83576e-07	8.83576e-07
8.27271	3.02772	8.9264e-07	8.9264e-07
8.1818	3.02769	9.005979999999998e-07	9.005979999999998e-07
8.09088	3.02767	9.073859999999999e-07	9.073859999999999e-07
7.99997	3.02765	9.138340000000001e-07	9.138340000000001e-07
7.90905	3.02763	9.191880000000001e-07	9.191880000000001e-07
7.81814	3.02761	9.232829999999999e-07	9.232829999999999e-07
7.72723	3.0276	9.267290000000001e-07	9.267290000000001e-07
7.63631	3.02758	9.28372e-07	9.28372e-07
7.5454	3.02756	9.29769e-07	9.29769e-07
7.45449	3.02754	9.320320000000002e-07	9.320320000000002e-07
7.36358	3.02752	9.34787e-07	9.34787e-07
7.27268	3.02751	9.369990000000001e-07	9.369990000000001e-07
7.18177	3.02749	9.379219999999999e-07	9.379219999999999e-07
7.09086	3.02747	9.39884e-07	9.39884e-07
6.99996	3.02746	9.427779999999999e-07	9.427779999999999e-07
6.90905	3.02744	9.456419999999999e-07	9.456419999999999e-07
6.81815	3.02743	9.476789999999999e-07	9.476789999999999e-07
6.72724	3.02742	9.493939999999999e-07	9.493939999999999e-07
6.63633	3.0274	9.510690000000001e-07	9.510690000000001e-07
6.54543	3.02739	9.527110000000001e-07	9.527110000000001e-07
6.45452	3.02738	9.54718e-07	9.54718e-07
6.36361	3.02737	9.56101e-07	9.56101e-07
6.27271	3.02736	9.55928e-07	9.55928e-07
6.1818	3.02735	9.550780000000002e-07	9.550780000000002e-07
6.09089	3.02735	9.53755e-07	9.53755e-07
5.99998	3.02734	9.49838e-07	9.49838e-07
5.90908	3.02733	9.450889999999999e-07	9.450889999999999e-07
5.81817	3.02733	9.40029e-07	9.40029e-07
5.72726	3.02732	9.324569999999999e-07	9.324569999999999e-07
5.63635	3.02732	9.23794e-07	9.23794e-07
5.54544	3.02731	9.14455e-07	9.14455e-07
5.45454	3.02731	9.034e-07	9.034e-07
5.36363	3.0273	8.91712e-07	8.91712e-07
5.27272	3.0273	8.812380000000001e-07	8.812380000000001e-07
5.18181	3.0273	8.690549999999999e-07	8.690549999999999e-07
5.0909	3.0273	8.518290000000001e-07	8.518290000000001e-07
5.0	3.02729	8.301790000000001e-07	8.301790000000001e-07
4.90909	3.02729	8.0531e-07	8.0531e-07
4.81818	3.02729	7.78201e-07	7.78201e-07
4.72727	3.02729	7.5013e-07	7.5013e-07
4.63636	3.02729	7.218389999999999e-07	7.218389999999999e-07
4.54545	3.02729	6.922799999999999e-07	6.922799999999999e-07
4.45455	3.02729	6.598259999999999e-07	6.598259999999999e-07
4.36364	3.02729	6.239780000000001e-07	6.239780000000001e-07
4.27273	3.02729	5.869080000000001e-07	5.869080000000001e-07
4.18182	3.02729	5.50487e-07	5.50487e-07
4.09091	3.02729	5.147689999999999e-07	5.147689999999999e-07
4.0	3.02729	4.783620000000001e-07	4.783620000000001e-07
3.9091	3.0273	4.4234099999999995e-07	4.4234099999999995e-07
3.81819	3.0273	4.0993399999999997e-07	4.0993399999999997e-07
3.72728	3.0273	3.8211300000000005e-07	3.8211300000000005e-07
3.63637	3.02731	3.5860799999999995e-07	3.5860799999999995e-07
3.54546	3.02731	3.37644e-07	3.37644e-07
3.45456	3.02731	3.198509999999999e-07	3.198509999999999e-07
3.36365	3.02732	3.0641499999999993e-07	3.0641499999999993e-07
3.27274	3.02732	2.9768600000000006e-07	2.9768600000000006e-07
3.18183	3.02733	2.9525799999999996e-07	2.9525799999999996e-07
3.09092	3.02733	2.9924699999999995e-07	2.9924699999999995e-07
3.00002	3.02734	3.10875e-07	3.10875e-07
2.90911	3.02734	3.3108999999999993e-07	3.3108999999999993e-07
2.8182	3.02735	3.586219999999999e-07	3.586219999999999e-07
2.72729	3.02736	3.90377e-07	3.90377e-07
2.63639	3.02737	4.2396799999999995e-07	4.2396799999999995e-07
2.54548	3.02738	4.59393e-07	4.59393e-07
2.45457	3.02739	4.953759999999999e-07	4.953759999999999e-07
2.36367	3.0274	5.311370000000001e-07	5.311370000000001e-07
2.27276	3.02741	5.658040000000001e-07	5.658040000000001e-07
2.18185	3.02743	5.97432e-07	5.97432e-07
2.09095	3.02744	6.25519e-07	6.25519e-07
2.00004	3.02745	6.50117e-07	6.50117e-07
1.90914	3.02747	6.72029e-07	6.72029e-07
1.81823	3.02748	6.90332e-07	6.90332e-07
1.72733	3.0275	7.05453e-07	7.05453e-07
1.63642	3.02752	7.183920000000001e-07	7.183920000000001e-07
1.54551	3.02754	7.286290000000001e-07	7.286290000000001e-07
1.4546	3.02755	7.368559999999999e-07	7.368559999999999e-07
1.36369	3.02757	7.43294e-07	7.43294e-07
1.27278	3.02759	7.49001e-07	7.49001e-07
1.18186	3.02761	7.54736e-07	7.54736e-07
1.09095	3.02763	7.60324e-07	7.60324e-07
1.00003	3.02765	7.65594e-07	7.65594e-07
0.909117	3.02767	7.70173e-07	7.70173e-07
0.818202	3.02769	7.74102e-07	7.74102e-07
0.727287	3.02771	7.77692e-07	7.77692e-07
0.63637	3.02773	7.81981e-07	7.81981e-07
0.545454	3.02775	7.86546e-07	7.86546e-07
0.454539	3.02777	7.914350000000001e-07	7.914350000000001e-07
0.363628	3.02779	7.97162e-07	7.97162e-07
0.272721	3.0278	8.032979999999999e-07	8.032979999999999e-07
0.181815	3.02781	8.09883e-07	8.09883e-07
0.0909091	3.02782	8.16509e-07	8.16509e-07
0.0	3.02782	8.1979e-07	8.1979e-07
9.0	3.02345	1.316118e-06	1.316118e-06
8.90909	3.02346	1.3195030000000001e-06	1.3195030000000001e-06
8.81819	3.02345	1.326194e-06	1.326194e-06
8.72729	3.02342	1.333155e-06	1.333155e-06
8.63639	3.02338	1.3402349999999998e-06	1.3402349999999998e-06
8.54548	3.02333	1.3470360000000001e-06	1.3470360000000001e-06
8.45455	3.02328	1.3533049999999997e-06	1.3533049999999997e-06
8.36362	3.02322	1.3586360000000001e-06	1.3586360000000001e-06
8.27269	3.02316	1.3626930000000001e-06	1.3626930000000001e-06
8.18176	3.02311	1.3644040000000001e-06	1.3644040000000001e-06
8.09084	3.02305	1.3643869999999999e-06	1.3643869999999999e-06
7.99991	3.02299	1.363301e-06	1.363301e-06
7.90899	3.02294	1.359571e-06	1.359571e-06
7.81806	3.02288	1.3530029999999999e-06	1.3530029999999999e-06
7.72714	3.02282	1.344082e-06	1.344082e-06
7.63622	3.02277	1.3321489999999998e-06	1.3321489999999998e-06
7.5453	3.02272	1.318961e-06	1.318961e-06
7.45439	3.02267	1.3065800000000002e-06	1.3065800000000002e-06
7.36348	3.02262	1.2941000000000002e-06	1.2941000000000002e-06
7.27257	3.02257	1.2796900000000002e-06	1.2796900000000002e-06
7.18167	3.02252	1.26383e-06	1.26383e-06
7.09077	3.02248	1.2493299999999998e-06	1.2493299999999998e-06
6.99987	3.02243	1.2367699999999998e-06	1.2367699999999998e-06
6.90897	3.02239	1.22391e-06	1.22391e-06
6.81807	3.02235	1.2087e-06	1.2087e-06
6.72717	3.02232	1.1925899999999997e-06	1.1925899999999997e-06
6.63627	3.02228	1.17713e-06	1.17713e-06
6.54537	3.02225	1.1617200000000002e-06	1.1617200000000002e-06
6.45447	3.02222	1.1469300000000002e-06	1.1469300000000002e-06
6.36356	3.02219	1.1308500000000002e-06	1.1308500000000002e-06
6.27266	3.02216	1.11142e-06	1.11142e-06
6.18176	3.02214	1.09096e-06	1.09096e-06
6.09085	3.02212	1.06952e-06	1.06952e-06
5.99995	3.02209	1.0449199999999999e-06	1.0449199999999999e-06
5.90905	3.02208	1.01902e-06	1.01902e-06
5.81814	3.02206	9.9278e-07	9.9278e-07
5.72724	3.02204	9.642499999999997e-07	9.642499999999997e-07
5.63633	3.02203	9.341600000000003e-07	9.341600000000003e-07
5.54542	3.02201	9.013900000000001e-07	9.013900000000001e-07
5.45452	3.022	8.662799999999999e-07	8.662799999999999e-07
5.36361	3.02199	8.315400000000003e-07	8.315400000000003e-07
5.27271	3.02198	7.985000000000001e-07	7.985000000000001e-07
5.1818	3.02198	7.619399999999997e-07	7.619399999999997e-07
5.09089	3.02197	7.174699999999999e-07	7.174699999999999e-07
4.99999	3.02196	6.6655e-07	6.6655e-07
4.90908	3.02196	6.112500000000003e-07	6.112500000000003e-07
4.81817	3.02195	5.532000000000001e-07	5.532000000000001e-07
4.72727	3.02195	4.949500000000002e-07	4.949500000000002e-07
4.63636	3.02195	4.370699999999996e-07	4.370699999999996e-07
4.54545	3.02195	3.7582999999999984e-07	3.7582999999999984e-07
4.45455	3.02195	3.107299999999998e-07	3.107299999999998e-07
4.36364	3.02195	2.432700000000003e-07	2.432700000000003e-07
4.27273	3.02195	1.7416000000000012e-07	1.7416000000000012e-07
4.18183	3.02195	1.0602000000000005e-07	1.0602000000000005e-07
4.09092	3.02196	4.0540000000000123e-08	4.0540000000000123e-08
4.00001	3.02196	2.4499999999999935e-08	-2.4499999999999935e-08
3.90911	3.02197	8.698999999999991e-08	-8.698999999999991e-08
3.8182	3.02198	1.4258e-07	-1.4258e-07
3.72729	3.02198	1.9063999999999975e-07	-1.9063999999999975e-07
3.63639	3.02199	2.3004000000000017e-07	-2.3004000000000017e-07
3.54548	3.022	2.613099999999998e-07	-2.613099999999998e-07
3.45457	3.02201	2.853900000000004e-07	-2.853900000000004e-07
3.36367	3.02203	3.0081e-07	-3.0081e-07
3.27276	3.02204	3.0466999999999983e-07	-3.0466999999999983e-07
3.18186	3.02206	2.929800000000003e-07	-2.929800000000003e-07
3.09095	3.02207	2.6514000000000006e-07	-2.6514000000000006e-07
3.00005	3.02209	2.196199999999999e-07	-2.196199999999999e-07
2.90915	3.02211	1.547200000000001e-07	-1.547200000000001e-07
2.81824	3.02214	7.170999999999995e-08	-7.170999999999995e-08
2.72734	3.02216	2.4039999999999943e-08	2.4039999999999943e-08
2.63643	3.02219	1.2891e-07	1.2891e-07
2.54553	3.02222	2.4196000000000014e-07	2.4196000000000014e-07
2.45463	3.02225	3.5906000000000004e-07	3.5906000000000004e-07
2.36373	3.02228	4.7604e-07	4.7604e-07
2.27283	3.02231	5.8936e-07	5.8936e-07
2.18193	3.02235	6.95219e-07	6.95219e-07
2.09102	3.02239	7.90538e-07	7.90538e-07
2.00012	3.02243	8.750660000000001e-07	8.750660000000001e-07
1.90923	3.02247	9.495749999999999e-07	9.495749999999999e-07
1.81833	3.02251	1.012339e-06	1.012339e-06
1.72743	3.02256	1.064184e-06	1.064184e-06
1.63652	3.02261	1.1077469999999998e-06	1.1077469999999998e-06
1.54562	3.02266	1.143084e-06	1.143084e-06
1.4547	3.02271	1.1708010000000001e-06	1.1708010000000001e-06
1.36379	3.02276	1.1926830000000002e-06	1.1926830000000002e-06
1.27287	3.02282	1.21122e-06	1.21122e-06
1.18194	3.02288	1.226885e-06	1.226885e-06
1.09102	3.02293	1.240166e-06	1.240166e-06
1.00009	3.02299	1.251734e-06	1.251734e-06
0.909167	3.02305	1.260624e-06	1.260624e-06
0.81824	3.0231	1.267486e-06	1.267486e-06
0.727312	3.02316	1.27318e-06	1.27318e-06
0.636382	3.02322	1.278563e-06	1.278563e-06
0.545452	3.02327	1.283335e-06	1.283335e-06
0.454527	3.02332	1.287721e-06	1.287721e-06
0.363612	3.02337	1.292774e-06	1.292774e-06
0.272709	3.02341	1.2978410000000002e-06	1.2978410000000002e-06
0.181811	3.02344	1.303263e-06	1.303263e-06
0.0909091	3.02345	1.309073e-06	1.309073e-06
0.0	3.02345	1.311842e-06	1.311842e-06
9.0	3.01889	1.56861e-06	1.56861e-06
8.90909	3.01891	1.56811e-06	1.56811e-06
8.8182	3.01888	1.5652999999999999e-06	1.5652999999999999e-06
8.72731	3.01883	1.56099e-06	1.56099e-06
8.63641	3.01875	1.55546e-06	1.55546e-06
8.54549	3.01866	1.54675e-06	1.54675e-06
8.45456	3.01856	1.53584e-06	1.53584e-06
8.36361	3.01846	1.5224999999999998e-06	1.5224999999999998e-06
8.27266	3.01836	1.50571e-06	1.50571e-06
8.18172	3.01825	1.48595e-06	1.48595e-06
8.09077	3.01814	1.4644000000000001e-06	1.4644000000000001e-06
7.99983	3.01803	1.4407899999999998e-06	1.4407899999999998e-06
7.90889	3.01793	1.41338e-06	1.41338e-06
7.81795	3.01782	1.3821e-06	1.3821e-06
7.72701	3.01772	1.3468499999999996e-06	1.3468499999999996e-06
7.63608	3.01762	1.3084e-06	1.3084e-06
7.54515	3.01752	1.2690400000000003e-06	1.2690400000000003e-06
7.45424	3.01742	1.2302e-06	1.2302e-06
7.36333	3.01732	1.19089e-06	1.19089e-06
7.27243	3.01723	1.14934e-06	1.14934e-06
7.18154	3.01714	1.1076600000000002e-06	1.1076600000000002e-06
7.09065	3.01706	1.06815e-06	1.06815e-06
6.99976	3.01698	1.03125e-06	1.03125e-06
6.90886	3.0169	9.943099999999998e-07	9.943099999999998e-07
6.81797	3.01683	9.5499e-07	9.5499e-07
6.72708	3.01676	9.1472e-07	9.1472e-07
6.63618	3.01669	8.758000000000002e-07	8.758000000000002e-07
6.54529	3.01663	8.383699999999999e-07	8.383699999999999e-07
6.45439	3.01657	8.013000000000003e-07	8.013000000000003e-07
6.3635	3.01652	7.627300000000003e-07	7.627300000000003e-07
6.2726	3.01647	7.206599999999999e-07	7.206599999999999e-07
6.1817	3.01642	6.777200000000004e-07	6.777200000000004e-07
6.0908	3.01637	6.335000000000004e-07	6.335000000000004e-07
5.9999	3.01633	5.862200000000001e-07	5.862200000000001e-07
5.909	3.0163	5.3913e-07	5.3913e-07
5.8181	3.01626	4.9278e-07	4.9278e-07
5.7272	3.01623	4.454699999999998e-07	4.454699999999998e-07
5.6363	3.0162	3.966600000000001e-07	3.966600000000001e-07
5.5454	3.01618	3.4322999999999993e-07	3.4322999999999993e-07
5.45449	3.01616	2.859500000000002e-07	2.859500000000002e-07
5.36359	3.01614	2.2965999999999985e-07	2.2965999999999985e-07
5.27269	3.01612	1.7448000000000006e-07	1.7448000000000006e-07
5.18178	3.0161	1.1348999999999999e-07	1.1348999999999999e-07
5.09088	3.01609	4.382000000000003e-08	4.382000000000003e-08
4.99998	3.01608	3.2859999999999885e-08	-3.2859999999999885e-08
4.90907	3.01607	1.1510999999999982e-07	-1.1510999999999982e-07
4.81817	3.01606	2.0079999999999984e-07	-2.0079999999999984e-07
4.72726	3.01605	2.863900000000005e-07	-2.863900000000005e-07
4.63636	3.01605	3.7108e-07	-3.7108e-07
4.54545	3.01605	4.6051000000000036e-07	-4.6051000000000036e-07
4.45455	3.01605	5.545200000000001e-07	-5.545200000000001e-07
4.36364	3.01605	6.488699999999999e-07	-6.488699999999999e-07
4.27274	3.01605	7.443799999999995e-07	-7.443799999999995e-07
4.18183	3.01606	8.390400000000002e-07	-8.390400000000002e-07
4.09093	3.01607	9.301000000000002e-07	-9.301000000000002e-07
4.00002	3.01608	1.0200199999999997e-06	-1.0200199999999997e-06
3.90912	3.01609	1.1059100000000001e-06	-1.1059100000000001e-06
3.81822	3.0161	1.18211e-06	-1.18211e-06
3.72731	3.01612	1.2481999999999998e-06	-1.2481999999999998e-06
3.63641	3.01614	1.3031599999999998e-06	-1.3031599999999998e-06
3.54551	3.01616	1.3469300000000002e-06	-1.3469300000000002e-06
3.4546	3.01618	1.3808499999999997e-06	-1.3808499999999997e-06
3.3637	3.0162	1.4033900000000001e-06	-1.4033900000000001e-06
3.2728	3.01623	1.40966e-06	-1.40966e-06
3.1819	3.01626	1.3942000000000001e-06	-1.3942000000000001e-06
3.091	3.01629	1.3554199999999995e-06	-1.3554199999999995e-06
3.0001	3.01633	1.2910699999999998e-06	-1.2910699999999998e-06
2.9092	3.01637	1.19911e-06	-1.19911e-06
2.8183	3.01641	1.0801799999999997e-06	-1.0801799999999997e-06
