Points:0	Points:1	abs_DELTA_TAU1	DELTA_TAU1
6.27271	3.02736	5.037855e-07	-5.037855e-07
6.1818	3.02735	5.176744e-07	-5.176744e-07
6.09089	3.02735	5.315169e-07	-5.315169e-07
5.99998	3.02734	5.454012e-07	-5.454012e-07
5.90908	3.02733	5.59327e-07	-5.59327e-07
5.81817	3.02733	5.731893e-07	-5.731893e-07
5.72726	3.02732	5.870688e-07	-5.870688e-07
5.63635	3.02732	6.009775000000001e-07	-6.009775000000001e-07
5.54544	3.02731	6.148131e-07	-6.148131e-07
5.45454	3.02731	6.285969999999999e-07	-6.285969999999999e-07
5.36363	3.0273	6.422909e-07	-6.422909e-07
5.27272	3.0273	6.556947e-07	-6.556947e-07
5.18181	3.0273	6.687993e-07	-6.687993e-07
5.0909	3.0273	6.817738e-07	-6.817738e-07
5.0	3.02729	6.945979000000001e-07	-6.945979000000001e-07
4.90909	3.02729	7.071689e-07	-7.071689e-07
4.81818	3.02729	7.194817000000001e-07	-7.194817000000001e-07
4.72727	3.02729	7.314063e-07	-7.314063e-07
4.63636	3.02729	7.427826e-07	-7.427826e-07
4.54545	3.02729	7.536129000000001e-07	-7.536129000000001e-07
4.45455	3.02729	7.638701e-07	-7.638701e-07
4.36364	3.02729	7.734801999999999e-07	-7.734801999999999e-07
4.27273	3.02729	7.822394e-07	-7.822394e-07
4.18182	3.02729	7.900003e-07	-7.900003e-07
4.09091	3.02729	7.967525e-07	-7.967525e-07
4.0	3.02729	8.024521e-07	-8.024521e-07
3.9091	3.0273	8.070011e-07	-8.070011e-07
3.81819	3.0273	8.102047e-07	-8.102047e-07
3.72728	3.0273	8.116406999999999e-07	-8.116406999999999e-07
3.63637	3.02731	8.107734e-07	-8.107734e-07
3.54546	3.02731	8.073423999999999e-07	-8.073423999999999e-07
3.45456	3.02731	8.009325000000001e-07	-8.009325000000001e-07
3.36365	3.02732	7.908921e-07	-7.908921e-07
3.27274	3.02732	7.766516e-07	-7.766516e-07
3.18183	3.02733	7.576125e-07	-7.576125e-07
3.09092	3.02733	7.332586e-07	-7.332586e-07
3.00002	3.02734	7.033003e-07	-7.033003e-07
2.90911	3.02734	6.677384e-07	-6.677384e-07
2.8182	3.02735	6.269189e-07	-6.269189e-07
2.72729	3.02736	5.817019999999999e-07	-5.817019999999999e-07
2.63639	3.02737	5.334581999999999e-07	-5.334581999999999e-07
2.54548	3.02738	4.838335999999999e-07	-4.838335999999999e-07
2.45457	3.02739	4.345924e-07	-4.345924e-07
2.36367	3.0274	3.873025e-07	-3.873025e-07
2.27276	3.02741	3.4328280000000003e-07	-3.4328280000000003e-07
2.18185	3.02743	3.035089e-07	-3.035089e-07
2.09095	3.02744	2.6851269999999996e-07	-2.6851269999999996e-07
2.00004	3.02745	2.3840319999999998e-07	-2.3840319999999998e-07
1.90914	3.02747	2.1298070000000002e-07	-2.1298070000000002e-07
1.81823	3.02748	1.919607e-07	-1.919607e-07
1.72733	3.0275	1.7493696e-07	-1.7493696e-07
1.63642	3.02752	1.6140775e-07	-1.6140775e-07
1.54551	3.02754	1.5085486e-07	-1.5085486e-07
1.4546	3.02755	1.4271175e-07	-1.4271175e-07
1.36369	3.02757	1.3652707e-07	-1.3652707e-07
1.27278	3.02759	1.3195318e-07	-1.3195318e-07
1.18186	3.02761	1.2870262e-07	-1.2870262e-07
1.09095	3.02763	1.2661892e-07	-1.2661892e-07
1.00003	3.02765	1.255699e-07	-1.255699e-07
0.909117	3.02767	1.2542596e-07	-1.2542596e-07
0.818202	3.02769	1.2610802999999998e-07	-1.2610802999999998e-07
0.727287	3.02771	1.2755681e-07	-1.2755681e-07
0.63637	3.02773	1.2968898999999998e-07	-1.2968898999999998e-07
0.545454	3.02775	1.3249064e-07	-1.3249064e-07
0.454539	3.02777	1.3594741e-07	-1.3594741e-07
0.363628	3.02779	1.4004899e-07	-1.4004899e-07
0.272721	3.0278	1.4476754e-07	-1.4476754e-07
0.181815	3.02781	1.5007194000000002e-07	-1.5007194000000002e-07
0.0909091	3.02782	1.5598886e-07	-1.5598886e-07
0.0	3.02782	1.5910052e-07	-1.5910052e-07
9.0	3.02345	4.791262e-07	-4.791262e-07
8.90909	3.02346	4.882772e-07	-4.882772e-07
8.81819	3.02345	5.083175e-07	-5.083175e-07
8.72729	3.02342	5.307865e-07	-5.307865e-07
8.63639	3.02338	5.549923e-07	-5.549923e-07
8.54548	3.02333	5.810072e-07	-5.810072e-07
8.45455	3.02328	6.081947999999999e-07	-6.081947999999999e-07
8.36362	3.02322	6.364742999999999e-07	-6.364742999999999e-07
8.27269	3.02316	6.658751e-07	-6.658751e-07
8.18176	3.02311	6.961734e-07	-6.961734e-07
8.09084	3.02305	7.273589999999999e-07	-7.273589999999999e-07
7.99991	3.02299	7.593982e-07	-7.593982e-07
7.90899	3.02294	7.922635000000001e-07	-7.922635000000001e-07
7.81806	3.02288	8.259446e-07	-8.259446e-07
7.72714	3.02282	8.604656999999999e-07	-8.604656999999999e-07
7.63622	3.02277	8.958080000000001e-07	-8.958080000000001e-07
7.5453	3.02272	9.318901e-07	-9.318901e-07
7.45439	3.02267	9.684761e-07	-9.684761e-07
7.36348	3.02262	1.0054e-06	-1.0054e-06
7.27257	3.02257	1.0427343000000001e-06	-1.0427343000000001e-06
7.18167	3.02252	1.0804737e-06	-1.0804737e-06
7.09077	3.02248	1.1185678e-06	-1.1185678e-06
6.99987	3.02243	1.1569536000000001e-06	-1.1569536000000001e-06
6.90897	3.02239	1.1955521e-06	-1.1955521e-06
6.81807	3.02235	1.2343305e-06	-1.2343305e-06
6.72717	3.02232	1.2732335e-06	-1.2732335e-06
6.63627	3.02228	1.3121493e-06	-1.3121493e-06
6.54537	3.02225	1.3510973e-06	-1.3510973e-06
6.45447	3.02222	1.3899025e-06	-1.3899025e-06
6.36356	3.02219	1.4285611999999998e-06	-1.4285611999999998e-06
6.27266	3.02216	1.4672614e-06	-1.4672614e-06
6.18176	3.02214	1.5057492e-06	-1.5057492e-06
6.09085	3.02212	1.5438747999999998e-06	-1.5438747999999998e-06
5.99995	3.02209	1.581826e-06	-1.581826e-06
5.90905	3.02208	1.61961e-06	-1.61961e-06
5.81814	3.02206	1.657032e-06	-1.657032e-06
5.72724	3.02204	1.69426e-06	-1.69426e-06
5.63633	3.02203	1.7313549999999999e-06	-1.7313549999999999e-06
5.54542	3.02201	1.768116e-06	-1.768116e-06
5.45452	3.022	1.8045280000000002e-06	-1.8045280000000002e-06
5.36361	3.02199	1.8405099999999998e-06	-1.8405099999999998e-06
5.27271	3.02198	1.8755389999999999e-06	-1.8755389999999999e-06
5.1818	3.02198	1.9096029999999998e-06	-1.9096029999999998e-06
5.09089	3.02197	1.943239e-06	-1.943239e-06
4.99999	3.02196	1.9764899999999998e-06	-1.9764899999999998e-06
4.90908	3.02196	2.009073e-06	-2.009073e-06
4.81817	3.02195	2.0410010000000003e-06	-2.0410010000000003e-06
4.72727	3.02195	2.071861e-06	-2.071861e-06
4.63636	3.02195	2.101348e-06	-2.101348e-06
4.54545	3.02195	2.12959e-06	-2.12959e-06
4.45455	3.02195	2.1564847e-06	-2.1564847e-06
4.36364	3.02195	2.1818676e-06	-2.1818676e-06
4.27273	3.02195	2.2053137e-06	-2.2053137e-06
4.18183	3.02195	2.2264139e-06	-2.2264139e-06
4.09092	3.02196	2.2450344e-06	-2.2450344e-06
4.00001	3.02196	2.2611833e-06	-2.2611833e-06
3.90911	3.02197	2.2744767e-06	-2.2744767e-06
3.8182	3.02198	2.2844807e-06	-2.2844807e-06
3.72729	3.02198	2.2902428e-06	-2.2902428e-06
3.63639	3.02199	2.2903845e-06	-2.2903845e-06
3.54548	3.022	2.2841861e-06	-2.2841861e-06
3.45457	3.02201	2.2707953000000002e-06	-2.2707953000000002e-06
3.36367	3.02203	2.2486636999999998e-06	-2.2486636999999998e-06
3.27276	3.02204	2.2162015e-06	-2.2162015e-06
3.18186	3.02206	2.1717386e-06	-2.1717386e-06
3.09095	3.02207	2.1138142e-06	-2.1138142e-06
3.00005	3.02209	2.0413257e-06	-2.0413257e-06
2.90915	3.02211	1.9535419e-06	-1.9535419e-06
2.81824	3.02214	1.8506389e-06	-1.8506389e-06
2.72734	3.02216	1.7341120000000002e-06	-1.7341120000000002e-06
2.63643	3.02219	1.6067662e-06	-1.6067662e-06
2.54553	3.02222	1.4725224e-06	-1.4725224e-06
2.45463	3.02225	1.3359005999999998e-06	-1.3359005999999998e-06
2.36373	3.02228	1.2014254e-06	-1.2014254e-06
2.27283	3.02231	1.0734153e-06	-1.0734153e-06
2.18193	3.02235	9.554357999999998e-07	-9.554357999999998e-07
2.09102	3.02239	8.499006e-07	-8.499006e-07
2.00012	3.02243	7.578498e-07	-7.578498e-07
1.90923	3.02247	6.792005e-07	-6.792005e-07
1.81833	3.02251	6.133009e-07	-6.133009e-07
1.72743	3.02256	5.590406e-07	-5.590406e-07
1.63652	3.02261	5.150064e-07	-5.150064e-07
1.54562	3.02266	4.798837e-07	-4.798837e-07
1.4547	3.02271	4.522189e-07	-4.522189e-07
1.36379	3.02276	4.30662e-07	-4.30662e-07
1.27287	3.02282	4.141222e-07	-4.141222e-07
1.18194	3.02288	4.0172609999999997e-07	-4.0172609999999997e-07
1.09102	3.02293	3.929125e-07	-3.929125e-07
1.00009	3.02299	3.8720909999999995e-07	-3.8720909999999995e-07
0.909167	3.02305	3.842571e-07	-3.842571e-07
0.81824	3.0231	3.8377659999999996e-07	-3.8377659999999996e-07
0.727312	3.02316	3.855248e-07	-3.855248e-07
0.636382	3.02322	3.8927620000000004e-07	-3.8927620000000004e-07
0.545452	3.02327	3.949587e-07	-3.949587e-07
0.454527	3.02332	4.025232e-07	-4.025232e-07
0.363612	3.02337	4.119747e-07	-4.119747e-07
0.272709	3.02341	4.232763e-07	-4.232763e-07
0.181811	3.02344	4.364066e-07	-4.364066e-07
0.0909091	3.02345	4.515412e-07	-4.515412e-07
0.0	3.02345	4.596356e-07	-4.596356e-07
9.0	3.01889	1.0675514e-06	-1.0675514e-06
8.90909	3.01891	1.0851528e-06	-1.0851528e-06
8.8182	3.01888	1.1244415000000002e-06	-1.1244415000000002e-06
8.72731	3.01883	1.1696618e-06	-1.1696618e-06
8.63641	3.01875	1.2191721999999999e-06	-1.2191721999999999e-06
8.54549	3.01866	1.2729265999999998e-06	-1.2729265999999998e-06
8.45456	3.01856	1.3293144e-06	-1.3293144e-06
8.36361	3.01846	1.3878964e-06	-1.3878964e-06
8.27266	3.01836	1.448672e-06	-1.448672e-06
8.18172	3.01825	1.511066e-06	-1.511066e-06
8.09077	3.01814	1.574754e-06	-1.574754e-06
7.99983	3.01803	1.6396359999999999e-06	-1.6396359999999999e-06
7.90889	3.01793	1.705581e-06	-1.705581e-06
7.81795	3.01782	1.7724450000000001e-06	-1.7724450000000001e-06
7.72701	3.01772	1.840236e-06	-1.840236e-06
7.63608	3.01762	1.908689e-06	-1.908689e-06
7.54515	3.01752	1.97756e-06	-1.97756e-06
7.45424	3.01742	2.046732e-06	-2.046732e-06
7.36333	3.01732	2.115835e-06	-2.115835e-06
7.27243	3.01723	2.184854e-06	-2.184854e-06
7.18154	3.01714	2.253693e-06	-2.253693e-06
7.09065	3.01706	2.322285e-06	-2.322285e-06
6.99976	3.01698	2.390504e-06	-2.390504e-06
6.90886	3.0169	2.4583119999999997e-06	-2.4583119999999997e-06
6.81797	3.01683	2.5255489999999997e-06	-2.5255489999999997e-06
6.72708	3.01676	2.592084e-06	-2.592084e-06
6.63618	3.01669	2.6577420000000003e-06	-2.6577420000000003e-06
6.54529	3.01663	2.722447e-06	-2.722447e-06
6.45439	3.01657	2.786278e-06	-2.786278e-06
6.3635	3.01652	2.849166e-06	-2.849166e-06
6.2726	3.01647	2.9113129999999997e-06	-2.9113129999999997e-06
6.1817	3.01642	2.9724069999999997e-06	-2.9724069999999997e-06
6.0908	3.01637	3.032369e-06	-3.032369e-06
5.9999	3.01633	3.0916669999999997e-06	-3.0916669999999997e-06
5.909	3.0163	3.150175e-06	-3.150175e-06
5.8181	3.01626	3.207712e-06	-3.207712e-06
5.7272	3.01623	3.264638e-06	-3.264638e-06
5.6363	3.0162	3.321105e-06	-3.321105e-06
5.5454	3.01618	3.3768560000000003e-06	-3.3768560000000003e-06
5.45449	3.01616	3.4320219999999997e-06	-3.4320219999999997e-06
5.36359	3.01614	3.486307e-06	-3.486307e-06
5.27269	3.01612	3.53902e-06	-3.53902e-06
5.18178	3.0161	3.590297e-06	-3.590297e-06
5.09088	3.01609	3.6409150000000004e-06	-3.6409150000000004e-06
4.99998	3.01608	3.6911770000000003e-06	-3.6911770000000003e-06
4.90907	3.01607	3.7408499999999995e-06	-3.7408499999999995e-06
4.81817	3.01606	3.7896989999999997e-06	-3.7896989999999997e-06
4.72726	3.01605	3.837101e-06	-3.837101e-06
4.63636	3.01605	3.882775e-06	-3.882775e-06
4.54545	3.01605	3.9269559999999995e-06	-3.9269559999999995e-06
4.45455	3.01605	3.9696009999999995e-06	-3.9696009999999995e-06
4.36364	3.01605	4.0104769999999995e-06	-4.0104769999999995e-06
4.27274	3.01605	4.048932e-06	-4.048932e-06
4.18183	3.01606	4.084441e-06	-4.084441e-06
4.09093	3.01607	4.116825e-06	-4.116825e-06
4.00002	3.01608	4.145746e-06	-4.145746e-06
3.90912	3.01609	4.170829e-06	-4.170829e-06
3.81822	3.0161	4.191399e-06	-4.191399e-06
3.72731	3.01612	4.206122e-06	-4.206122e-06
3.63641	3.01614	4.213231e-06	-4.213231e-06
3.54551	3.01616	4.211664e-06	-4.211664e-06
3.4546	3.01618	4.200227e-06	-4.200227e-06
3.3637	3.0162	4.177003e-06	-4.177003e-06
3.2728	3.01623	4.139625e-06	-4.139625e-06
3.1819	3.01626	4.085619e-06	-4.085619e-06
3.091	3.01629	4.012576e-06	-4.012576e-06
3.0001	3.01633	3.918146999999999e-06	-3.918146999999999e-06
2.9092	3.01637	3.8003610000000005e-06	-3.8003610000000005e-06
2.8183	3.01641	3.658006e-06	-3.658006e-06
2.7274	3.01646	3.491561e-06	-3.491561e-06
2.6365	3.01651	3.3030679999999997e-06	-3.3030679999999997e-06
2.54561	3.01657	3.096405e-06	-3.096405e-06
2.45471	3.01662	2.876749e-06	-2.876749e-06
2.36382	3.01668	2.650343e-06	-2.650343e-06
