(X,Y,Label)
(2.67489,0.0163867,0)
(2.72292,0.0163867,0)
(2.77095,0.0163867,0)
(2.81898,0.0163867,0)
(2.86701,0.0163867,0)
(2.91504,0.0163867,0)
(2.96306,0.0163867,0)
(3.01109,0.0163867,0)
(3.05912,0.0163867,0)
(3.10715,0.0163867,0)
(3.15518,0.0163867,0)
(3.20321,0.0163867,0)
(3.25124,0.0163867,0)
(3.29927,0.0163867,0)
(3.3473,0.0163867,0)
(3.39533,0.0163867,0)
(3.44336,0.0163867,0)
(3.49139,0.0163867,0)
(3.53941,0.0163867,0)
(3.58744,0.0163867,0)
(3.63548,0.0163867,0)
(3.6835,0.0163867,0)
(3.73153,0.0163867,0)
(3.77956,0.0163867,0)
(3.82759,0.0163867,0)
(3.87562,0.0163867,0)
(3.92365,0.0163867,0)
(3.97168,0.0163867,0)
(4.01971,0.0163867,0)
(4.06774,0.0163867,0)
(4.11576,0.0163867,0)
(4.1638,0.0163867,0)
(4.21182,0.0163867,0)
(4.25985,0.0163867,0)
(4.30789,0.0163867,0)
(4.35591,0.0163867,0)
(4.40394,0.0163867,0)
(4.45197,0.0163867,0)
(4.5,0.0163867,0)
(4.54803,0.0163867,0)
(4.59606,0.0163867,0)
(4.64409,0.0163867,0)
(4.69211,0.0163867,0)
(4.74015,0.0163867,0)
(4.78818,0.0163867,0)
(4.8362,0.0163867,0)
(4.88424,0.0163867,0)
(4.93226,0.0163867,0)
(4.98029,0.0163867,0)
(5.02832,0.0163867,0)
(5.07635,0.0163867,0)
(5.12438,0.0163867,0)
(5.17241,0.0163867,0)
(5.22044,0.0163867,0)
(5.26847,0.0163867,0)
(5.3165,0.0163867,0)
(5.36452,0.0163867,0)
(5.41256,0.0163867,0)
(5.46059,0.0163867,0)
(5.50861,0.0163867,0)
(5.55665,0.0163867,0)
(5.60467,0.0163867,0)
(5.6527,0.0163867,0)
(5.70073,0.0163867,0)
(5.74876,0.0163867,0)
(5.79679,0.0163867,0)
(5.84482,0.0163867,0)
(5.89285,0.0163867,0)
(5.94088,0.0163867,0)
(5.98891,0.0163867,0)
(6.03694,0.0163867,0)
(6.08497,0.0163867,0)
(6.133,0.0163867,0)
(6.18102,0.0163867,0)
(6.22905,0.0163867,0)
(6.27708,0.0163867,0)
(6.32511,0.0163867,0)
(6.37314,0.0163867,0)
(6.42117,0.0163867,0)
(6.4692,0.0163867,0)
(6.51723,0.0163867,0)
(6.56526,0.0163867,0)
(6.61329,0.0163867,0)
(6.66132,0.0163867,0)
(6.70935,0.0163867,0)
(6.75737,0.0163867,0)
(6.80541,0.0163867,0)
(7.37564,0.0696896,0)
(7.42063,0.0864508,0)
(7.46486,0.105126,0)
(7.50828,0.125572,0)
(7.5509,0.147651,0)
(7.59271,0.171229,0)
(7.63374,0.196121,0)
(8.50481,0.872517,0)
(8.58385,0.926903,0)
(8.66878,0.971453,0)
(8.71396,0.987629,0)
(8.76058,0.999058,0)
(8.80806,1.00622,0)
(8.85593,1.00995,0)
(8.90394,1.01126,0)
(8.95197,1.01124,0)
(9.0,1.01099,0)
(0.0,1.01223,0)
(0.0480266,1.01248,0)
(0.0960534,1.0125,0)
(0.14406,1.01119,0)
(0.191933,1.00746,0)
(0.239405,1.00031,0)
(0.286027,0.988885,0)
(0.33121,0.972722,0)
(0.374542,0.952116,0)
(0.416138,0.92819,0)
(0.456255,0.901876,0)
(0.495193,0.873841,0)
(0.533211,0.844592,0)
(0.570548,0.814482,0)
(0.607416,0.783798,0)
(1.95455,0.0182381,0)
(2.00258,0.0182381,0)
(2.0506,0.0182381,0)
(2.09863,0.0182381,0)
(2.14666,0.0182381,0)
(2.19468,0.0182381,0)
(2.24271,0.0182381,0)
(2.29074,0.0182381,0)
(2.33877,0.0182381,0)
(2.3868,0.0182381,0)
(2.43482,0.0182381,0)
(2.48285,0.0182381,0)
(2.53088,0.0182381,0)
(2.5789,0.0182381,0)
(2.62693,0.0182381,0)
(2.67496,0.0182381,0)
(2.72299,0.0182381,0)
(2.77101,0.0182381,0)
(2.81904,0.0182381,0)
(2.86707,0.0182381,0)
(2.9151,0.0182381,0)
(2.96312,0.0182381,0)
(3.01115,0.0182381,0)
(3.05918,0.0182381,0)
(3.10721,0.0182381,0)
(3.15523,0.0182381,0)
(3.20326,0.0182381,0)
(3.25129,0.0182381,0)
(3.29931,0.0182381,0)
(3.34734,0.0182381,0)
(3.39537,0.0182381,0)
(3.4434,0.0182381,0)
(3.49143,0.0182381,0)
(3.53945,0.0182381,0)
(3.58748,0.0182381,0)
(3.63551,0.0182381,0)
(3.68354,0.0182381,0)
(3.73156,0.0182381,0)
(3.77959,0.0182381,0)
(3.82762,0.0182381,0)
(3.87564,0.0182381,0)
(3.92367,0.0182381,0)
(3.9717,0.0182381,0)
(4.01973,0.0182381,0)
(4.06775,0.0182381,0)
(4.11578,0.0182381,0)
(4.16381,0.0182381,0)
(4.21184,0.0182381,0)
(4.25986,0.0182381,0)
(4.30789,0.0182381,0)
(4.35592,0.0182381,0)
(4.40394,0.0182381,0)
(4.45197,0.0182381,0)
(4.5,0.0182381,0)
(4.54803,0.0182381,0)
(4.59606,0.0182381,0)
(4.64408,0.0182381,0)
(4.69211,0.0182381,0)
(4.74014,0.0182381,0)
(4.78817,0.0182381,0)
(4.83619,0.0182381,0)
(4.88422,0.0182381,0)
(4.93225,0.0182381,0)
(4.98027,0.0182381,0)
(5.0283,0.0182381,0)
(5.07633,0.0182381,0)
(5.12436,0.0182381,0)
(5.17238,0.0182381,0)
(5.22041,0.0182381,0)
(5.26844,0.0182381,0)
(5.31647,0.0182381,0)
(5.36449,0.0182381,0)
(5.41252,0.0182381,0)
(5.46055,0.0182381,0)
(5.50857,0.0182381,0)
(5.5566,0.0182381,0)
(5.60463,0.0182381,0)
(5.65266,0.0182381,0)
(5.70069,0.0182381,0)
(5.74871,0.0182381,0)
(5.79674,0.0182381,0)
(5.84477,0.0182381,0)
(5.8928,0.0182381,0)
(5.94082,0.0182381,0)
(5.98885,0.0182381,0)
(6.03688,0.0182381,0)
(6.08491,0.0182381,0)
(6.13293,0.0182381,0)
(6.18096,0.0182381,0)
(6.22899,0.0182381,0)
(6.27702,0.0182381,0)
(6.32504,0.0182381,0)
(6.37307,0.0182381,0)
(6.4211,0.0182381,0)
(6.46912,0.0182381,0)
(6.51715,0.0182381,0)
(6.56518,0.0182381,0)
(6.6132,0.0182381,0)
(6.66123,0.0182381,0)
(6.70926,0.0182381,0)
(6.75729,0.0182381,0)
(6.80532,0.0182381,0)
(6.85334,0.0182381,0)
(6.90137,0.0182381,0)
(6.9494,0.0182381,0)
(6.99743,0.0182381,0)
(7.18916,0.0263618,0)
(7.23655,0.0341096,0)
(7.28347,0.0443012,0)
(7.32982,0.0568143,0)
(7.37554,0.0715083,0)
(7.42052,0.0882592,0)
(7.46475,0.106922,0)
(7.50817,0.127356,0)
(7.5508,0.149422,0)
(7.59261,0.172986,0)
(7.63364,0.197862,0)
(7.674,0.223822,0)
(7.71377,0.250659,0)
(7.75305,0.278209,0)
(8.42945,0.814483,0)
(8.46679,0.844593,0)
(8.50481,0.873843,0)
(8.58386,0.928196,0)
(8.62546,0.952118,0)
(8.66879,0.972719,0)
(8.71397,0.988885,0)
(8.76059,1.00031,0)
(8.80807,1.00746,0)
(8.85594,1.01119,0)
(8.90394,1.0125,0)
(8.95197,1.01248,0)
(9.0,1.01223,0)
(0.0,1.01355,0)
(0.0480247,1.0138,0)
(0.0960495,1.01382,0)
(0.144054,1.01251,0)
(0.191925,1.00878,0)
(0.239396,1.00163,0)
(0.286016,0.990216,0)
(0.331199,0.974064,0)
(0.374532,0.953471,0)
(0.416131,0.929561,0)
(0.45625,0.903264,0)
(0.495193,0.875247,0)
(0.533215,0.846017,0)
(0.570558,0.815926,0)
(0.60743,0.785262,0)
(1.90663,0.020507,0)
(1.95465,0.0202005,0)
(2.00268,0.0202005,0)
(2.0507,0.0202005,0)
(2.09873,0.0202005,0)
(2.14675,0.0202005,0)
(2.19478,0.0202005,0)
(2.24281,0.0202005,0)
(2.29083,0.0202005,0)
(2.33886,0.0202005,0)
(2.38688,0.0202005,0)
(2.43491,0.0202005,0)
(2.48293,0.0202005,0)
(2.53096,0.0202005,0)
(2.57898,0.0202005,0)
(2.62701,0.0202005,0)
(2.67503,0.0202005,0)
(2.72306,0.0202005,0)
(2.77109,0.0202005,0)
(2.81911,0.0202005,0)
(2.86714,0.0202005,0)
(2.91516,0.0202005,0)
(2.96319,0.0202005,0)
(3.01121,0.0202005,0)
(3.05924,0.0202005,0)
(3.10726,0.0202005,0)
(3.15529,0.0202005,0)
(3.20331,0.0202005,0)
(3.25134,0.0202005,0)
(3.29937,0.0202005,0)
(3.34739,0.0202005,0)
(3.39542,0.0202005,0)
(3.44344,0.0202005,0)
(3.49147,0.0202005,0)
(3.53949,0.0202005,0)
(3.58752,0.0202005,0)
(3.63555,0.0202005,0)
(3.68357,0.0202005,0)
(3.73159,0.0202005,0)
(3.77962,0.0202005,0)
(3.82764,0.0202005,0)
(3.87567,0.0202005,0)
(3.9237,0.0202005,0)
(3.97172,0.0202005,0)
(4.01975,0.0202005,0)
(4.06777,0.0202005,0)
(4.1158,0.0202005,0)
(4.16383,0.0202005,0)
(4.21185,0.0202005,0)
(4.25987,0.0202005,0)
(4.3079,0.0202005,0)
(4.35592,0.0202005,0)
(4.40395,0.0202005,0)
(4.45198,0.0202005,0)
(4.5,0.0202005,0)
(4.54802,0.0202005,0)
(4.59605,0.0202005,0)
(4.64408,0.0202005,0)
(4.6921,0.0202005,0)
(4.74013,0.0202005,0)
(4.78815,0.0202005,0)
(4.83618,0.0202005,0)
(4.88421,0.0202005,0)
(4.93223,0.0202005,0)
(4.98025,0.0202005,0)
(5.02828,0.0202005,0)
(5.0763,0.0202005,0)
(5.12433,0.0202005,0)
(5.17236,0.0202005,0)
(5.22038,0.0202005,0)
(5.26841,0.0202005,0)
(5.31643,0.0202005,0)
(5.36446,0.0202005,0)
(5.41249,0.0202005,0)
(5.46051,0.0202005,0)
(5.50853,0.0202005,0)
(5.55656,0.0202005,0)
(5.60459,0.0202005,0)
(5.65261,0.0202005,0)
(5.70064,0.0202005,0)
(5.74866,0.0202005,0)
(5.79669,0.0202005,0)
(5.84471,0.0202005,0)
(5.89274,0.0202005,0)
(5.94076,0.0202005,0)
(5.98879,0.0202005,0)
(6.03681,0.0202005,0)
(6.08484,0.0202005,0)
(6.13286,0.0202005,0)
(6.18089,0.0202005,0)
(6.22892,0.0202005,0)
(6.27694,0.0202005,0)
(6.32497,0.0202005,0)
(6.37299,0.0202005,0)
(6.42102,0.0202005,0)
(6.46904,0.0202005,0)
(6.51707,0.0202005,0)
(6.56509,0.0202005,0)
(6.61312,0.0202005,0)
(6.66115,0.0202005,0)
(6.70917,0.0202005,0)
(6.75719,0.0202005,0)
(6.80522,0.0202005,0)
(6.85325,0.0202005,0)
(6.90127,0.0202005,0)
(6.9493,0.0202005,0)
(6.99732,0.0202005,0)
(7.14132,0.0231073,0)
(7.18905,0.028319,0)
(7.23644,0.0360617,0)
(7.28336,0.0462467,0)
(7.32971,0.0587516,0)
(7.37542,0.0734361,0)
(7.42041,0.0901761,0)
(7.46463,0.108827,0)
(7.50806,0.129248,0)
(7.55069,0.151299,0)
(7.5925,0.174847,0)
(7.63354,0.199708,0)
(7.67389,0.225651,0)
(7.71367,0.252471,0)
(7.75295,0.280002,0)
(7.79184,0.308097,0)
(7.8304,0.336621,0)
(7.86872,0.365458,0)
(7.9069,0.394497,0)
(7.945,0.423636,0)
(7.98305,0.452831,0)
(8.02105,0.482107,0)
(8.39257,0.785262,0)
(8.42944,0.815927,0)
(8.46678,0.846018,0)
(8.50481,0.875249,0)
(8.54375,0.903268,0)
(8.58386,0.929566,0)
(8.62547,0.953473,0)
(8.66881,0.97406,0)
(8.71398,0.990216,0)
(8.7606,1.00163,0)
(8.80808,1.00878,0)
(8.85595,1.01251,0)
(8.90395,1.01382,0)
(8.95198,1.0138,0)
(9.0,1.01355,0)
(0.0,1.01494,0)
(0.0480226,1.01519,0)
(0.0960453,1.01521,0)
(0.144048,1.0139,0)
(0.191917,1.01018,0)
(0.239386,1.00303,0)
(0.286005,0.991628,0)
(0.331188,0.975486,0)
(0.374522,0.954907,0)
(0.416123,0.931014,0)
(0.456246,0.904735,0)
(0.495192,0.876737,0)
(0.53322,0.847528,0)
(0.570568,0.817458,0)
(0.607446,0.786815,0)
(0.644043,0.755839,0)
(1.81106,0.0303925,0)
(1.8588,0.0251856,0)
(1.90674,0.022587,0)
(1.95476,0.0222808,0)
(2.00279,0.0222808,0)
(2.05081,0.0222808,0)
(2.09883,0.0222808,0)
(2.14686,0.0222808,0)
(2.19488,0.0222808,0)
(2.2429,0.0222808,0)
(2.29093,0.0222808,0)
(2.33895,0.0222808,0)
(2.38697,0.0222808,0)
(2.435,0.0222808,0)
(2.48302,0.0222808,0)
(2.53104,0.0222808,0)
(2.57907,0.0222808,0)
(2.62709,0.0222808,0)
(2.67511,0.0222808,0)
(2.72314,0.0222808,0)
(2.77116,0.0222808,0)
(2.81918,0.0222808,0)
(2.86721,0.0222808,0)
(2.91523,0.0222808,0)
(2.96325,0.0222808,0)
(3.01128,0.0222808,0)
(3.0593,0.0222808,0)
(3.10732,0.0222808,0)
(3.15535,0.0222808,0)
(3.20337,0.0222808,0)
(3.25139,0.0222808,0)
(3.29942,0.0222808,0)
(3.34744,0.0222808,0)
(3.39546,0.0222808,0)
(3.44349,0.0222808,0)
(3.49151,0.0222808,0)
(3.53953,0.0222808,0)
(3.58755,0.0222808,0)
(3.63558,0.0222808,0)
(3.6836,0.0222808,0)
(3.73163,0.0222808,0)
(3.77965,0.0222808,0)
(3.82767,0.0222808,0)
(3.87569,0.0222808,0)
(3.92372,0.0222808,0)
(3.97174,0.0222808,0)
(4.01977,0.0222808,0)
(4.06779,0.0222808,0)
(4.11581,0.0222808,0)
(4.16384,0.0222808,0)
(4.21186,0.0222808,0)
(4.25988,0.0222808,0)
(4.30791,0.0222808,0)
(4.35593,0.0222808,0)
(4.40395,0.0222808,0)
(4.45198,0.0222808,0)
(4.5,0.0222808,0)
(4.54802,0.0222808,0)
(4.59605,0.0222808,0)
(4.64407,0.0222808,0)
(4.69209,0.0222808,0)
(4.74012,0.0222808,0)
(4.78814,0.0222808,0)
(4.83616,0.0222808,0)
(4.88419,0.0222808,0)
(4.93221,0.0222808,0)
(4.98023,0.0222808,0)
(5.02826,0.0222808,0)
(5.07628,0.0222808,0)
(5.12431,0.0222808,0)
(5.17233,0.0222808,0)
(5.22035,0.0222808,0)
(5.26837,0.0222808,0)
(5.3164,0.0222808,0)
(5.36442,0.0222808,0)
(5.41245,0.0222808,0)
(5.46047,0.0222808,0)
(5.50849,0.0222808,0)
(5.55652,0.0222808,0)
(5.60454,0.0222808,0)
(5.65256,0.0222808,0)
(5.70059,0.0222808,0)
(5.74861,0.0222808,0)
(5.79663,0.0222808,0)
(5.84466,0.0222808,0)
(5.89268,0.0222808,0)
(5.9407,0.0222808,0)
(5.98873,0.0222808,0)
(6.03675,0.0222808,0)
(6.08477,0.0222808,0)
(6.13279,0.0222808,0)
(6.18082,0.0222808,0)
(6.22884,0.0222808,0)
(6.27687,0.0222808,0)
(6.32489,0.0222808,0)
(6.37291,0.0222808,0)
(6.42094,0.0222808,0)
(6.46896,0.0222808,0)
(6.51698,0.0222808,0)
(6.565,0.0222808,0)
(6.61303,0.0222808,0)
(6.66105,0.0222808,0)
(6.70907,0.0222808,0)
(6.7571,0.0222808,0)
(6.80512,0.0222808,0)
(6.85315,0.0222808,0)
(6.90117,0.0222808,0)
(6.94919,0.0222808,0)
(6.99721,0.0222808,0)
(7.09326,0.0225867,0)
(7.1412,0.0251856,0)
(7.18893,0.0303936,0)
(7.23632,0.0381311,0)
(7.28324,0.048309,0)
(7.32959,0.0608053,0)
(7.3753,0.0754796,0)
(7.42029,0.0922081,0)
(7.46451,0.110846,0)
(7.50794,0.131253,0)
(7.55057,0.153289,0)
(7.59239,0.176821,0)
(7.63342,0.201664,0)
(7.67379,0.22759,0)
(7.71356,0.254391,0)
(7.75285,0.281903,0)
(7.79174,0.309979,0)
(7.8303,0.338483,0)
(7.86864,0.3673,0)
(7.90682,0.396319,0)
(7.94492,0.425438,0)
(7.98298,0.454613,0)
(8.02098,0.483868,0)
(8.05887,0.513257,0)
(8.09664,0.542799,0)
(8.13427,0.572523,0)
(8.17173,0.602456,0)
(8.20899,0.632626,0)
(8.24605,0.663055,0)
(8.28287,0.693767,0)
(8.31946,0.724751,0)
(8.35596,0.755839,0)
(8.39256,0.786815,0)
(8.42943,0.817459,0)
(8.46678,0.847529,0)
(8.50481,0.876739,0)
(8.54375,0.904739,0)
(8.58387,0.931019,0)
(8.62548,0.954909,0)
(8.66882,0.975483,0)
