(X,Y,Label)
(0.533851,1.05143,1)
(0.571913,1.02417,1)
(0.609548,0.996379,1)
(0.646927,0.968289,1)
(0.684221,0.940099,1)
(0.721595,0.912002,1)
(0.759176,0.884152,1)
(0.796971,0.85656,1)
(0.834959,0.829202,1)
(0.873122,0.802059,1)
(0.911438,0.775106,1)
(0.949884,0.748317,1)
(0.98844,0.721668,1)
(2.30389,0.303088,1)
(2.35163,0.303088,1)
(2.39937,0.303088,1)
(2.44711,0.303088,1)
(2.49485,0.303088,1)
(2.54259,0.303088,1)
(2.59034,0.303088,1)
(2.63808,0.303088,1)
(2.68582,0.303088,1)
(2.73356,0.303088,1)
(2.7813,0.303088,1)
(2.82904,0.303088,1)
(2.87679,0.303088,1)
(0.495173,1.09158,1)
(0.533894,1.06527,1)
(0.572004,1.0382,1)
(0.60969,1.0106,1)
(0.647123,0.98271,1)
(0.684471,0.954717,1)
(0.721898,0.926816,1)
(0.75953,0.89916,1)
(0.797375,0.87176,1)
(0.835413,0.844593,1)
(0.873623,0.817639,1)
(0.911986,0.790874,1)
(0.950478,0.764272,1)
(0.989079,0.737809,1)
(1.02776,0.711454,1)
(2.20932,0.322149,1)
(2.25704,0.322149,1)
(2.30477,0.322149,1)
(2.35249,0.322149,1)
(2.40021,0.322149,1)
(2.44793,0.322149,1)
(2.49566,0.322149,1)
(2.54338,0.322149,1)
(2.5911,0.322149,1)
(2.63882,0.322149,1)
(2.68655,0.322149,1)
(2.73427,0.322149,1)
(2.78199,0.322149,1)
(2.82971,0.322149,1)
(2.87744,0.322149,1)
(2.92516,0.322149,1)
(2.97288,0.322149,1)
(3.0206,0.322149,1)
(3.06833,0.322149,1)
(0.53394,1.07995,1)
(0.572101,1.05307,1)
(0.609842,1.02568,1)
(0.647331,0.997997,1)
(0.684735,0.970211,1)
(0.722219,0.942518,1)
(0.759906,0.915069,1)
(0.797804,0.887872,1)
(0.835894,0.860908,1)
(0.874155,0.834155,1)
(0.912567,0.807589,1)
(0.951108,0.781185,1)
(0.989756,0.754919,1)
(1.02849,0.72876,1)
(1.06728,0.702681,1)
(2.11489,0.342354,1)
(2.16259,0.342354,1)
(2.21029,0.342354,1)
(2.258,0.342354,1)
(2.3057,0.342354,1)
(2.3534,0.342354,1)
(2.4011,0.342354,1)
(2.44881,0.342354,1)
(2.49651,0.342354,1)
(2.54421,0.342354,1)
(2.59191,0.342354,1)
(2.63961,0.342354,1)
(2.68732,0.342354,1)
(2.73502,0.342354,1)
(2.78272,0.342354,1)
(2.83042,0.342354,1)
(2.87812,0.342354,1)
(2.92583,0.342354,1)
(2.97353,0.342354,1)
(3.02123,0.342354,1)
(3.06893,0.342354,1)
(3.11664,0.342354,1)
(3.16434,0.342354,1)
(0.533988,1.0955,1)
(0.572203,1.06884,1)
(0.610002,1.04167,1)
(0.647551,1.0142,1)
(0.685016,0.986636,1)
(0.722559,0.959164,1)
(0.760305,0.931932,1)
(0.798259,0.904952,1)
(0.836404,0.878202,1)
(0.874718,0.851662,1)
(0.913183,0.825307,1)
(0.951775,0.799113,1)
(0.990473,0.773056,1)
(1.02926,0.747105,1)
(1.0681,0.721234,1)
(1.10698,0.695415,1)
(1.14594,0.669686,1)
(2.0206,0.363771,1)
(2.06828,0.363771,1)
(2.11596,0.363771,1)
(2.16365,0.363771,1)
(2.21132,0.363771,1)
(2.25901,0.363771,1)
(2.30669,0.363771,1)
(2.35437,0.363771,1)
(2.40205,0.363771,1)
(2.44973,0.363771,1)
(2.49741,0.363771,1)
(2.54509,0.363771,1)
(2.59277,0.363771,1)
(2.64045,0.363771,1)
(2.68813,0.363771,1)
(2.73581,0.363771,1)
(2.78349,0.363771,1)
(2.83118,0.363771,1)
(2.87885,0.363771,1)
(2.92654,0.363771,1)
(2.97422,0.363771,1)
(3.0219,0.363771,1)
(3.06958,0.363771,1)
(3.11726,0.363771,1)
(3.16494,0.363771,1)
(3.21262,0.363771,1)
(3.2603,0.363771,1)
(0.572312,1.08555,1)
(0.610172,1.05861,1)
(0.647784,1.03138,1)
(0.685313,1.00405,1)
(0.72292,0.976808,1)
(0.760727,0.949808,1)
(0.798741,0.923057,1)
(0.836944,0.896535,1)
(0.875315,0.87022,1)
(0.913836,0.844089,1)
(0.952482,0.818118,1)
(0.991234,0.792282,1)
(1.03007,0.766551,1)
(1.06896,0.7409,1)
(1.1079,0.715301,1)
(1.14691,0.68979,1)
(1.18605,0.664457,1)
(1.92647,0.386744,1)
(1.97413,0.386475,1)
(2.02179,0.386475,1)
(2.06944,0.386475,1)
(2.1171,0.386475,1)
(2.16476,0.386475,1)
(2.21242,0.386475,1)
(2.26008,0.386475,1)
(2.30773,0.386475,1)
(2.35539,0.386475,1)
(2.40305,0.386475,1)
(2.45071,0.386475,1)
(2.49837,0.386475,1)
(2.54603,0.386475,1)
(2.59368,0.386475,1)
(2.64134,0.386475,1)
(2.689,0.386475,1)
(2.73666,0.386475,1)
(2.78431,0.386475,1)
(2.83197,0.386475,1)
(2.87963,0.386475,1)
(2.92729,0.386475,1)
(2.97495,0.386475,1)
(3.0226,0.386475,1)
(3.07026,0.386475,1)
(3.11792,0.386475,1)
(3.16558,0.386475,1)
(3.21323,0.386475,1)
(3.26089,0.386475,1)
(3.30855,0.386475,1)
(3.35621,0.386475,1)
(0.572427,1.10327,1)
(0.610352,1.07657,1)
(0.648031,1.04958,1)
(0.685628,1.0225,1)
(0.723302,0.995512,1)
(0.761174,0.968757,1)
(0.799253,0.942249,1)
(0.837517,0.915967,1)
(0.875948,0.889891,1)
(0.914527,0.863998,1)
(0.953232,0.838263,1)
(0.99204,0.812661,1)
(1.03093,0.787165,1)
(1.06988,0.761746,1)
(1.10887,0.73638,1)
(1.14793,0.711101,1)
(1.18713,0.685998,1)
(1.22652,0.661168,1)
(1.2662,0.636711,1)
(1.88021,0.413072,1)
(1.92778,0.410808,1)
(1.97541,0.410541,1)
(2.02304,0.410541,1)
(2.07068,0.410541,1)
(2.11831,0.410541,1)
(2.16594,0.410541,1)
(2.21358,0.410541,1)
(2.26121,0.410541,1)
(2.30885,0.410541,1)
(2.35648,0.410541,1)
(2.40411,0.410541,1)
(2.45175,0.410541,1)
(2.49938,0.410541,1)
(2.54701,0.410541,1)
(2.59465,0.410541,1)
(2.64228,0.410541,1)
(2.68992,0.410541,1)
(2.73755,0.410541,1)
(2.78518,0.410541,1)
(2.83282,0.410541,1)
(2.88045,0.410541,1)
(2.92809,0.410541,1)
(2.97572,0.410541,1)
(3.02335,0.410541,1)
(3.07099,0.410541,1)
(3.11862,0.410541,1)
(3.16625,0.410541,1)
(3.21389,0.410541,1)
(3.26152,0.410541,1)
(3.30915,0.410541,1)
(3.35679,0.410541,1)
(3.40442,0.410541,1)
(3.45206,0.410541,1)
(0.610543,1.09561,1)
(0.648293,1.06889,1)
(0.685962,1.04207,1)
(0.723707,1.01534,1)
(0.761649,0.988843,1)
(0.799794,0.962593,1)
(0.838124,0.936566,1)
(0.876619,0.910744,1)
(0.915261,0.885102,1)
(0.954026,0.859617,1)
(0.992895,0.834265,1)
(1.03184,0.809016,1)
(1.07085,0.783844,1)
(1.10991,0.758724,1)
(1.14902,0.733691,1)
(1.18827,0.708832,1)
(1.22772,0.684243,1)
(1.26745,0.660024,1)
(1.30752,0.636291,1)
(1.34802,0.613171,1)
(1.7872,0.449727,1)
(1.83426,0.44305,1)
(1.88162,0.438558,1)
(1.92916,0.436316,1)
(1.97677,0.436052,1)
(2.02437,0.436052,1)
(2.07198,0.436052,1)
(2.11959,0.436052,1)
(2.1672,0.436052,1)
(2.21481,0.436052,1)
(2.26241,0.436052,1)
(2.31002,0.436052,1)
(2.35763,0.436052,1)
(2.40524,0.436052,1)
(2.45285,0.436052,1)
(2.50045,0.436052,1)
(2.54806,0.436052,1)
(2.59567,0.436052,1)
(2.64328,0.436052,1)
(2.69089,0.436052,1)
(2.7385,0.436052,1)
(2.7861,0.436052,1)
(2.83371,0.436052,1)
(2.88132,0.436052,1)
(2.92893,0.436052,1)
(2.97654,0.436052,1)
(3.02415,0.436052,1)
(3.07175,0.436052,1)
(3.11936,0.436052,1)
(3.16697,0.436052,1)
(3.21458,0.436052,1)
(3.26219,0.436052,1)
(3.30979,0.436052,1)
(3.3574,0.436052,1)
(3.40501,0.436052,1)
(3.45262,0.436052,1)
(0.610745,1.11579,1)
(0.648571,1.08934,1)
(0.686316,1.06281,1)
(0.724137,1.03635,1)
(0.762152,1.01014,1)
(0.800368,0.984158,1)
(0.838768,0.958402,1)
(0.877331,0.932848,1)
(0.916038,0.907473,1)
(0.954868,0.882253,1)
(0.993801,0.857164,1)
(1.03281,0.832178,1)
(1.07189,0.807269,1)
(1.111,0.78241,1)
(1.15018,0.757637,1)
(1.18949,0.733037,1)
(1.22899,0.708704,1)
(1.26878,0.684736,1)
(1.3089,0.66125,1)
(1.34944,0.638371,1)
(1.39049,0.616239,1)
(1.69595,0.495981,1)
(1.7421,0.485315,1)
(1.78874,0.476627,1)
(1.83578,0.470019,1)
(1.88311,0.465574,1)
(1.93062,0.463355,1)
(1.9782,0.463094,1)
(2.02578,0.463094,1)
(2.07336,0.463094,1)
(2.12095,0.463094,1)
(2.16853,0.463094,1)
(2.21611,0.463094,1)
(2.26369,0.463094,1)
(2.31127,0.463094,1)
(2.35885,0.463094,1)
(2.40643,0.463094,1)
(2.45401,0.463094,1)
(2.5016,0.463094,1)
(2.54918,0.463094,1)
(2.59676,0.463094,1)
(2.64434,0.463094,1)
(2.69192,0.463094,1)
(2.7395,0.463094,1)
(2.78708,0.463094,1)
(2.83466,0.463094,1)
(2.88224,0.463094,1)
(2.92983,0.463094,1)
(2.97741,0.463094,1)
(3.02499,0.463094,1)
(3.07257,0.463094,1)
(3.12015,0.463094,1)
(3.16773,0.463094,1)
(3.21531,0.463094,1)
(3.26289,0.463094,1)
(3.31047,0.463094,1)
(3.35805,0.463094,1)
(3.40564,0.463094,1)
(3.45322,0.463094,1)
(3.5008,0.463094,1)
(3.54838,0.463094,1)
(0.648866,1.11103,1)
(0.686692,1.08479,1)
(0.724592,1.05863,1)
(0.762685,1.0327,1)
(0.800977,1.00702,1)
(0.83945,0.981548,1)
(0.878085,0.956279,1)
(0.916862,0.931187,1)
(0.955761,0.906248,1)
(0.994762,0.881439,1)
(1.03384,0.856731,1)
(1.07298,0.832099,1)
(1.11216,0.807517,1)
(1.1514,0.78302,1)
(1.19077,0.758694,1)
(1.23034,0.734632,1)
(1.27018,0.710932,1)
(1.31036,0.687707,1)
(1.35095,0.665083,1)
(1.39204,0.643198,1)
(1.4337,0.622227,1)
(1.476,0.602355,1)
(1.519,0.58375,1)
(1.56268,0.566526,1)
(1.60702,0.550794,1)
(1.65201,0.536672,1)
(1.69761,0.52428,1)
(1.74375,0.513732,1)
(1.79037,0.505142,1)
(1.83738,0.498607,1)
(1.88469,0.494211,1)
(1.93218,0.492018,1)
(1.97973,0.491759,1)
(2.02728,0.491759,1)
(2.07483,0.491759,1)
(2.12238,0.491759,1)
(2.16994,0.491759,1)
(2.21749,0.491759,1)
(2.26504,0.491759,1)
(2.31259,0.491759,1)
(2.36015,0.491759,1)
(2.4077,0.491759,1)
(2.45525,0.491759,1)
(2.5028,0.491759,1)
(2.55035,0.491759,1)
(2.59791,0.491759,1)
(2.64546,0.491759,1)
(2.69301,0.491759,1)
(2.74057,0.491759,1)
(2.78812,0.491759,1)
(2.83567,0.491759,1)
(2.88322,0.491759,1)
(2.93077,0.491759,1)
(2.97833,0.491759,1)
(3.02588,0.491759,1)
(3.07343,0.491759,1)
(3.12098,0.491759,1)
(3.16853,0.491759,1)
(3.21609,0.491759,1)
(3.26364,0.491759,1)
(3.31119,0.491759,1)
(3.35875,0.491759,1)
(3.4063,0.491759,1)
(3.45385,0.491759,1)
(3.5014,0.491759,1)
(3.54895,0.491759,1)
(0.68709,1.10809,1)
(0.725075,1.08225,1)
(0.76325,1.05663,1)
(0.801623,1.03125,1)
(0.840173,1.00608,1)
(0.878884,0.981117,1)
(0.917736,0.956324,1)
(0.956708,0.931683,1)
(0.99578,0.90717,1)
(1.03493,0.882757,1)
(1.07414,0.85842,1)
(1.11338,0.834132,1)
(1.1527,0.809927,1)
(1.19214,0.785892,1)
(1.23177,0.762117,1)
(1.27167,0.7387,1)
(1.31191,0.715753,1)
(1.35256,0.693399,1)
(1.39369,0.671775,1)
(1.43538,0.651054,1)
(1.47772,0.631419,1)
(1.52074,0.613038,1)
(1.56444,0.596019,1)
(1.60879,0.580474,1)
(1.65378,0.566522,1)
(1.69937,0.554277,1)
(1.7455,0.543856,1)
(1.7921,0.535368,1)
(1.83909,0.528911,1)
(1.88637,0.524568,1)
(1.93382,0.522401,1)
(1.98134,0.522145,1)
(2.02887,0.522145,1)
(2.07639,0.522145,1)
(2.12391,0.522145,1)
(2.17143,0.522145,1)
(2.21895,0.522145,1)
(2.26647,0.522145,1)
(2.314,0.522145,1)
(2.36152,0.522145,1)
(2.40904,0.522145,1)
(2.45656,0.522145,1)
(2.50408,0.522145,1)
(2.5516,0.522145,1)
(2.59913,0.522145,1)
(2.64665,0.522145,1)
(2.69417,0.522145,1)
(2.74169,0.522145,1)
(2.78921,0.522145,1)
(2.83674,0.522145,1)
(2.88426,0.522145,1)
(2.93178,0.522145,1)
(2.9793,0.522145,1)
(3.02682,0.522145,1)
(3.07435,0.522145,1)
(3.12187,0.522145,1)
(3.16939,0.522145,1)
(3.21691,0.522145,1)
(3.26443,0.522145,1)
(3.31195,0.522145,1)
(3.35948,0.522145,1)
(3.407,0.522145,1)
(3.45452,0.522145,1)
(3.50204,0.522145,1)
(3.54956,0.522145,1)
(3.59708,0.522145,1)
(0.687511,1.13279,1)
(0.725586,1.10728,1)
(0.763849,1.08199,1)
(0.802306,1.05693,1)
(0.84094,1.03209,1)
(0.879731,1.00744,1)
(0.918662,0.98297,1)
(0.957711,0.958645,1)
(0.996859,0.934446,1)
(1.03608,0.910346,1)
(1.07537,0.88632,1)
(1.11469,0.862344,1)
(1.15407,0.83845,1)
(1.19358,0.814722,1)
(1.23329,0.791252,1)
(1.27325,0.768135,1)
(1.31355,0.745482,1)
(1.35425,0.723414,1)
(1.39544,0.702068,1)
(1.43717,0.681612,1)
(1.47954,0.662229,1)
(1.52259,0.644083,1)
(1.5663,0.627282,1)
(1.61066,0.611937,1)
(1.65566,0.598163,1)
(1.70124,0.586075,1)
(1.74735,0.575788,1)
(1.79393,0.567408,1)
(1.84089,0.561035,1)
(1.88814,0.556747,1)
(1.93557,0.554607,1)
(1.98306,0.554355,1)
(2.03054,0.554355,1)
(2.07804,0.554355,1)
(2.12552,0.554355,1)
(2.17301,0.554355,1)
(2.2205,0.554355,1)
(2.26799,0.554355,1)
(2.31548,0.554355,1)
(2.36297,0.554355,1)
(2.41046,0.554355,1)
(2.45795,0.554355,1)
(2.50544,0.554355,1)
(2.55293,0.554355,1)
(2.60042,0.554355,1)
(2.64791,0.554355,1)
(2.6954,0.554355,1)
(2.74289,0.554355,1)
(2.79038,0.554355,1)
(2.83787,0.554355,1)
(2.88536,0.554355,1)
(2.93285,0.554355,1)
(2.98034,0.554355,1)
(3.02783,0.554355,1)
(3.07531,0.554355,1)
(3.1228,0.554355,1)
(3.17029,0.554355,1)
(3.21778,0.554355,1)
(3.26527,0.554355,1)
(3.31276,0.554355,1)
(3.36025,0.554355,1)
(3.40774,0.554355,1)
(3.45523,0.554355,1)
(3.50272,0.554355,1)
(3.55021,0.554355,1)
(3.5977,0.554355,1)
(0.726129,1.13382,1)
(0.764484,1.10887,1)
(0.803032,1.08416,1)
(0.841753,1.05966,1)
(0.880629,1.03535,1)
(0.919644,1.01122,1)
(0.958774,0.987225,1)
(0.998003,0.963359,1)
(1.03731,0.939591,1)
(1.07667,0.915896,1)
(1.11607,0.892249,1)
(1.15553,0.868684,1)
(1.19512,0.845282,1)
(1.23489,0.822136,1)
(1.27493,0.799337,1)
(1.31529,0.776995,1)
(1.35605,0.755231,1)
(1.39729,0.734179,1)
(1.43907,0.714005,1)
(1.48148,0.694888,1)
(1.52455,0.676992,1)
(1.56828,0.660422,1)
(1.61265,0.645288,1)
(1.65764,0.631703,1)
(1.70321,0.619782,1)
(1.74931,0.609636,1)
(1.79587,0.601372,1)
(1.84281,0.595086,1)
(1.89003,0.590857,1)
(1.93742,0.588747,1)
(1.98487,0.588498,1)
(2.03233,0.588498,1)
(2.07978,0.588498,1)
(2.12724,0.588498,1)
(2.17469,0.588498,1)
(2.22215,0.588498,1)
(2.2696,0.588498,1)
(2.31706,0.588498,1)
(2.36451,0.588498,1)
(2.41197,0.588498,1)
(2.45942,0.588498,1)
(2.50688,0.588498,1)
(2.55434,0.588498,1)
(2.60179,0.588498,1)
(2.64925,0.588498,1)
(2.6967,0.588498,1)
(2.74416,0.588498,1)
(2.79161,0.588498,1)
(2.83907,0.588498,1)
(2.88652,0.588498,1)
(2.93398,0.588498,1)
(2.98143,0.588498,1)
(3.02889,0.588498,1)
(3.07634,0.588498,1)
(3.1238,0.588498,1)
(3.17125,0.588498,1)
(3.21871,0.588498,1)
(3.26616,0.588498,1)
(3.31362,0.588498,1)
(3.36107,0.588498,1)
(0.765158,1.13737,1)
(0.8038,1.11302,1)
(0.842614,1.08889,1)
(0.881581,1.06494,1)
(0.920684,1.04116,1)
(0.959902,1.01752,1)
(0.999216,0.994008,1)
(1.0386,0.970592,1)
(1.07805,0.947247,1)
(1.11753,0.92395,1)
(1.15708,0.900733,1)
(1.19674,0.877678,1)
(1.2366,0.854873,1)
(1.27671,0.832411,1)
(1.31714,0.8104,1)
(1.35796,0.788958,1)
(1.39925,0.768217,1)
(1.44108,0.748341,1)
(1.48353,0.729507,1)
(1.52663,0.711876,1)
(1.57037,0.695551,1)
(1.61476,0.680641,1)
(1.65975,0.667257,1)
(1.70531,0.655512,1)
(1.75139,0.645516,1)
(1.79793,0.637375,1)
(1.84484,0.631181,1)
(1.89202,0.627015,1)
(1.93938,0.624936,1)
(1.9868,0.624691,1)
(2.03421,0.624691,1)
(2.08163,0.624691,1)
(2.12905,0.624691,1)
(2.17647,0.624691,1)
(2.22389,0.624691,1)
(2.27131,0.624691,1)
(2.31873,0.624691,1)
(2.36615,0.624691,1)
(2.41357,0.624691,1)
(2.46098,0.624691,1)
(2.5084,0.624691,1)
(2.55582,0.624691,1)
(2.60324,0.624691,1)
(2.65066,0.624691,1)
(2.69808,0.624691,1)
(2.7455,0.624691,1)
(2.79292,0.624691,1)
(2.84034,0.624691,1)
(2.88776,0.624691,1)
(2.93517,0.624691,1)
(2.98259,0.624691,1)
(3.03001,0.624691,1)
(3.07743,0.624691,1)
(3.12485,0.624691,1)
(3.17227,0.624691,1)
(3.21969,0.624691,1)
(3.26711,0.624691,1)
(3.31453,0.624691,1)
(3.36194,0.624691,1)
(0.804615,1.14362,1)
(0.843527,1.11987,1)
(0.88259,1.0963,1)
(0.921787,1.0729,1)
(0.961097,1.04964,1)
(1.0005,1.0265,1)
(1.03998,1.00345,1)
(1.07951,0.980479,1)
(1.11908,0.957553,1)
(1.15871,0.934706,1)
(1.19846,0.912017,1)
(1.2384,0.889576,1)
(1.27859,0.867471,1)
(1.31909,0.84581,1)
(1.35998,0.82471,1)
(1.40133,0.804298,1)
(1.44321,0.784739,1)
(1.4857,0.766205,1)
(1.52883,0.748854,1)
(1.5726,0.732789,1)
(1.61699,0.718116,1)
(1.66198,0.704945,1)
(1.70753,0.693387,1)
(1.7536,0.68355,1)
(1.80011,0.675538,1)
(1.84699,0.669443,1)
(1.89414,0.665344,1)
(1.94146,0.663298,1)
(1.98884,0.663057,1)
(2.03622,0.663057,1)
(2.0836,0.663057,1)
(2.13098,0.663057,1)
(2.17836,0.663057,1)
(2.22574,0.663057,1)
(2.27312,0.663057,1)
(2.3205,0.663057,1)
(2.36788,0.663057,1)
(2.41526,0.663057,1)
(2.46264,0.663057,1)
(2.51002,0.663057,1)
(2.5574,0.663057,1)
(2.60478,0.663057,1)
(2.65216,0.663057,1)
(2.69954,0.663057,1)
(2.74692,0.663057,1)
(2.7943,0.663057,1)
(2.84168,0.663057,1)
(2.88907,0.663057,1)
(2.93644,0.663057,1)
(2.98383,0.663057,1)
(3.03121,0.663057,1)
(3.07859,0.663057,1)
(3.12597,0.663057,1)
(3.17335,0.663057,1)
(3.22073,0.663057,1)
(3.26811,0.663057,1)
(3.31549,0.663057,1)
(3.36287,0.663057,1)
(0.844495,1.1527,1)
(0.88366,1.12954,1)
(0.922956,1.10654,1)
(0.962363,1.08368,1)
(1.00186,1.06094,1)
(1.04144,1.03829,1)
(1.08106,1.01571,1)
(1.12073,0.993173,1)
(1.16045,0.970718,1)
(1.20029,0.948418,1)
(1.24031,0.926361,1)
(1.28058,0.904636,1)
(1.32116,0.883346,1)
(1.36212,0.862607,1)
(1.40354,0.842546,1)
(1.44547,0.823322,1)
(1.488,0.805105,1)
(1.53116,0.788051,1)
(1.57495,0.772262,1)
(1.61935,0.75784,1)
(1.66434,0.744896,1)
(1.70989,0.733536,1)
(1.75594,0.723867,1)
(1.80242,0.715992,1)
(1.84927,0.710002,1)
(1.89638,0.705973,1)
(1.94366,0.703962,1)
(1.991,0.703725,1)
(2.03834,0.703725,1)
(2.08568,0.703725,1)
(2.13302,0.703725,1)
(2.18036,0.703725,1)
(2.2277,0.703725,1)
(2.27504,0.703725,1)
(2.32238,0.703725,1)
(2.36972,0.703725,1)
(2.41705,0.703725,1)
(2.4644,0.703725,1)
(2.51173,0.703725,1)
(2.55907,0.703725,1)
(2.60641,0.703725,1)
(2.65375,0.703725,1)
(2.70109,0.703725,1)
(2.74843,0.703725,1)
(2.79577,0.703725,1)
(2.84311,0.703725,1)
(2.89045,0.703725,1)
(2.93779,0.703725,1)
(2.98513,0.703725,1)
(3.03247,0.703725,1)
(3.07981,0.703725,1)
(3.12715,0.703725,1)
(3.17449,0.703725,1)
(3.22183,0.703725,1)
(3.26917,0.703725,1)
(3.31651,0.703725,1)
(3.36385,0.703725,1)
(0.884794,1.16478,1)
(0.924196,1.1422,1)
(0.963706,1.11976,1)
(1.00331,1.09744,1)
(1.04298,1.07521,1)
(1.08271,1.05305,1)
(1.12247,1.03093,1)
(1.16229,1.00889,1)
(1.20223,0.987004,1)
(1.24234,0.965355,1)
(1.2827,0.944031,1)
(1.32336,0.923135,1)
(1.36439,0.90278,1)
(1.40587,0.883089,1)
(1.44786,0.86422,1)
(1.49044,0.84634,1)
(1.53364,0.829602,1)
(1.57745,0.814104,1)
(1.62186,0.799949,1)
(1.66685,0.787244,1)
(1.71239,0.776094,1)
(1.75841,0.766604,1)
(1.80487,0.758875,1)
(1.85168,0.752995,1)
(1.89876,0.74904,1)
