(X,Y,Label)
(3.53914,0.00276248,2)
(3.58718,0.00276248,2)
(3.63523,0.00276248,2)
(3.68327,0.00276248,2)
(3.73131,0.00276248,2)
(3.77936,0.00276248,2)
(3.8274,0.00276248,2)
(3.87544,0.00276248,2)
(3.92349,0.00276248,2)
(3.97153,0.00276248,2)
(4.01957,0.00276248,2)
(4.06761,0.00276248,2)
(4.11565,0.00276248,2)
(4.1637,0.00276248,2)
(4.21174,0.00276248,2)
(4.25978,0.00276248,2)
(4.30783,0.00276248,2)
(4.35587,0.00276248,2)
(4.40391,0.00276248,2)
(4.45196,0.00276248,2)
(4.5,0.00276248,2)
(4.54804,0.00276248,2)
(4.59609,0.00276248,2)
(4.64413,0.00276248,2)
(4.69217,0.00276248,2)
(4.74022,0.00276248,2)
(4.78826,0.00276248,2)
(4.8363,0.00276248,2)
(4.88435,0.00276248,2)
(4.93239,0.00276248,2)
(4.98043,0.00276248,2)
(5.02847,0.00276248,2)
(5.07651,0.00276248,2)
(5.12456,0.00276248,2)
(5.1726,0.00276248,2)
(5.22064,0.00276248,2)
(5.26869,0.00276248,2)
(5.31673,0.00276248,2)
(5.36477,0.00276248,2)
(5.41282,0.00276248,2)
(5.46086,0.00276248,2)
(5.5089,0.00276248,2)
(5.55695,0.00276248,2)
(5.60499,0.00276248,2)
(5.65303,0.00276248,2)
(5.70108,0.00276248,2)
(5.74912,0.00276248,2)
(5.79716,0.00276248,2)
(5.8452,0.00276248,2)
(5.89325,0.00276248,2)
(5.94129,0.00276248,2)
(5.98933,0.00276248,2)
(6.03737,0.00276248,2)
(6.08542,0.00276248,2)
(6.13346,0.00276248,2)
(6.1815,0.00276248,2)
(6.22955,0.00276248,2)
(6.27759,0.00276248,2)
(6.32563,0.00276248,2)
(6.37367,0.00276248,2)
(6.42172,0.00276248,2)
(6.46976,0.00276248,2)
(6.5178,0.00276248,2)
(6.56585,0.00276248,2)
(6.61389,0.00276248,2)
(6.66193,0.00276248,2)
(6.70998,0.00276248,2)
(6.75802,0.00276248,2)
(6.80606,0.00276248,2)
(6.8541,0.00276248,2)
(6.90215,0.00276248,2)
(6.95019,0.00276248,2)
(6.99823,0.00276248,2)
(7.04627,0.00276248,2)
(7.09432,0.00307041,2)
(7.14228,0.00568609,2)
(7.19003,0.0109279,2)
(7.23743,0.0187154,2)
(7.28436,0.0289593,2)
(7.33072,0.0415365,2)
(7.37643,0.0563059,2)
(7.42142,0.0731427,2)
(7.46564,0.0919017,2)
(7.50906,0.11244,2)
(7.55167,0.13462,2)
(7.59347,0.158304,2)
(7.63448,0.183308,2)
(7.67481,0.209401,2)
(7.71456,0.236376,2)
(7.75381,0.264066,2)
(7.79266,0.292324,2)
(7.83118,0.321012,2)
(7.86947,0.350016,2)
(7.9076,0.379223,2)
(7.94566,0.408531,2)
(7.98368,0.437895,2)
(8.02163,0.46734,2)
(8.05948,0.496919,2)
(8.0972,0.526653,2)
(8.13478,0.556569,2)
(8.17219,0.586696,2)
(8.20941,0.617061,2)
(8.24641,0.647687,2)
(8.28318,0.678598,2)
(8.31971,0.709783,2)
(8.35616,0.741072,2)
(8.3927,0.772248,2)
(8.42953,0.803091,2)
(8.46682,0.833356,2)
(8.50481,0.862755,2)
(8.54371,0.890936,2)
(8.5838,0.917387,2)
(8.62538,0.941432,2)
(8.66871,0.962138,2)
(8.71389,0.978388,2)
(8.76052,0.989868,2)
(8.80801,0.997059,2)
(8.85589,1.00081,2)
(8.90391,1.00213,2)
(8.95196,1.00211,2)
(9.0,1.00185,2)
(0.0,1.00255,2)
(0.0480411,1.0028,2)
(0.0960824,1.00282,2)
(0.144103,1.0015,2)
(0.19199,0.997754,2)
(0.239474,0.990563,2)
(0.286103,0.979089,2)
(0.331287,0.962848,2)
(0.374611,0.942143,2)
(0.416191,0.918103,2)
(0.456285,0.891664,2)
(0.495194,0.863494,2)
(0.533178,0.834105,2)
(0.570479,0.80385,2)
(0.607308,0.77302,2)
(0.643853,0.741854,2)
(0.680303,0.710576,2)
(0.716842,0.679402,2)
(0.753609,0.648502,2)
(0.790615,0.617887,2)
(0.827836,0.587533,2)
(0.86525,0.557417,2)
(0.902834,0.527512,2)
(0.940562,0.497789,2)
(0.978412,0.468221,2)
(1.01636,0.438774,2)
(1.05437,0.409417,2)
(1.09243,0.38012,2)
(1.13057,0.350925,2)
(1.16886,0.321932,2)
(1.20739,0.293255,2)
(1.24624,0.265009,2)
(1.2855,0.237329,2)
(1.32524,0.210366,2)
(1.36558,0.184283,2)
(1.40659,0.159289,2)
(1.44838,0.135605,2)
(1.49099,0.113432,2)
(1.53442,0.092904,2)
(1.57864,0.074154,2)
(1.62363,0.0573239,2)
(1.66934,0.0425542,2)
(1.7157,0.0299839,2)
(1.76263,0.0197455,2)
(1.81003,0.0119575,2)
(1.85778,0.00671866,2)
(1.90574,0.00410414,2)
(1.95378,0.003796,2)
(2.00182,0.003796,2)
(2.04986,0.003796,2)
(2.09791,0.003796,2)
(2.14595,0.003796,2)
(2.19399,0.003796,2)
(2.24203,0.003796,2)
(2.29007,0.003796,2)
(2.33811,0.003796,2)
(2.38616,0.003796,2)
(2.4342,0.003796,2)
(2.48224,0.003796,2)
(2.53028,0.003796,2)
(2.57833,0.003796,2)
(2.62637,0.003796,2)
(2.67441,0.003796,2)
(2.72245,0.003796,2)
(2.77049,0.003796,2)
(2.81853,0.003796,2)
(2.86658,0.003796,2)
(2.91462,0.003796,2)
(2.96266,0.003796,2)
(3.0107,0.003796,2)
(3.05874,0.003796,2)
(3.10679,0.003796,2)
(3.15483,0.003796,2)
(3.20287,0.003796,2)
(3.25091,0.003796,2)
(3.29895,0.003796,2)
(3.347,0.003796,2)
(3.39504,0.003796,2)
(3.44308,0.003796,2)
(3.49112,0.003796,2)
(3.53916,0.003796,2)
(3.5872,0.003796,2)
(3.63525,0.003796,2)
(3.68329,0.003796,2)
(3.73133,0.003796,2)
(3.77937,0.003796,2)
(3.82741,0.003796,2)
(3.87545,0.003796,2)
(3.9235,0.003796,2)
(3.97154,0.003796,2)
(4.01958,0.003796,2)
(4.06762,0.003796,2)
(4.11566,0.003796,2)
(4.16371,0.003796,2)
(4.21175,0.003796,2)
(4.25979,0.003796,2)
(4.30784,0.003796,2)
(4.35588,0.003796,2)
(4.40391,0.003796,2)
(4.45196,0.003796,2)
(4.5,0.003796,2)
(4.54804,0.003796,2)
(4.59609,0.003796,2)
(4.64413,0.003796,2)
(4.69217,0.003796,2)
(4.74021,0.003796,2)
(4.78825,0.003796,2)
(4.83629,0.003796,2)
(4.88434,0.003796,2)
(4.93238,0.003796,2)
(4.98042,0.003796,2)
(5.02846,0.003796,2)
(5.0765,0.003796,2)
(5.12455,0.003796,2)
(5.17259,0.003796,2)
(5.22063,0.003796,2)
(5.26867,0.003796,2)
(5.31671,0.003796,2)
(5.36475,0.003796,2)
(5.4128,0.003796,2)
(5.46084,0.003796,2)
(5.50888,0.003796,2)
(5.55692,0.003796,2)
(5.60496,0.003796,2)
(5.653,0.003796,2)
(5.70105,0.003796,2)
(5.74909,0.003796,2)
(5.79713,0.003796,2)
(5.84517,0.003796,2)
(5.89322,0.003796,2)
(5.94126,0.003796,2)
(5.9893,0.003796,2)
(6.03734,0.003796,2)
(6.08538,0.003796,2)
(6.13343,0.003796,2)
(6.18147,0.003796,2)
(6.22951,0.003796,2)
(6.27755,0.003796,2)
(6.32559,0.003796,2)
(6.37363,0.003796,2)
(6.42168,0.003796,2)
(6.46972,0.003796,2)
(6.51776,0.003796,2)
(6.5658,0.003796,2)
(6.61384,0.003796,2)
(6.66188,0.003796,2)
(6.70993,0.003796,2)
(6.75797,0.003796,2)
(6.80601,0.003796,2)
(6.85405,0.003796,2)
(6.90209,0.003796,2)
(6.95014,0.003796,2)
(6.99818,0.003796,2)
(7.04622,0.003796,2)
(7.09426,0.00410383,2)
(7.14222,0.00671862,2)
(7.18997,0.0119586,2)
(7.23737,0.0197435,2)
(7.2843,0.0299838,2)
(7.33066,0.0425568,2)
(7.37638,0.0573212,2)
(7.42136,0.0741522,2)
(7.46558,0.0929048,2)
(7.509,0.113436,2)
(7.55162,0.135608,2)
(7.59341,0.159284,2)
(7.63443,0.18428,2)
(7.67476,0.210364,2)
(7.71451,0.23733,2)
(7.75376,0.265011,2)
(7.79261,0.293259,2)
